date,daily_average,day,month number,year
1/1/2019,297.20,1,1,2019
2/1/2019,979.67,2,1,2019
3/1/2019,1515.75,3,1,2019
4/1/2019,1366.19,4,1,2019
5/1/2019,1115.17,5,1,2019
6/1/2019,1335.92,6,1,2019
7/1/2019,1577.39,7,1,2019
8/1/2019,1443.21,8,1,2019
9/1/2019,1470.05,9,1,2019
10/1/2019,1731.24,10,1,2019
11/1/2019,1488.90,11,1,2019
12/1/2019,1213.30,12,1,2019
13/1/2019,1008.95,13,1,2019
14/1/2019,1219.27,14,1,2019
15/1/2019,1269.70,15,1,2019
16/1/2019,1222.10,16,1,2019
17/1/2019,1218.60,17,1,2019
18/1/2019,1628.39,18,1,2019
19/1/2019,1463.19,19,1,2019
20/1/2019,1441.96,20,1,2019
21/1/2019,1877.15,21,1,2019
22/1/2019,1678.06,22,1,2019
23/1/2019,1895.04,23,1,2019
24/1/2019,2151.25,24,1,2019
25/1/2019,1795.14,25,1,2019
26/1/2019,1325.89,26,1,2019
27/1/2019,1027.16,27,1,2019
28/1/2019,1448.87,28,1,2019
29/1/2019,1610.67,29,1,2019
30/1/2019,1595.60,30,1,2019
31/1/2019,1589.86,31,1,2019
1/2/2019,1430.93,1,2,2019
2/2/2019,1315.79,2,2,2019
3/2/2019,1135.12,3,2,2019
4/2/2019,1269.20,4,2,2019
5/2/2019,1415.59,5,2,2019
6/2/2019,1356.17,6,2,2019
7/2/2019,1200.03,7,2,2019
8/2/2019,1229.57,8,2,2019
9/2/2019,1034.52,9,2,2019
10/2/2019,664.16,10,2,2019
11/2/2019,1074.54,11,2,2019
12/2/2019,1172.75,12,2,2019
13/2/2019,1214.15,13,2,2019
14/2/2019,1289.42,14,2,2019
15/2/2019,1191.53,15,2,2019
16/2/2019,1096.60,16,2,2019
17/2/2019,996.16,17,2,2019
18/2/2019,1211.66,18,2,2019
19/2/2019,1192.05,19,2,2019
20/2/2019,1114.92,20,2,2019
21/2/2019,1179.01,21,2,2019
22/2/2019,1202.22,22,2,2019
23/2/2019,1055.51,23,2,2019
24/2/2019,1022.56,24,2,2019
25/2/2019,1165.46,25,2,2019
26/2/2019,1106.94,26,2,2019
27/2/2019,1125.12,27,2,2019
28/2/2019,1027.56,28,2,2019
1/3/2019,1174.39,1,3,2019
2/3/2019,1031.13,2,3,2019
3/3/2019,565.70,3,3,2019
4/3/2019,614.93,4,3,2019
5/3/2019,839.16,5,3,2019
6/3/2019,1004.38,6,3,2019
7/3/2019,758.57,7,3,2019
8/3/2019,797.10,8,3,2019
9/3/2019,625.53,9,3,2019
10/3/2019,508.61,10,3,2019
11/3/2019,850.78,11,3,2019
12/3/2019,1011.63,12,3,2019
13/3/2019,795.03,13,3,2019
14/3/2019,888.03,14,3,2019
15/3/2019,785.89,15,3,2019
16/3/2019,565.98,16,3,2019
17/3/2019,44.74,17,3,2019
18/3/2019,875.54,18,3,2019
19/3/2019,1147.58,19,3,2019
20/3/2019,1084.72,20,3,2019
21/3/2019,1024.38,21,3,2019
22/3/2019,1049.14,22,3,2019
23/3/2019,872.75,23,3,2019
24/3/2019,802.17,24,3,2019
25/3/2019,826.55,25,3,2019
26/3/2019,953.88,26,3,2019
27/3/2019,1014.70,27,3,2019
28/3/2019,1090.46,28,3,2019
29/3/2019,1010.69,29,3,2019
30/3/2019,903.74,30,3,2019
31/3/2019,791.94,31,3,2019
1/4/2019,973.09,1,4,2019
2/4/2019,920.42,2,4,2019
3/4/2019,1084.85,3,4,2019
4/4/2019,1098.20,4,4,2019
5/4/2019,1086.00,5,4,2019
6/4/2019,941.94,6,4,2019
7/4/2019,897.89,7,4,2019
8/4/2019,1129.87,8,4,2019
9/4/2019,1101.71,9,4,2019
10/4/2019,1102.71,10,4,2019
11/4/2019,1170.26,11,4,2019
12/4/2019,1166.74,12,4,2019
13/4/2019,1057.76,13,4,2019
14/4/2019,982.74,14,4,2019
15/4/2019,1078.79,15,4,2019
16/4/2019,1072.75,16,4,2019
17/4/2019,1081.31,17,4,2019
18/4/2019,1002.58,18,4,2019
19/4/2019,844.57,19,4,2019
20/4/2019,949.52,20,4,2019
21/4/2019,818.79,21,4,2019
22/4/2019,101.94,22,4,2019
23/4/2019,618.73,23,4,2019
24/4/2019,887.44,24,4,2019
25/4/2019,986.23,25,4,2019
26/4/2019,1077.09,26,4,2019
27/4/2019,869.76,27,4,2019
28/4/2019,866.64,28,4,2019
29/4/2019,1184.88,29,4,2019
30/4/2019,1104.66,30,4,2019
1/5/2019,668.95,1,5,2019
2/5/2019,1010.49,2,5,2019
3/5/2019,1094.98,3,5,2019
4/5/2019,980.74,4,5,2019
5/5/2019,563.12,5,5,2019
6/5/2019,1108.39,6,5,2019
7/5/2019,1206.95,7,5,2019
8/5/2019,803.35,8,5,2019
9/5/2019,1117.73,9,5,2019
10/5/2019,1177.06,10,5,2019
11/5/2019,931.81,11,5,2019
12/5/2019,574.87,12,5,2019
13/5/2019,1033.34,13,5,2019
14/5/2019,1153.10,14,5,2019
15/5/2019,1177.33,15,5,2019
16/5/2019,1159.77,16,5,2019
17/5/2019,1067.41,17,5,2019
18/5/2019,923.50,18,5,2019
19/5/2019,858.72,19,5,2019
20/5/2019,1159.24,20,5,2019
21/5/2019,1075.53,21,5,2019
22/5/2019,1055.60,22,5,2019
23/5/2019,1107.98,23,5,2019
24/5/2019,1014.61,24,5,2019
25/5/2019,942.12,25,5,2019
26/5/2019,628.07,26,5,2019
27/5/2019,906.10,27,5,2019
28/5/2019,1075.94,28,5,2019
29/5/2019,1063.82,29,5,2019
30/5/2019,683.74,30,5,2019
31/5/2019,919.63,31,5,2019
1/6/2019,771.95,1,6,2019
2/6/2019,468.29,2,6,2019
3/6/2019,916.52,3,6,2019
4/6/2019,1022.12,4,6,2019
5/6/2019,930.52,5,6,2019
6/6/2019,895.45,6,6,2019
7/6/2019,913.39,7,6,2019
8/6/2019,-129.31,8,6,2019
9/6/2019,607.65,9,6,2019
10/6/2019,738.60,10,6,2019
11/6/2019,1146.71,11,6,2019
12/6/2019,1139.75,12,6,2019
13/6/2019,975.54,13,6,2019
14/6/2019,1060.89,14,6,2019
15/6/2019,772.41,15,6,2019
16/6/2019,753.63,16,6,2019
17/6/2019,1107.56,17,6,2019
18/6/2019,1079.72,18,6,2019
19/6/2019,1089.59,19,6,2019
20/6/2019,934.23,20,6,2019
21/6/2019,995.93,21,6,2019
22/6/2019,841.28,22,6,2019
23/6/2019,556.94,23,6,2019
24/6/2019,885.28,24,6,2019
25/6/2019,1085.14,25,6,2019
26/6/2019,1029.83,26,6,2019
27/6/2019,1093.13,27,6,2019
28/6/2019,1115.19,28,6,2019
29/6/2019,859.56,29,6,2019
30/6/2019,333.37,30,6,2019
1/7/2019,1221.56,1,7,2019
2/7/2019,1154.33,2,7,2019
3/7/2019,1097.30,3,7,2019
4/7/2019,971.60,4,7,2019
5/7/2019,922.88,5,7,2019
6/7/2019,775.22,6,7,2019
7/7/2019,569.83,7,7,2019
8/7/2019,985.13,8,7,2019
9/7/2019,958.10,9,7,2019
10/7/2019,1085.35,10,7,2019
11/7/2019,1189.12,11,7,2019
12/7/2019,1140.00,12,7,2019
13/7/2019,933.22,13,7,2019
14/7/2019,913.30,14,7,2019
15/7/2019,1156.78,15,7,2019
16/7/2019,1203.39,16,7,2019
17/7/2019,1288.49,17,7,2019
18/7/2019,1316.92,18,7,2019
19/7/2019,1281.16,19,7,2019
20/7/2019,924.05,20,7,2019
21/7/2019,763.71,21,7,2019
22/7/2019,1129.85,22,7,2019
23/7/2019,1209.25,23,7,2019
24/7/2019,1325.35,24,7,2019
25/7/2019,1366.87,25,7,2019
26/7/2019,1203.11,26,7,2019
27/7/2019,936.25,27,7,2019
28/7/2019,890.55,28,7,2019
29/7/2019,1123.68,29,7,2019
30/7/2019,1131.02,30,7,2019
31/7/2019,1108.75,31,7,2019
1/8/2019,1191.06,1,8,2019
2/8/2019,1131.17,2,8,2019
3/8/2019,964.61,3,8,2019
4/8/2019,877.95,4,8,2019
5/8/2019,1162.50,5,8,2019
6/8/2019,1085.30,6,8,2019
7/8/2019,1085.46,7,8,2019
8/8/2019,1000.21,8,8,2019
9/8/2019,1007.42,9,8,2019
10/8/2019,952.44,10,8,2019
11/8/2019,632.09,11,8,2019
12/8/2019,1027.78,12,8,2019
13/8/2019,1031.21,13,8,2019
14/8/2019,1093.61,14,8,2019
15/8/2019,792.88,15,8,2019
16/8/2019,903.74,16,8,2019
17/8/2019,735.85,17,8,2019
18/8/2019,756.89,18,8,2019
19/8/2019,1079.20,19,8,2019
20/8/2019,1220.35,20,8,2019
21/8/2019,1033.55,21,8,2019
22/8/2019,1058.06,22,8,2019
23/8/2019,1194.99,23,8,2019
24/8/2019,816.54,24,8,2019
25/8/2019,785.59,25,8,2019
26/8/2019,1226.64,26,8,2019
27/8/2019,1265.29,27,8,2019
28/8/2019,1290.75,28,8,2019
29/8/2019,1263.83,29,8,2019
30/8/2019,1275.49,30,8,2019
31/8/2019,884.94,31,8,2019
1/9/2019,807.25,1,9,2019
2/9/2019,1205.77,2,9,2019
3/9/2019,972.46,3,9,2019
4/9/2019,921.43,4,9,2019
5/9/2019,909.93,5,9,2019
6/9/2019,1092.90,6,9,2019
7/9/2019,927.99,7,9,2019
8/9/2019,893.71,8,9,2019
9/9/2019,1256.30,9,9,2019
10/9/2019,962.40,10,9,2019
11/9/2019,935.73,11,9,2019
12/9/2019,1006.80,12,9,2019
13/9/2019,1006.39,13,9,2019
14/9/2019,947.92,14,9,2019
15/9/2019,733.20,15,9,2019
16/9/2019,1157.94,16,9,2019
17/9/2019,1192.92,17,9,2019
18/9/2019,981.24,18,9,2019
19/9/2019,1208.09,19,9,2019
20/9/2019,1226.79,20,9,2019
21/9/2019,880.26,21,9,2019
22/9/2019,812.80,22,9,2019
23/9/2019,1208.46,23,9,2019
24/9/2019,1220.30,24,9,2019
25/9/2019,1312.61,25,9,2019
26/9/2019,1480.52,26,9,2019
27/9/2019,1162.82,27,9,2019
28/9/2019,845.93,28,9,2019
29/9/2019,665.53,29,9,2019
30/9/2019,890.18,30,9,2019
1/10/2019,1041.73,1,10,2019
2/10/2019,1214.91,2,10,2019
3/10/2019,1039.16,3,10,2019
4/10/2019,1139.42,4,10,2019
5/10/2019,925.24,5,10,2019
6/10/2019,873.19,6,10,2019
7/10/2019,1261.76,7,10,2019
8/10/2019,1189.23,8,10,2019
9/10/2019,1031.42,9,10,2019
10/10/2019,805.74,10,10,2019
11/10/2019,781.22,11,10,2019
12/10/2019,721.66,12,10,2019
13/10/2019,691.17,13,10,2019
14/10/2019,1023.11,14,10,2019
15/10/2019,1070.34,15,10,2019
16/10/2019,1005.32,16,10,2019
17/10/2019,1117.93,17,10,2019
18/10/2019,1001.78,18,10,2019
19/10/2019,854.16,19,10,2019
20/10/2019,862.95,20,10,2019
21/10/2019,1106.24,21,10,2019
22/10/2019,1186.71,22,10,2019
23/10/2019,1122.30,23,10,2019
24/10/2019,970.67,24,10,2019
25/10/2019,899.60,25,10,2019
26/10/2019,686.96,26,10,2019
27/10/2019,683.63,27,10,2019
28/10/2019,1031.56,28,10,2019
29/10/2019,1212.48,29,10,2019
30/10/2019,1235.42,30,10,2019
31/10/2019,1063.90,31,10,2019
1/11/2019,814.34,1,11,2019
2/11/2019,776.72,2,11,2019
3/11/2019,728.05,3,11,2019
4/11/2019,983.69,4,11,2019
5/11/2019,1100.11,5,11,2019
6/11/2019,1248.34,6,11,2019
7/11/2019,1100.40,7,11,2019
8/11/2019,1186.84,8,11,2019
9/11/2019,1016.95,9,11,2019
10/11/2019,1026.45,10,11,2019
11/11/2019,1077.88,11,11,2019
12/11/2019,1193.03,12,11,2019
13/11/2019,1277.06,13,11,2019
14/11/2019,1242.30,14,11,2019
15/11/2019,1080.52,15,11,2019
16/11/2019,977.72,16,11,2019
17/11/2019,909.01,17,11,2019
18/11/2019,1111.81,18,11,2019
19/11/2019,1097.45,19,11,2019
20/11/2019,1432.42,20,11,2019
21/11/2019,1266.23,21,11,2019
22/11/2019,1112.00,22,11,2019
23/11/2019,799.94,23,11,2019
24/11/2019,877.83,24,11,2019
25/11/2019,1249.75,25,11,2019
26/11/2019,1215.15,26,11,2019
27/11/2019,1045.30,27,11,2019
28/11/2019,1037.25,28,11,2019
29/11/2019,1079.08,29,11,2019
30/11/2019,1089.72,30,11,2019
1/12/2019,1066.90,1,12,2019
2/12/2019,1183.15,2,12,2019
3/12/2019,1301.71,3,12,2019
4/12/2019,1298.55,4,12,2019
5/12/2019,1203.45,5,12,2019
6/12/2019,1076.48,6,12,2019
7/12/2019,908.17,7,12,2019
8/12/2019,848.19,8,12,2019
9/12/2019,1047.95,9,12,2019
10/12/2019,1148.15,10,12,2019
11/12/2019,1195.48,11,12,2019
12/12/2019,1241.02,12,12,2019
13/12/2019,1113.23,13,12,2019
14/12/2019,892.11,14,12,2019
15/12/2019,801.51,15,12,2019
16/12/2019,1168.64,16,12,2019
17/12/2019,1126.58,17,12,2019
18/12/2019,1115.97,18,12,2019
19/12/2019,947.02,19,12,2019
20/12/2019,767.60,20,12,2019
21/12/2019,760.03,21,12,2019
22/12/2019,598.67,22,12,2019
23/12/2019,623.56,23,12,2019
24/12/2019,572.60,24,12,2019
25/12/2019,526.88,25,12,2019
26/12/2019,792.23,26,12,2019
27/12/2019,1012.34,27,12,2019
28/12/2019,877.90,28,12,2019
29/12/2019,759.03,29,12,2019
30/12/2019,752.41,30,12,2019
31/12/2019,740.20,31,12,2019
1/1/2020,816.22,1,1,2020
2/1/2020,1083.12,2,1,2020
3/1/2020,939.53,3,1,2020
4/1/2020,711.00,4,1,2020
5/1/2020,882.14,5,1,2020
6/1/2020,1019.07,6,1,2020
7/1/2020,1088.53,7,1,2020
8/1/2020,1135.22,8,1,2020
9/1/2020,1215.30,9,1,2020
10/1/2020,1101.29,10,1,2020
11/1/2020,913.84,11,1,2020
12/1/2020,743.60,12,1,2020
13/1/2020,1249.06,13,1,2020
14/1/2020,1117.14,14,1,2020
15/1/2020,1094.48,15,1,2020
16/1/2020,1146.67,16,1,2020
17/1/2020,1115.18,17,1,2020
18/1/2020,863.60,18,1,2020
19/1/2020,987.69,19,1,2020
20/1/2020,1138.18,20,1,2020
21/1/2020,1110.91,21,1,2020
22/1/2020,1158.72,22,1,2020
23/1/2020,1264.86,23,1,2020
24/1/2020,1227.48,24,1,2020
25/1/2020,1038.54,25,1,2020
26/1/2020,953.03,26,1,2020
27/1/2020,1148.53,27,1,2020
28/1/2020,1150.97,28,1,2020
29/1/2020,1088.48,29,1,2020
30/1/2020,1151.03,30,1,2020
31/1/2020,1035.25,31,1,2020
1/2/2020,954.08,1,2,2020
2/2/2020,694.27,2,2,2020
3/2/2020,894.53,3,2,2020
4/2/2020,881.22,4,2,2020
5/2/2020,879.12,5,2,2020
6/2/2020,949.49,6,2,2020
7/2/2020,998.91,7,2,2020
8/2/2020,734.68,8,2,2020
9/2/2020,628.99,9,2,2020
10/2/2020,722.98,10,2,2020
11/2/2020,759.03,11,2,2020
12/2/2020,573.62,12,2,2020
13/2/2020,806.57,13,2,2020
14/2/2020,881.66,14,2,2020
15/2/2020,663.11,15,2,2020
16/2/2020,336.93,16,2,2020
17/2/2020,830.74,17,2,2020
18/2/2020,716.39,18,2,2020
19/2/2020,847.60,19,2,2020
20/2/2020,819.01,20,2,2020
21/2/2020,673.32,21,2,2020
22/2/2020,715.60,22,2,2020
23/2/2020,319.78,23,2,2020
24/2/2020,898.79,24,2,2020
25/2/2020,777.92,25,2,2020
26/2/2020,853.85,26,2,2020
27/2/2020,930.05,27,2,2020
28/2/2020,825.47,28,2,2020
29/2/2020,664.45,29,2,2020
1/3/2020,439.86,1,3,2020
2/3/2020,903.39,2,3,2020
3/3/2020,929.36,3,3,2020
4/3/2020,972.89,4,3,2020
5/3/2020,882.79,5,3,2020
6/3/2020,826.00,6,3,2020
7/3/2020,756.18,7,3,2020
8/3/2020,576.51,8,3,2020
9/3/2020,911.94,9,3,2020
10/3/2020,739.31,10,3,2020
11/3/2020,712.33,11,3,2020
12/3/2020,690.34,12,3,2020
13/3/2020,740.99,13,3,2020
14/3/2020,816.95,14,3,2020
15/3/2020,376.01,15,3,2020
16/3/2020,860.78,16,3,2020
17/3/2020,813.22,17,3,2020
18/3/2020,719.43,18,3,2020
19/3/2020,828.05,19,3,2020
20/3/2020,680.37,20,3,2020
21/3/2020,416.75,21,3,2020
22/3/2020,-26.66,22,3,2020
23/3/2020,571.26,23,3,2020
24/3/2020,571.61,24,3,2020
25/3/2020,616.27,25,3,2020
26/3/2020,642.44,26,3,2020
27/3/2020,615.46,27,3,2020
28/3/2020,450.76,28,3,2020
29/3/2020,289.77,29,3,2020
30/3/2020,631.09,30,3,2020
31/3/2020,789.63,31,3,2020
1/4/2020,659.73,1,4,2020
2/4/2020,668.22,2,4,2020
3/4/2020,669.77,3,4,2020
4/4/2020,605.35,4,4,2020
5/4/2020,181.91,5,4,2020
6/4/2020,533.05,6,4,2020
7/4/2020,644.85,7,4,2020
8/4/2020,676.01,8,4,2020
9/4/2020,663.27,9,4,2020
10/4/2020,598.93,10,4,2020
11/4/2020,565.20,11,4,2020
12/4/2020,316.06,12,4,2020
13/4/2020,-275.59,13,4,2020
14/4/2020,566.27,14,4,2020
15/4/2020,580.02,15,4,2020
16/4/2020,660.20,16,4,2020
17/4/2020,713.98,17,4,2020
18/4/2020,567.72,18,4,2020
19/4/2020,243.42,19,4,2020
20/4/2020,258.55,20,4,2020
21/4/2020,375.17,21,4,2020
22/4/2020,359.20,22,4,2020
23/4/2020,730.05,23,4,2020
24/4/2020,548.30,24,4,2020
25/4/2020,517.70,25,4,2020
26/4/2020,521.38,26,4,2020
27/4/2020,737.02,27,4,2020
28/4/2020,701.59,28,4,2020
29/4/2020,629.69,29,4,2020
30/4/2020,537.81,30,4,2020
1/5/2020,221.68,1,5,2020
2/5/2020,360.33,2,5,2020
3/5/2020,378.85,3,5,2020
4/5/2020,667.10,4,5,2020
5/5/2020,611.42,5,5,2020
6/5/2020,578.98,6,5,2020
7/5/2020,648.39,7,5,2020
8/5/2020,652.35,8,5,2020
9/5/2020,592.25,9,5,2020
10/5/2020,377.53,10,5,2020
11/5/2020,488.58,11,5,2020
12/5/2020,588.02,12,5,2020
13/5/2020,764.49,13,5,2020
14/5/2020,668.30,14,5,2020
15/5/2020,591.67,15,5,2020
16/5/2020,461.73,16,5,2020
17/5/2020,238.08,17,5,2020
18/5/2020,569.24,18,5,2020
19/5/2020,667.97,19,5,2020
20/5/2020,820.53,20,5,2020
21/5/2020,517.65,21,5,2020
22/5/2020,516.08,22,5,2020
23/5/2020,213.75,23,5,2020
24/5/2020,-519.68,24,5,2020
25/5/2020,536.45,25,5,2020
26/5/2020,870.11,26,5,2020
27/5/2020,620.56,27,5,2020
28/5/2020,562.08,28,5,2020
29/5/2020,592.56,29,5,2020
30/5/2020,367.37,30,5,2020
31/5/2020,53.07,31,5,2020
1/6/2020,303.56,1,6,2020
2/6/2020,662.65,2,6,2020
3/6/2020,721.13,3,6,2020
4/6/2020,678.59,4,6,2020
5/6/2020,636.81,5,6,2020
6/6/2020,148.27,6,6,2020
7/6/2020,378.20,7,6,2020
8/6/2020,950.85,8,6,2020
9/6/2020,944.40,9,6,2020
10/6/2020,882.84,10,6,2020
11/6/2020,665.09,11,6,2020
12/6/2020,566.72,12,6,2020
13/6/2020,496.60,13,6,2020
14/6/2020,477.81,14,6,2020
15/6/2020,868.25,15,6,2020
16/6/2020,988.77,16,6,2020
17/6/2020,876.06,17,6,2020
18/6/2020,864.64,18,6,2020
19/6/2020,793.12,19,6,2020
20/6/2020,592.77,20,6,2020
21/6/2020,570.33,21,6,2020
22/6/2020,733.72,22,6,2020
23/6/2020,843.82,23,6,2020
24/6/2020,942.51,24,6,2020
25/6/2020,942.84,25,6,2020
26/6/2020,903.55,26,6,2020
27/6/2020,721.28,27,6,2020
28/6/2020,473.20,28,6,2020
29/6/2020,810.98,29,6,2020
30/6/2020,601.88,30,6,2020
1/7/2020,897.95,1,7,2020
2/7/2020,1002.96,2,7,2020
3/7/2020,980.46,3,7,2020
4/7/2020,473.71,4,7,2020
5/7/2020,256.99,5,7,2020
6/7/2020,721.84,6,7,2020
7/7/2020,887.07,7,7,2020
8/7/2020,1152.68,8,7,2020
9/7/2020,1146.63,9,7,2020
10/7/2020,1028.54,10,7,2020
11/7/2020,788.36,11,7,2020
12/7/2020,671.39,12,7,2020
13/7/2020,961.36,13,7,2020
14/7/2020,1007.89,14,7,2020
15/7/2020,1140.96,15,7,2020
16/7/2020,1144.37,16,7,2020
17/7/2020,1063.14,17,7,2020
18/7/2020,807.22,18,7,2020
19/7/2020,719.30,19,7,2020
20/7/2020,924.74,20,7,2020
21/7/2020,914.40,21,7,2020
22/7/2020,962.47,22,7,2020
23/7/2020,946.76,23,7,2020
24/7/2020,851.82,24,7,2020
25/7/2020,731.92,25,7,2020
26/7/2020,360.39,26,7,2020
27/7/2020,854.48,27,7,2020
28/7/2020,765.27,28,7,2020
29/7/2020,848.96,29,7,2020
30/7/2020,928.64,30,7,2020
31/7/2020,1001.84,31,7,2020
1/8/2020,713.36,1,8,2020
2/8/2020,747.76,2,8,2020
3/8/2020,1024.03,3,8,2020
4/8/2020,951.50,4,8,2020
5/8/2020,804.08,5,8,2020
6/8/2020,888.65,6,8,2020
7/8/2020,881.88,7,8,2020
8/8/2020,818.65,8,8,2020
9/8/2020,739.54,9,8,2020
10/8/2020,939.44,10,8,2020
11/8/2020,914.80,11,8,2020
12/8/2020,923.26,12,8,2020
13/8/2020,1019.35,13,8,2020
14/8/2020,1085.19,14,8,2020
15/8/2020,788.60,15,8,2020
16/8/2020,716.06,16,8,2020
17/8/2020,1046.85,17,8,2020
18/8/2020,1080.44,18,8,2020
19/8/2020,1038.54,19,8,2020
20/8/2020,947.47,20,8,2020
21/8/2020,817.56,21,8,2020
22/8/2020,640.87,22,8,2020
23/8/2020,354.03,23,8,2020
24/8/2020,1023.55,24,8,2020
25/8/2020,1000.79,25,8,2020
26/8/2020,678.01,26,8,2020
27/8/2020,1207.57,27,8,2020
28/8/2020,1089.29,28,8,2020
29/8/2020,941.81,29,8,2020
30/8/2020,879.84,30,8,2020
31/8/2020,1325.47,31,8,2020
1/9/2020,1430.79,1,9,2020
2/9/2020,1376.28,2,9,2020
3/9/2020,1119.20,3,9,2020
4/9/2020,1032.05,4,9,2020
5/9/2020,848.05,5,9,2020
6/9/2020,895.30,6,9,2020
7/9/2020,1213.16,7,9,2020
8/9/2020,1056.29,8,9,2020
9/9/2020,1131.32,9,9,2020
10/9/2020,1273.72,10,9,2020
11/9/2020,1204.94,11,9,2020
12/9/2020,917.23,12,9,2020
13/9/2020,758.64,13,9,2020
14/9/2020,1345.15,14,9,2020
15/9/2020,1612.49,15,9,2020
16/9/2020,1441.63,16,9,2020
17/9/2020,1404.55,17,9,2020
18/9/2020,1244.51,18,9,2020
19/9/2020,995.05,19,9,2020
20/9/2020,953.81,20,9,2020
21/9/2020,1561.77,21,9,2020
22/9/2020,1598.09,22,9,2020
23/9/2020,1354.26,23,9,2020
24/9/2020,1145.81,24,9,2020
25/9/2020,1160.04,25,9,2020
26/9/2020,922.00,26,9,2020
27/9/2020,775.80,27,9,2020
28/9/2020,1388.79,28,9,2020
29/9/2020,1481.18,29,9,2020
30/9/2020,1389.10,30,9,2020
1/10/2020,1243.51,1,10,2020
2/10/2020,982.23,2,10,2020
3/10/2020,617.80,3,10,2020
4/10/2020,349.17,4,10,2020
5/10/2020,959.66,5,10,2020
6/10/2020,1014.59,6,10,2020
7/10/2020,1030.09,7,10,2020
8/10/2020,936.69,8,10,2020
9/10/2020,1159.44,9,10,2020
10/10/2020,899.85,10,10,2020
11/10/2020,843.12,11,10,2020
12/10/2020,1388.24,12,10,2020
13/10/2020,1293.88,13,10,2020
14/10/2020,1087.36,14,10,2020
15/10/2020,1239.23,15,10,2020
16/10/2020,1306.56,16,10,2020
17/10/2020,1079.74,17,10,2020
18/10/2020,765.69,18,10,2020
19/10/2020,1204.32,19,10,2020
20/10/2020,1046.54,20,10,2020
21/10/2020,1019.06,21,10,2020
22/10/2020,872.25,22,10,2020
23/10/2020,1176.74,23,10,2020
24/10/2020,787.32,24,10,2020
25/10/2020,611.81,25,10,2020
26/10/2020,1108.97,26,10,2020
27/10/2020,1008.74,27,10,2020
28/10/2020,872.00,28,10,2020
29/10/2020,1054.86,29,10,2020
30/10/2020,930.04,30,10,2020
31/10/2020,807.21,31,10,2020
1/11/2020,446.56,1,11,2020
2/11/2020,769.48,2,11,2020
3/11/2020,951.71,3,11,2020
4/11/2020,1066.49,4,11,2020
5/11/2020,1064.26,5,11,2020
6/11/2020,1073.18,6,11,2020
7/11/2020,911.64,7,11,2020
8/11/2020,887.07,8,11,2020
9/11/2020,1192.34,9,11,2020
10/11/2020,1258.13,10,11,2020
11/11/2020,1180.71,11,11,2020
12/11/2020,1032.11,12,11,2020
13/11/2020,1101.10,13,11,2020
14/11/2020,924.58,14,11,2020
15/11/2020,633.47,15,11,2020
16/11/2020,1155.97,16,11,2020
17/11/2020,1033.25,17,11,2020
18/11/2020,1187.91,18,11,2020
19/11/2020,1136.05,19,11,2020
20/11/2020,1234.04,20,11,2020
21/11/2020,1047.42,21,11,2020
22/11/2020,946.64,22,11,2020
23/11/2020,1287.23,23,11,2020
24/11/2020,1301.73,24,11,2020
25/11/2020,1231.22,25,11,2020
26/11/2020,1439.44,26,11,2020
27/11/2020,1646.46,27,11,2020
28/11/2020,1167.53,28,11,2020
29/11/2020,1216.10,29,11,2020
30/11/2020,1490.81,30,11,2020
1/12/2020,1585.31,1,12,2020
2/12/2020,1858.23,2,12,2020
3/12/2020,1997.90,3,12,2020
4/12/2020,1677.56,4,12,2020
5/12/2020,1279.90,5,12,2020
6/12/2020,1134.61,6,12,2020
7/12/2020,1440.62,7,12,2020
8/12/2020,1777.85,8,12,2020
9/12/2020,2115.61,9,12,2020
10/12/2020,1969.61,10,12,2020
11/12/2020,1456.39,11,12,2020
12/12/2020,1187.23,12,12,2020
13/12/2020,1133.84,13,12,2020
14/12/2020,1298.68,14,12,2020
15/12/2020,1533.88,15,12,2020
16/12/2020,1682.64,16,12,2020
17/12/2020,1620.49,17,12,2020
18/12/2020,1643.99,18,12,2020
19/12/2020,1126.90,19,12,2020
20/12/2020,1107.53,20,12,2020
21/12/2020,1533.95,21,12,2020
22/12/2020,1270.60,22,12,2020
23/12/2020,1167.31,23,12,2020
24/12/2020,759.28,24,12,2020
25/12/2020,863.61,25,12,2020
26/12/2020,756.83,26,12,2020
27/12/2020,576.48,27,12,2020
28/12/2020,969.26,28,12,2020
29/12/2020,1144.87,29,12,2020
30/12/2020,1148.16,30,12,2020
31/12/2020,1187.06,31,12,2020
1/1/2021,1072.24,1,1,2021
2/1/2021,1344.17,2,1,2021
3/1/2021,1068.05,3,1,2021
4/1/2021,1292.30,4,1,2021
5/1/2021,1386.58,5,1,2021
6/1/2021,1370.72,6,1,2021
7/1/2021,1794.95,7,1,2021
8/1/2021,1954.27,8,1,2021
9/1/2021,1542.21,9,1,2021
10/1/2021,1281.38,10,1,2021
11/1/2021,1348.23,11,1,2021
12/1/2021,1445.10,12,1,2021
13/1/2021,1462.80,13,1,2021
14/1/2021,1886.43,14,1,2021
15/1/2021,2067.55,15,1,2021
16/1/2021,1422.01,16,1,2021
17/1/2021,1385.26,17,1,2021
18/1/2021,1753.84,18,1,2021
19/1/2021,1718.45,19,1,2021
20/1/2021,1525.88,20,1,2021
21/1/2021,1455.57,21,1,2021
22/1/2021,1379.45,22,1,2021
23/1/2021,1370.82,23,1,2021
24/1/2021,1244.04,24,1,2021
25/1/2021,1662.42,25,1,2021
