date,daily_average,day,month number,year
19/2/2024,1706.18,19,2,2024
20/2/2024,1681.82,20,2,2024
21/2/2024,1548.49,21,2,2024
22/2/2024,1463.08,22,2,2024
23/2/2024,1608.46,23,2,2024
24/2/2024,1449.98,24,2,2024
25/2/2024,1545.61,25,2,2024
26/2/2024,1690.37,26,2,2024
27/2/2024,1879.20,27,2,2024
28/2/2024,1872.31,28,2,2024
29/2/2024,1683.66,29,2,2024
1/3/2024,1791.00,1,3,2024
2/3/2024,1632.81,2,3,2024
3/3/2024,1543.43,3,3,2024
4/3/2024,1896.57,4,3,2024
5/3/2024,1913.89,5,3,2024
6/3/2024,2091.09,6,3,2024
7/3/2024,1970.82,7,3,2024
8/3/2024,1883.52,8,3,2024
9/3/2024,1231.31,9,3,2024
10/3/2024,932.78,10,3,2024
11/3/2024,1815.92,11,3,2024
12/3/2024,2165.89,12,3,2024
13/3/2024,1896.69,13,3,2024
14/3/2024,1765.94,14,3,2024
15/3/2024,1490.08,15,3,2024
16/3/2024,1407.20,16,3,2024
17/3/2024,1523.51,17,3,2024
18/3/2024,2076.87,18,3,2024
19/3/2024,2077.48,19,3,2024
20/3/2024,2207.65,20,3,2024
21/3/2024,2032.07,21,3,2024
22/3/2024,1736.28,22,3,2024
23/3/2024,1038.85,23,3,2024
24/3/2024,748.46,24,3,2024
25/3/2024,2143.18,25,3,2024
26/3/2024,1674.32,26,3,2024
27/3/2024,1822.76,27,3,2024
28/3/2024,1340.74,28,3,2024
29/3/2024,949.14,29,3,2024
30/3/2024,1289.39,30,3,2024
31/3/2024,1045.10,31,3,2024
1/4/2024,813.86,1,4,2024
2/4/2024,849.31,2,4,2024
3/4/2024,2135.60,3,4,2024
4/4/2024,1660.47,4,4,2024
5/4/2024,1330.40,5,4,2024
6/4/2024,957.92,6,4,2024
7/4/2024,525.62,7,4,2024
8/4/2024,1866.79,8,4,2024
9/4/2024,1506.72,9,4,2024
10/4/2024,1738.73,10,4,2024
11/4/2024,1485.67,11,4,2024
12/4/2024,1517.25,12,4,2024
13/4/2024,448.77,13,4,2024
14/4/2024,407.30,14,4,2024
15/4/2024,2031.90,15,4,2024
16/4/2024,1686.99,16,4,2024
17/4/2024,2350.93,17,4,2024
18/4/2024,2403.09,18,4,2024
19/4/2024,1747.06,19,4,2024
20/4/2024,1513.54,20,4,2024
21/4/2024,1379.21,21,4,2024
22/4/2024,2488.67,22,4,2024
23/4/2024,2533.91,23,4,2024
24/4/2024,2461.30,24,4,2024
25/4/2024,2295.79,25,4,2024
26/4/2024,2174.25,26,4,2024
27/4/2024,1553.29,27,4,2024
28/4/2024,332.03,28,4,2024
29/4/2024,1980.35,29,4,2024
30/4/2024,1677.04,30,4,2024
1/5/2024,154.00,1,5,2024
2/5/2024,967.00,2,5,2024
3/5/2024,1984.90,3,5,2024
4/5/2024,1827.62,4,5,2024
5/5/2024,1337.56,5,5,2024
6/5/2024,2219.58,6,5,2024
7/5/2024,2321.54,7,5,2024
8/5/2024,2251.79,8,5,2024
9/5/2024,1543.89,9,5,2024
10/5/2024,1869.44,10,5,2024
11/5/2024,1353.84,11,5,2024
12/5/2024,155.74,12,5,2024
13/5/2024,1210.88,13,5,2024
14/5/2024,983.90,14,5,2024
15/5/2024,1314.92,15,5,2024
16/5/2024,1458.79,16,5,2024
17/5/2024,2067.76,17,5,2024
18/5/2024,1396.46,18,5,2024
19/5/2024,1274.92,19,5,2024
20/5/2024,1746.21,20,5,2024
21/5/2024,2072.12,21,5,2024
22/5/2024,2152.55,22,5,2024
23/5/2024,2303.96,23,5,2024
24/5/2024,2462.05,24,5,2024
25/5/2024,1767.81,25,5,2024
26/5/2024,1447.23,26,5,2024
27/5/2024,2519.22,27,5,2024
28/5/2024,2241.10,28,5,2024
29/5/2024,2027.13,29,5,2024
30/5/2024,2381.43,30,5,2024
31/5/2024,2239.21,31,5,2024
1/6/2024,1496.19,1,6,2024
2/6/2024,670.86,2,6,2024
3/6/2024,2889.89,3,6,2024
4/6/2024,2663.38,4,6,2024
5/6/2024,2205.62,5,6,2024
6/6/2024,2160.58,6,6,2024
7/6/2024,2040.33,7,6,2024
8/6/2024,1177.48,8,6,2024
9/6/2024,701.68,9,6,2024
10/6/2024,2348.04,10,6,2024
11/6/2024,1844.26,11,6,2024
12/6/2024,2286.87,12,6,2024
13/6/2024,2397.93,13,6,2024
14/6/2024,1883.31,14,6,2024
15/6/2024,225.43,15,6,2024
16/6/2024,570.44,16,6,2024
17/6/2024,2390.84,17,6,2024
18/6/2024,2424.18,18,6,2024
19/6/2024,2276.10,19,6,2024
20/6/2024,2438.79,20,6,2024
21/6/2024,2278.26,21,6,2024
22/6/2024,1285.18,22,6,2024
23/6/2024,1194.17,23,6,2024
24/6/2024,2474.81,24,6,2024
25/6/2024,2361.62,25,6,2024
26/6/2024,2706.43,26,6,2024
27/6/2024,2506.06,27,6,2024
28/6/2024,1985.56,28,6,2024
29/6/2024,1705.11,29,6,2024
30/6/2024,1070.98,30,6,2024
1/7/2024,2622.73,1,7,2024
2/7/2024,2144.51,2,7,2024
3/7/2024,2357.78,3,7,2024
4/7/2024,1382.60,4,7,2024
5/7/2024,915.18,5,7,2024
6/7/2024,112.56,6,7,2024
7/7/2024,553.76,7,7,2024
8/7/2024,2343.65,8,7,2024
9/7/2024,2140.24,9,7,2024
10/7/2024,2221.99,10,7,2024
11/7/2024,2536.37,11,7,2024
12/7/2024,2050.08,12,7,2024
13/7/2024,344.71,13,7,2024
14/7/2024,353.37,14,7,2024
15/7/2024,2086.35,15,7,2024
16/7/2024,1632.61,16,7,2024
17/7/2024,1887.50,17,7,2024
18/7/2024,2032.81,18,7,2024
19/7/2024,1893.12,19,7,2024
20/7/2024,1477.59,20,7,2024
21/7/2024,1214.06,21,7,2024
22/7/2024,2476.23,22,7,2024
23/7/2024,2220.00,23,7,2024
24/7/2024,1890.18,24,7,2024
25/7/2024,2338.12,25,7,2024
26/7/2024,2384.38,26,7,2024
27/7/2024,2065.84,27,7,2024
28/7/2024,1204.75,28,7,2024
29/7/2024,1849.44,29,7,2024
30/7/2024,2012.48,30,7,2024
31/7/2024,2076.77,31,7,2024
1/8/2024,2476.41,1,8,2024
2/8/2024,2401.67,2,8,2024
3/8/2024,1875.86,3,8,2024
4/8/2024,1532.54,4,8,2024
5/8/2024,2768.18,5,8,2024
6/8/2024,2273.60,6,8,2024
7/8/2024,2533.02,7,8,2024
8/8/2024,2542.80,8,8,2024
9/8/2024,1738.53,9,8,2024
10/8/2024,1341.72,10,8,2024
11/8/2024,1397.66,11,8,2024
12/8/2024,2369.13,12,8,2024
13/8/2024,2586.86,13,8,2024
14/8/2024,2748.39,14,8,2024
15/8/2024,2230.15,15,8,2024
16/8/2024,2828.41,16,8,2024
17/8/2024,2387.40,17,8,2024
18/8/2024,2082.98,18,8,2024
19/8/2024,2734.37,19,8,2024
20/8/2024,2485.13,20,8,2024
21/8/2024,1968.28,21,8,2024
22/8/2024,1992.84,22,8,2024
23/8/2024,1677.92,23,8,2024
24/8/2024,1692.53,24,8,2024
25/8/2024,640.36,25,8,2024
26/8/2024,2471.45,26,8,2024
27/8/2024,2297.92,27,8,2024
28/8/2024,2865.77,28,8,2024
29/8/2024,3177.82,29,8,2024
30/8/2024,3046.43,30,8,2024
31/8/2024,2176.71,31,8,2024
1/9/2024,1746.12,1,9,2024
2/9/2024,3217.40,2,9,2024
3/9/2024,3675.66,3,9,2024
4/9/2024,3062.34,4,9,2024
5/9/2024,2054.41,5,9,2024
6/9/2024,2269.96,6,9,2024
7/9/2024,1992.34,7,9,2024
8/9/2024,1771.03,8,9,2024
9/9/2024,2527.30,9,9,2024
10/9/2024,1994.59,10,9,2024
11/9/2024,1957.82,11,9,2024
12/9/2024,2820.31,12,9,2024
13/9/2024,2349.04,13,9,2024
14/9/2024,1425.68,14,9,2024
