REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2024/09/12 03:00:00,6257.98,64.25,TRADE
NSW1,2024/09/12 03:05:00,6236.61,57,TRADE
NSW1,2024/09/12 03:10:00,6362.37,70,TRADE
NSW1,2024/09/12 03:15:00,6356.25,69.90,TRADE
NSW1,2024/09/12 03:20:00,6316.27,65,TRADE
NSW1,2024/09/12 03:25:00,6302.55,68.23,TRADE
NSW1,2024/09/12 03:30:00,6282.34,65,TRADE
NSW1,2024/09/12 03:35:00,6254.04,64.71,TRADE
NSW1,2024/09/12 03:40:00,6266.42,65,TRADE
NSW1,2024/09/12 03:45:00,6261.1,65,TRADE
NSW1,2024/09/12 03:50:00,6255.15,62.63,TRADE
NSW1,2024/09/12 03:55:00,6204.86,57,TRADE
NSW1,2024/09/12 04:00:00,6225.16,57,TRADE
NSW1,2024/09/12 04:05:00,6213.08,57,TRADE
NSW1,2024/09/12 04:10:00,6250.76,61.47,TRADE
NSW1,2024/09/12 04:15:00,6286.44,65,TRADE
NSW1,2024/09/12 04:20:00,6302.37,70,TRADE
NSW1,2024/09/12 04:25:00,6355.01,70,TRADE
NSW1,2024/09/12 04:30:00,6320.43,70,TRADE
NSW1,2024/09/12 04:35:00,6364.69,57,TRADE
NSW1,2024/09/12 04:40:00,6444.59,69.05,TRADE
NSW1,2024/09/12 04:45:00,6395.27,65,TRADE
NSW1,2024/09/12 04:50:00,6401.27,61.47,TRADE
NSW1,2024/09/12 04:55:00,6436.8,65,TRADE
NSW1,2024/09/12 05:00:00,6437.92,65,TRADE
NSW1,2024/09/12 05:05:00,6466.87,58.48,TRADE
NSW1,2024/09/12 05:10:00,6526.21,65.83,TRADE
NSW1,2024/09/12 05:15:00,6530.21,70,TRADE
NSW1,2024/09/12 05:20:00,6609.08,70,TRADE
NSW1,2024/09/12 05:25:00,6601.94,70,TRADE
NSW1,2024/09/12 05:30:00,6685.25,70,TRADE
NSW1,2024/09/12 05:35:00,6671.03,57,TRADE
NSW1,2024/09/12 05:40:00,6783.09,57,TRADE
NSW1,2024/09/12 05:45:00,6829.08,57,TRADE
NSW1,2024/09/12 05:50:00,6881.23,57,TRADE
NSW1,2024/09/12 05:55:00,6880.24,56.98,TRADE
NSW1,2024/09/12 06:00:00,6963.68,70,TRADE
NSW1,2024/09/12 06:05:00,7090.43,70,TRADE
NSW1,2024/09/12 06:10:00,7204.88,76.72,TRADE
NSW1,2024/09/12 06:15:00,7206.85,76.93,TRADE
NSW1,2024/09/12 06:20:00,7281.25,76.94,TRADE
NSW1,2024/09/12 06:25:00,7337.11,76,TRADE
NSW1,2024/09/12 06:30:00,7400.84,76.72,TRADE
NSW1,2024/09/12 06:35:00,7474.53,70,TRADE
NSW1,2024/09/12 06:40:00,7435.78,70,TRADE
NSW1,2024/09/12 06:45:00,7500.62,91.40,TRADE
NSW1,2024/09/12 06:50:00,7582.4,100.01,TRADE
NSW1,2024/09/12 06:55:00,7611.11,105.74,TRADE
NSW1,2024/09/12 07:00:00,7618.88,105.74,TRADE
NSW1,2024/09/12 07:05:00,7594.87,100.68,TRADE
NSW1,2024/09/12 07:10:00,7581.82,100.01,TRADE
NSW1,2024/09/12 07:15:00,7671.25,123.75,TRADE
NSW1,2024/09/12 07:20:00,7781.65,136.14,TRADE
NSW1,2024/09/12 07:25:00,7741.8,112.58,TRADE
NSW1,2024/09/12 07:30:00,7819.15,100.01,TRADE
NSW1,2024/09/12 07:35:00,7777.35,102.50,TRADE
NSW1,2024/09/12 07:40:00,7927.09,130.90,TRADE
NSW1,2024/09/12 07:45:00,7820.09,96.74,TRADE
NSW1,2024/09/12 07:50:00,7857.12,115.14,TRADE
NSW1,2024/09/12 07:55:00,7803.72,103.34,TRADE
NSW1,2024/09/12 08:00:00,7714.29,103.25,TRADE
NSW1,2024/09/12 08:05:00,7670.82,81.68,TRADE
NSW1,2024/09/12 08:10:00,7639.84,78.44,TRADE
NSW1,2024/09/12 08:15:00,7684.91,73.67,TRADE
NSW1,2024/09/12 08:20:00,7627.38,78.69,TRADE
NSW1,2024/09/12 08:25:00,7572.11,79.07,TRADE
NSW1,2024/09/12 08:30:00,7502.91,78.36,TRADE
NSW1,2024/09/12 08:35:00,7511.73,75.80,TRADE
NSW1,2024/09/12 08:40:00,7538.13,69.12,TRADE
NSW1,2024/09/12 08:45:00,7492.91,62.08,TRADE
NSW1,2024/09/12 08:50:00,7349.22,56.89,TRADE
NSW1,2024/09/12 08:55:00,7249.59,51.76,TRADE
NSW1,2024/09/12 09:00:00,7108.76,56.89,TRADE
NSW1,2024/09/12 09:05:00,6989.76,56.98,TRADE
NSW1,2024/09/12 09:10:00,6899.15,39.66,TRADE
NSW1,2024/09/12 09:15:00,6770.6,56.89,TRADE
NSW1,2024/09/12 09:20:00,6687.93,57,TRADE
NSW1,2024/09/12 09:25:00,6685.22,65,TRADE
NSW1,2024/09/12 09:30:00,6689.4,61.86,TRADE
NSW1,2024/09/12 09:35:00,6721.22,78.16,TRADE
NSW1,2024/09/12 09:40:00,6723.61,370.01,TRADE
NSW1,2024/09/12 09:45:00,6678.9,206.65,TRADE
NSW1,2024/09/12 09:50:00,6713.81,254.58,TRADE
NSW1,2024/09/12 09:55:00,6791.6,105.74,TRADE
NSW1,2024/09/12 10:00:00,6814.86,266.59,TRADE
NSW1,2024/09/12 10:05:00,6815.11,-23,TRADE
NSW1,2024/09/12 10:10:00,6806.54,-23,TRADE
NSW1,2024/09/12 10:15:00,6891.91,102.55,TRADE
NSW1,2024/09/12 10:20:00,6841.7,78,TRADE
NSW1,2024/09/12 10:25:00,6841.17,174.26,TRADE
NSW1,2024/09/12 10:30:00,6787.4,27.50,TRADE
NSW1,2024/09/12 10:35:00,6703.81,104.63,TRADE
NSW1,2024/09/12 10:40:00,6671.87,105.74,TRADE
NSW1,2024/09/12 10:45:00,6602.86,89.88,TRADE
NSW1,2024/09/12 10:50:00,6558.71,87.89,TRADE
NSW1,2024/09/12 10:55:00,6443.81,57,TRADE
NSW1,2024/09/12 11:00:00,6512.72,40.73,TRADE
NSW1,2024/09/12 11:05:00,6527.28,56.89,TRADE
NSW1,2024/09/12 11:10:00,6469.23,56.89,TRADE
NSW1,2024/09/12 11:15:00,6500.51,78.59,TRADE
NSW1,2024/09/12 11:20:00,6557.92,56.98,TRADE
NSW1,2024/09/12 11:25:00,6515.58,56.98,TRADE
NSW1,2024/09/12 11:30:00,6523.06,56.98,TRADE
NSW1,2024/09/12 11:35:00,6675.31,72.61,TRADE
NSW1,2024/09/12 11:40:00,6809.9,75.80,TRADE
NSW1,2024/09/12 11:45:00,6722.12,57,TRADE
NSW1,2024/09/12 11:50:00,6664.67,37,TRADE
NSW1,2024/09/12 11:55:00,6759.68,56.98,TRADE
NSW1,2024/09/12 12:00:00,6773.25,56.98,TRADE
NSW1,2024/09/12 12:05:00,6744.8,142.83,TRADE
NSW1,2024/09/12 12:10:00,6722.91,56.98,TRADE
NSW1,2024/09/12 12:15:00,6639.18,85.22,TRADE
NSW1,2024/09/12 12:20:00,6595.15,52,TRADE
NSW1,2024/09/12 12:25:00,6593.69,57,TRADE
NSW1,2024/09/12 12:30:00,6595.43,79.10,TRADE
NSW1,2024/09/12 12:35:00,6490.34,65,TRADE
NSW1,2024/09/12 12:40:00,6528.22,56.89,TRADE
NSW1,2024/09/12 12:45:00,6496.52,56.98,TRADE
NSW1,2024/09/12 12:50:00,6492.25,56.98,TRADE
NSW1,2024/09/12 12:55:00,6498.08,57,TRADE
NSW1,2024/09/12 13:00:00,6483.1,52.09,TRADE
NSW1,2024/09/12 13:05:00,6401.85,37,TRADE
NSW1,2024/09/12 13:10:00,6329.65,45,TRADE
NSW1,2024/09/12 13:15:00,6390.58,56.89,TRADE
NSW1,2024/09/12 13:20:00,6346.17,57,TRADE
NSW1,2024/09/12 13:25:00,6361.89,62.53,TRADE
NSW1,2024/09/12 13:30:00,6295.6,58.81,TRADE
NSW1,2024/09/12 13:35:00,6285.16,56.89,TRADE
NSW1,2024/09/12 13:40:00,6293.17,76.72,TRADE
NSW1,2024/09/12 13:45:00,6321.6,45,TRADE
NSW1,2024/09/12 13:50:00,6314.82,57,TRADE
NSW1,2024/09/12 13:55:00,6361.86,57,TRADE
NSW1,2024/09/12 14:00:00,6296.91,59.88,TRADE
NSW1,2024/09/12 14:05:00,6378.72,58.04,TRADE
NSW1,2024/09/12 14:10:00,6433.03,56.89,TRADE
NSW1,2024/09/12 14:15:00,6527.91,138.69,TRADE
NSW1,2024/09/12 14:20:00,6560.25,185.12,TRADE
NSW1,2024/09/12 14:25:00,6610.18,87.89,TRADE
NSW1,2024/09/12 14:30:00,6420.95,45.46,TRADE
NSW1,2024/09/12 14:35:00,6504.07,-34.70,TRADE
NSW1,2024/09/12 14:40:00,6683.54,45.20,TRADE
NSW1,2024/09/12 14:45:00,6672.07,56.89,TRADE
NSW1,2024/09/12 14:50:00,6767.45,144.92,TRADE
NSW1,2024/09/12 14:55:00,6867.97,153.51,TRADE
NSW1,2024/09/12 15:00:00,6964.11,132.57,TRADE
NSW1,2024/09/12 15:05:00,7023.58,41,TRADE
NSW1,2024/09/12 15:10:00,7026.29,-30,TRADE
NSW1,2024/09/12 15:15:00,7098.53,54.19,TRADE
NSW1,2024/09/12 15:20:00,7146.18,56.89,TRADE
NSW1,2024/09/12 15:25:00,7223.07,76.36,TRADE
NSW1,2024/09/12 15:30:00,7293.7,45,TRADE
NSW1,2024/09/12 15:35:00,7307.88,-44.99,TRADE
NSW1,2024/09/12 15:40:00,7457.02,-35,TRADE
NSW1,2024/09/12 15:45:00,7509.4,-44.99,TRADE
NSW1,2024/09/12 15:50:00,7617.53,-32.96,TRADE
NSW1,2024/09/12 15:55:00,7710.43,0,TRADE
NSW1,2024/09/12 16:00:00,7680.38,-27.01,TRADE
NSW1,2024/09/12 16:05:00,7698.34,0,TRADE
NSW1,2024/09/12 16:10:00,7861.8,-16.53,TRADE
NSW1,2024/09/12 16:15:00,7890.92,75.90,TRADE
NSW1,2024/09/12 16:20:00,7907.09,-42.20,TRADE
NSW1,2024/09/12 16:25:00,7971.09,-44.99,TRADE
NSW1,2024/09/12 16:30:00,8086.33,0,TRADE
NSW1,2024/09/12 16:35:00,8095.79,88.19,TRADE
NSW1,2024/09/12 16:40:00,8041.51,45,TRADE
NSW1,2024/09/12 16:45:00,8247.04,83.28,TRADE
NSW1,2024/09/12 16:50:00,8410.56,100.01,TRADE
NSW1,2024/09/12 16:55:00,8445.43,102.64,TRADE
NSW1,2024/09/12 17:00:00,8532.07,100.01,TRADE
NSW1,2024/09/12 17:05:00,8538.54,100.01,TRADE
NSW1,2024/09/12 17:10:00,8614.94,122.36,TRADE
NSW1,2024/09/12 17:15:00,8640.38,130,TRADE
NSW1,2024/09/12 17:20:00,8714.21,130,TRADE
NSW1,2024/09/12 17:25:00,8815.89,100.01,TRADE
NSW1,2024/09/12 17:30:00,8944,152.59,TRADE
NSW1,2024/09/12 17:35:00,8996.72,118.08,TRADE
NSW1,2024/09/12 17:40:00,8996.84,126.35,TRADE
NSW1,2024/09/12 17:45:00,9055.24,127.49,TRADE
NSW1,2024/09/12 17:50:00,9123.6,124.67,TRADE
NSW1,2024/09/12 17:55:00,9194.15,131.17,TRADE
NSW1,2024/09/12 18:00:00,9344.36,148.95,TRADE
NSW1,2024/09/12 18:05:00,9266.84,125.18,TRADE
NSW1,2024/09/12 18:10:00,9265.37,131.06,TRADE
NSW1,2024/09/12 18:15:00,9251.39,127.52,TRADE
NSW1,2024/09/12 18:20:00,9345.75,130,TRADE
NSW1,2024/09/12 18:25:00,9368.05,130,TRADE
NSW1,2024/09/12 18:30:00,9335.84,130,TRADE
NSW1,2024/09/12 18:35:00,9239.94,139.73,TRADE
NSW1,2024/09/12 18:40:00,9322.15,130,TRADE
NSW1,2024/09/12 18:45:00,9287.93,130,TRADE
NSW1,2024/09/12 18:50:00,9258.98,135.89,TRADE
NSW1,2024/09/12 18:55:00,9303.39,135.89,TRADE
NSW1,2024/09/12 19:00:00,9223.77,130,TRADE
NSW1,2024/09/12 19:05:00,9179.88,107.11,TRADE
NSW1,2024/09/12 19:10:00,9072.58,121.73,TRADE
NSW1,2024/09/12 19:15:00,9007.2,105.33,TRADE
NSW1,2024/09/12 19:20:00,9007.16,121.86,TRADE
NSW1,2024/09/12 19:25:00,8998.17,119.49,TRADE
NSW1,2024/09/12 19:30:00,8970.56,105.68,TRADE
NSW1,2024/09/12 19:35:00,8898.4,122.94,TRADE
NSW1,2024/09/12 19:40:00,8855.31,106.97,TRADE
NSW1,2024/09/12 19:45:00,8951.93,112.54,TRADE
NSW1,2024/09/12 19:50:00,8906.8,119.64,TRADE
NSW1,2024/09/12 19:55:00,8873.38,110.25,TRADE
NSW1,2024/09/12 20:00:00,8801.5,107.31,TRADE
NSW1,2024/09/12 20:05:00,8810.83,109.38,TRADE
NSW1,2024/09/12 20:10:00,8785.39,103.19,TRADE
NSW1,2024/09/12 20:15:00,8763.04,103.06,TRADE
NSW1,2024/09/12 20:20:00,8728.22,100.01,TRADE
NSW1,2024/09/12 20:25:00,8667.01,100.01,TRADE
NSW1,2024/09/12 20:30:00,8664.38,100.01,TRADE
NSW1,2024/09/12 20:35:00,8614.71,100.01,TRADE
NSW1,2024/09/12 20:40:00,8642.03,106.05,TRADE
NSW1,2024/09/12 20:45:00,8602.28,102.34,TRADE
NSW1,2024/09/12 20:50:00,8549.55,100.01,TRADE
NSW1,2024/09/12 20:55:00,8482.58,98.73,TRADE
NSW1,2024/09/12 21:00:00,8463.02,94.29,TRADE
NSW1,2024/09/12 21:05:00,8437.87,112.56,TRADE
NSW1,2024/09/12 21:10:00,8379.73,105.93,TRADE
NSW1,2024/09/12 21:15:00,8205.02,94.11,TRADE
NSW1,2024/09/12 21:20:00,8169.68,106.96,TRADE
NSW1,2024/09/12 21:25:00,8169.95,107.77,TRADE
NSW1,2024/09/12 21:30:00,8113.56,94.11,TRADE
NSW1,2024/09/12 21:35:00,8162.32,120.89,TRADE
NSW1,2024/09/12 21:40:00,8097.87,118.77,TRADE
NSW1,2024/09/12 21:45:00,8077.74,110.64,TRADE
NSW1,2024/09/12 21:50:00,8048.28,107.27,TRADE
NSW1,2024/09/12 21:55:00,7988.35,88.89,TRADE
NSW1,2024/09/12 22:00:00,7985.86,82.14,TRADE
NSW1,2024/09/12 22:05:00,7836.43,120.08,TRADE
NSW1,2024/09/12 22:10:00,7931.09,159.12,TRADE
NSW1,2024/09/12 22:15:00,7973.58,120.89,TRADE
NSW1,2024/09/12 22:20:00,7957.44,150.29,TRADE
NSW1,2024/09/12 22:25:00,7859.03,83.13,TRADE
NSW1,2024/09/12 22:30:00,7874.37,108.67,TRADE
NSW1,2024/09/12 22:35:00,7850.36,120.89,TRADE
NSW1,2024/09/12 22:40:00,7845.47,129.13,TRADE
NSW1,2024/09/12 22:45:00,7824.77,84.13,TRADE
NSW1,2024/09/12 22:50:00,7715.99,82.09,TRADE
NSW1,2024/09/12 22:55:00,7660.4,81.51,TRADE
NSW1,2024/09/12 23:00:00,7791.08,82.28,TRADE
NSW1,2024/09/12 23:05:00,7691.38,82.26,TRADE
NSW1,2024/09/12 23:10:00,7767.44,95.74,TRADE
NSW1,2024/09/12 23:15:00,7720.08,88.89,TRADE
NSW1,2024/09/12 23:20:00,7715.75,88.89,TRADE
NSW1,2024/09/12 23:25:00,7636.55,88.89,TRADE
NSW1,2024/09/12 23:30:00,7729.74,88.89,TRADE
NSW1,2024/09/12 23:35:00,7630.71,120.24,TRADE
NSW1,2024/09/12 23:40:00,7599.75,116.07,TRADE
NSW1,2024/09/12 23:45:00,7613.39,124.11,TRADE
NSW1,2024/09/12 23:50:00,7618.79,161.40,TRADE
NSW1,2024/09/12 23:55:00,7457.12,90.89,TRADE
NSW1,2024/09/13 00:00:00,7549.85,124.15,TRADE
NSW1,2024/09/13 00:05:00,7501.3,135.89,TRADE
NSW1,2024/09/13 00:10:00,7543.55,154.27,TRADE
NSW1,2024/09/13 00:15:00,7484.46,129.66,TRADE
NSW1,2024/09/13 00:20:00,7459.26,122.02,TRADE
NSW1,2024/09/13 00:25:00,7373.23,82.80,TRADE
NSW1,2024/09/13 00:30:00,7420.17,114.66,TRADE
NSW1,2024/09/13 00:35:00,7295.51,82.84,TRADE
NSW1,2024/09/13 00:40:00,7303.24,97.12,TRADE
NSW1,2024/09/13 00:45:00,7274.36,82.19,TRADE
NSW1,2024/09/13 00:50:00,7326.47,82.89,TRADE
NSW1,2024/09/13 00:55:00,7255.49,81.53,TRADE
NSW1,2024/09/13 01:00:00,7255.16,81.60,TRADE
NSW1,2024/09/13 01:05:00,7208.74,80.26,TRADE
NSW1,2024/09/13 01:10:00,7201.01,81.56,TRADE
NSW1,2024/09/13 01:15:00,7206.88,82.94,TRADE
NSW1,2024/09/13 01:20:00,7173.8,82.35,TRADE
NSW1,2024/09/13 01:25:00,7064.75,79.93,TRADE
NSW1,2024/09/13 01:30:00,7007.37,65.76,TRADE
NSW1,2024/09/13 01:35:00,6961.1,78.99,TRADE
NSW1,2024/09/13 01:40:00,6964.47,75.69,TRADE
NSW1,2024/09/13 01:45:00,6945.01,66.41,TRADE
NSW1,2024/09/13 01:50:00,6944.97,66.30,TRADE
NSW1,2024/09/13 01:55:00,6840.87,34.86,TRADE
NSW1,2024/09/13 02:00:00,6815.93,74.75,TRADE
NSW1,2024/09/13 02:05:00,6843.61,67.96,TRADE
NSW1,2024/09/13 02:10:00,6777.6,57.77,TRADE
NSW1,2024/09/13 02:15:00,6649.59,57,TRADE
NSW1,2024/09/13 02:20:00,6619.22,57,TRADE
NSW1,2024/09/13 02:25:00,6615.81,60.48,TRADE
NSW1,2024/09/13 02:30:00,6600.12,66.90,TRADE
NSW1,2024/09/13 02:35:00,6603.25,76.72,TRADE
NSW1,2024/09/13 02:40:00,6613.64,78.29,TRADE
NSW1,2024/09/13 02:45:00,6657.3,79.73,TRADE
NSW1,2024/09/13 02:50:00,6639.81,78.47,TRADE
NSW1,2024/09/13 02:55:00,6657.48,85.61,TRADE
NSW1,2024/09/13 03:00:00,6586.64,61.56,TRADE
NSW1,2024/09/13 03:05:00,6618.87,77.81,TRADE
NSW1,2024/09/13 03:10:00,6670.13,78.89,TRADE
NSW1,2024/09/13 03:15:00,6698.83,78.32,TRADE
NSW1,2024/09/13 03:20:00,6635.37,76.72,TRADE
NSW1,2024/09/13 03:25:00,6657.98,76.93,TRADE
NSW1,2024/09/13 03:30:00,6529.85,68.67,TRADE
NSW1,2024/09/13 03:35:00,6575.58,75.80,TRADE
NSW1,2024/09/13 03:40:00,6541.88,76.72,TRADE
NSW1,2024/09/13 03:45:00,6522.57,72.51,TRADE
NSW1,2024/09/13 03:50:00,6500.03,60.78,TRADE
NSW1,2024/09/13 03:55:00,6474.12,57,TRADE
NSW1,2024/09/13 04:00:00,6450.04,57,TRADE
NSW1,2024/09/13 04:05:00,6445.25,57,TRADE
NSW1,2024/09/13 04:10:00,6587.42,68,TRADE
NSW1,2024/09/13 04:15:00,6601.67,57,TRADE
NSW1,2024/09/13 04:20:00,6598.41,57,TRADE
NSW1,2024/09/13 04:25:00,6514.37,56.98,TRADE
NSW1,2024/09/13 04:30:00,6561.68,60.93,TRADE
NSW1,2024/09/13 04:35:00,6604.91,57,TRADE
NSW1,2024/09/13 04:40:00,6592.66,57.01,TRADE
NSW1,2024/09/13 04:45:00,6630.43,57,TRADE
NSW1,2024/09/13 04:50:00,6621.95,57,TRADE
NSW1,2024/09/13 04:55:00,6640.29,63.13,TRADE
NSW1,2024/09/13 05:00:00,6622.42,61.46,TRADE
NSW1,2024/09/13 05:05:00,6618.41,57,TRADE
NSW1,2024/09/13 05:10:00,6719.27,76,TRADE
NSW1,2024/09/13 05:15:00,6806.17,85.10,TRADE
NSW1,2024/09/13 05:20:00,6860.84,80,TRADE
NSW1,2024/09/13 05:25:00,6902.8,76,TRADE
NSW1,2024/09/13 05:30:00,6896.58,79.73,TRADE
NSW1,2024/09/13 05:35:00,6979.87,92.32,TRADE
NSW1,2024/09/13 05:40:00,7003.29,96.18,TRADE
NSW1,2024/09/13 05:45:00,7069.49,97.60,TRADE
NSW1,2024/09/13 05:50:00,7114.06,97.81,TRADE
NSW1,2024/09/13 05:55:00,7177.59,91.33,TRADE
NSW1,2024/09/13 06:00:00,7203.45,82.11,TRADE
NSW1,2024/09/13 06:05:00,7299.58,82.89,TRADE
NSW1,2024/09/13 06:10:00,7423.3,76,TRADE
NSW1,2024/09/13 06:15:00,7466.76,83.63,TRADE
NSW1,2024/09/13 06:20:00,7631.96,100.01,TRADE
NSW1,2024/09/13 06:25:00,7702.75,100.01,TRADE
NSW1,2024/09/13 06:30:00,7658.2,90.78,TRADE
NSW1,2024/09/13 06:35:00,7786.36,88.52,TRADE
NSW1,2024/09/13 06:40:00,7859.41,100.01,TRADE
NSW1,2024/09/13 06:45:00,7861.78,100.01,TRADE
NSW1,2024/09/13 06:50:00,7878.67,100.01,TRADE
NSW1,2024/09/13 06:55:00,7867.38,100.01,TRADE
NSW1,2024/09/13 07:00:00,7748.28,74.70,TRADE
NSW1,2024/09/13 07:05:00,7812.31,75.87,TRADE
NSW1,2024/09/13 07:10:00,7788.06,65.41,TRADE
NSW1,2024/09/13 07:15:00,7810.24,72.88,TRADE
NSW1,2024/09/13 07:20:00,7783.9,37.38,TRADE
NSW1,2024/09/13 07:25:00,7771.56,70,TRADE
NSW1,2024/09/13 07:30:00,7759.6,52.05,TRADE
NSW1,2024/09/13 07:35:00,7705.14,56.89,TRADE
NSW1,2024/09/13 07:40:00,7685.46,70,TRADE
NSW1,2024/09/13 07:45:00,7612.79,56.89,TRADE
NSW1,2024/09/13 07:50:00,7527.34,57,TRADE
NSW1,2024/09/13 07:55:00,7525.64,69.02,TRADE
NSW1,2024/09/13 08:00:00,7382.95,8.97,TRADE
NSW1,2024/09/13 08:05:00,7395.27,9.39,TRADE
NSW1,2024/09/13 08:10:00,7319.09,56.48,TRADE
NSW1,2024/09/13 08:15:00,7275.82,70,TRADE
NSW1,2024/09/13 08:20:00,7214,56.98,TRADE
NSW1,2024/09/13 08:25:00,7140.58,56.89,TRADE
NSW1,2024/09/13 08:30:00,6988.24,28.77,TRADE
NSW1,2024/09/13 08:35:00,6901.52,37,TRADE
NSW1,2024/09/13 08:40:00,6755.11,56.89,TRADE
NSW1,2024/09/13 08:45:00,6629.79,56.89,TRADE
NSW1,2024/09/13 08:50:00,6493.27,37.38,TRADE
NSW1,2024/09/13 08:55:00,6419.12,36.70,TRADE
NSW1,2024/09/13 09:00:00,6307.72,35.88,TRADE
NSW1,2024/09/13 09:05:00,6316.25,56.98,TRADE
NSW1,2024/09/13 09:10:00,6304.19,56.98,TRADE
NSW1,2024/09/13 09:15:00,6240.8,37.72,TRADE
NSW1,2024/09/13 09:20:00,6166.07,37.59,TRADE
NSW1,2024/09/13 09:25:00,6039.48,37,TRADE
NSW1,2024/09/13 09:30:00,5963.23,35.41,TRADE
NSW1,2024/09/13 09:35:00,5892.83,48.47,TRADE
NSW1,2024/09/13 09:40:00,5876.89,37,TRADE
NSW1,2024/09/13 09:45:00,5760.94,56.89,TRADE
NSW1,2024/09/13 09:50:00,5623.26,15.07,TRADE
NSW1,2024/09/13 09:55:00,5589.34,35.88,TRADE
NSW1,2024/09/13 10:00:00,5601.29,38.63,TRADE
NSW1,2024/09/13 10:05:00,5531.19,56.89,TRADE
NSW1,2024/09/13 10:10:00,5508.19,76.72,TRADE
NSW1,2024/09/13 10:15:00,5488.8,58.01,TRADE
NSW1,2024/09/13 10:20:00,5387.3,56.89,TRADE
NSW1,2024/09/13 10:25:00,5366.81,56.98,TRADE
NSW1,2024/09/13 10:30:00,5331.2,45,TRADE
NSW1,2024/09/13 10:35:00,5246.52,75.80,TRADE
NSW1,2024/09/13 10:40:00,5209.7,45,TRADE
NSW1,2024/09/13 10:45:00,5209.15,10.02,TRADE
NSW1,2024/09/13 10:50:00,5124.47,0,TRADE
NSW1,2024/09/13 10:55:00,5156.88,25.45,TRADE
NSW1,2024/09/13 11:00:00,5067.53,0.98,TRADE
NSW1,2024/09/13 11:05:00,5075.98,26.06,TRADE
NSW1,2024/09/13 11:10:00,5173.53,76,TRADE
NSW1,2024/09/13 11:15:00,5172.45,56.98,TRADE
NSW1,2024/09/13 11:20:00,5143.54,76,TRADE
NSW1,2024/09/13 11:25:00,5147.18,0.03,TRADE
NSW1,2024/09/13 11:30:00,5044.45,0.02,TRADE
NSW1,2024/09/13 11:35:00,5083.19,6.42,TRADE
NSW1,2024/09/13 11:40:00,5072.93,5.17,TRADE
NSW1,2024/09/13 11:45:00,5142.15,10.02,TRADE
NSW1,2024/09/13 11:50:00,5146.3,0.02,TRADE
NSW1,2024/09/13 11:55:00,5247.94,10.02,TRADE
NSW1,2024/09/13 12:00:00,5222.21,0.98,TRADE
NSW1,2024/09/13 12:05:00,5275.99,13.01,TRADE
NSW1,2024/09/13 12:10:00,5254.9,75.80,TRADE
NSW1,2024/09/13 12:15:00,5188.61,-3.10,TRADE
NSW1,2024/09/13 12:20:00,5152.93,10.02,TRADE
NSW1,2024/09/13 12:25:00,5137.58,0.98,TRADE
NSW1,2024/09/13 12:30:00,4978.43,-22.75,TRADE
NSW1,2024/09/13 12:35:00,5009.4,-2.91,TRADE
NSW1,2024/09/13 12:40:00,4976.89,-6.88,TRADE
NSW1,2024/09/13 12:45:00,4968.77,-9.29,TRADE
NSW1,2024/09/13 12:50:00,4952.35,-3.54,TRADE
NSW1,2024/09/13 12:55:00,5014.7,5.82,TRADE
NSW1,2024/09/13 13:00:00,5004.02,-2.18,TRADE
NSW1,2024/09/13 13:05:00,5034.4,-2.20,TRADE
NSW1,2024/09/13 13:10:00,5075.08,0.02,TRADE
NSW1,2024/09/13 13:15:00,5022.82,10.02,TRADE
NSW1,2024/09/13 13:20:00,5033.69,10.02,TRADE
NSW1,2024/09/13 13:25:00,4988.18,10.02,TRADE
NSW1,2024/09/13 13:30:00,5007.06,51.70,TRADE
NSW1,2024/09/13 13:35:00,4727.72,-21.28,TRADE
NSW1,2024/09/13 13:40:00,4734.36,-24.63,TRADE
NSW1,2024/09/13 13:45:00,4672.23,-22.94,TRADE
NSW1,2024/09/13 13:50:00,4754.89,-2.14,TRADE
NSW1,2024/09/13 13:55:00,4809.38,-2.14,TRADE
NSW1,2024/09/13 14:00:00,4881.8,-9.50,TRADE
NSW1,2024/09/13 14:05:00,4904.63,-3.25,TRADE
NSW1,2024/09/13 14:10:00,5122.6,35.73,TRADE
NSW1,2024/09/13 14:15:00,5159.49,37,TRADE
NSW1,2024/09/13 14:20:00,5208.06,37,TRADE
NSW1,2024/09/13 14:25:00,5246.63,37,TRADE
NSW1,2024/09/13 14:30:00,5335.08,37,TRADE
NSW1,2024/09/13 14:35:00,5474.94,152.32,TRADE
NSW1,2024/09/13 14:40:00,5509.55,75.80,TRADE
NSW1,2024/09/13 14:45:00,5512.09,57,TRADE
NSW1,2024/09/13 14:50:00,5533.92,-2.22,TRADE
NSW1,2024/09/13 14:55:00,5589.61,-2.18,TRADE
NSW1,2024/09/13 15:00:00,5649.86,0.02,TRADE
NSW1,2024/09/13 15:05:00,5679.69,-4.35,TRADE
NSW1,2024/09/13 15:10:00,5772.88,0,TRADE
NSW1,2024/09/13 15:15:00,5766.82,-2.30,TRADE
NSW1,2024/09/13 15:20:00,5871.15,10.02,TRADE
NSW1,2024/09/13 15:25:00,6013.59,37,TRADE
NSW1,2024/09/13 15:30:00,6025.2,13.75,TRADE
NSW1,2024/09/13 15:35:00,6117.38,0,TRADE
NSW1,2024/09/13 15:40:00,6294.97,10.76,TRADE
