REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2024/09/10 14:05:00,5325.64,35.88,TRADE
NSW1,2024/09/10 14:10:00,5372.71,10.02,TRADE
NSW1,2024/09/10 14:15:00,5342.47,48.31,TRADE
NSW1,2024/09/10 14:20:00,5388.5,35.88,TRADE
NSW1,2024/09/10 14:25:00,5389.44,37,TRADE
NSW1,2024/09/10 14:30:00,5371.74,156.25,TRADE
NSW1,2024/09/10 14:35:00,5498.98,37,TRADE
NSW1,2024/09/10 14:40:00,5558.15,37,TRADE
NSW1,2024/09/10 14:45:00,5553.62,47.45,TRADE
NSW1,2024/09/10 14:50:00,5731.77,36.85,TRADE
NSW1,2024/09/10 14:55:00,5715.83,47.89,TRADE
NSW1,2024/09/10 15:00:00,5898.1,75.80,TRADE
NSW1,2024/09/10 15:05:00,5950.09,75.80,TRADE
NSW1,2024/09/10 15:10:00,5981.29,57.35,TRADE
NSW1,2024/09/10 15:15:00,6050.32,75.80,TRADE
NSW1,2024/09/10 15:20:00,6221.79,37,TRADE
NSW1,2024/09/10 15:25:00,6275.79,37,TRADE
NSW1,2024/09/10 15:30:00,6265.1,56.98,TRADE
NSW1,2024/09/10 15:35:00,6458.77,62.01,TRADE
NSW1,2024/09/10 15:40:00,6556.48,81.36,TRADE
NSW1,2024/09/10 15:45:00,6722.59,80.63,TRADE
NSW1,2024/09/10 15:50:00,6764.5,56.98,TRADE
NSW1,2024/09/10 15:55:00,6836.38,80.73,TRADE
NSW1,2024/09/10 16:00:00,6961.21,106.94,TRADE
NSW1,2024/09/10 16:05:00,7021.64,-19.46,TRADE
NSW1,2024/09/10 16:10:00,7028.28,-0.12,TRADE
NSW1,2024/09/10 16:15:00,7167.27,37,TRADE
NSW1,2024/09/10 16:20:00,7307.43,65,TRADE
NSW1,2024/09/10 16:25:00,7323.69,65,TRADE
NSW1,2024/09/10 16:30:00,7399.3,76.98,TRADE
NSW1,2024/09/10 16:35:00,7448.39,75.37,TRADE
NSW1,2024/09/10 16:40:00,7560.42,77.65,TRADE
NSW1,2024/09/10 16:45:00,7664.62,112.06,TRADE
NSW1,2024/09/10 16:50:00,7728.06,78.82,TRADE
NSW1,2024/09/10 16:55:00,7840.12,84.24,TRADE
NSW1,2024/09/10 17:00:00,7888.97,106.12,TRADE
NSW1,2024/09/10 17:05:00,7933.72,120.04,TRADE
NSW1,2024/09/10 17:10:00,8021.32,119.10,TRADE
NSW1,2024/09/10 17:15:00,8117.49,138.79,TRADE
NSW1,2024/09/10 17:20:00,8178.03,154.29,TRADE
NSW1,2024/09/10 17:25:00,8212.02,197.21,TRADE
NSW1,2024/09/10 17:30:00,8294.62,214.50,TRADE
NSW1,2024/09/10 17:35:00,8432.48,249.89,TRADE
NSW1,2024/09/10 17:40:00,8489.4,194.85,TRADE
NSW1,2024/09/10 17:45:00,8554.71,190.67,TRADE
NSW1,2024/09/10 17:50:00,8567.11,195.68,TRADE
NSW1,2024/09/10 17:55:00,8670.52,200.90,TRADE
NSW1,2024/09/10 18:00:00,8772.28,206.90,TRADE
NSW1,2024/09/10 18:05:00,8787.13,152.97,TRADE
NSW1,2024/09/10 18:10:00,8868.35,153.80,TRADE
NSW1,2024/09/10 18:15:00,8857.05,148.60,TRADE
NSW1,2024/09/10 18:20:00,8853.74,153.40,TRADE
NSW1,2024/09/10 18:25:00,8956.54,189.86,TRADE
NSW1,2024/09/10 18:30:00,8869.61,148.70,TRADE
NSW1,2024/09/10 18:35:00,8873.55,135.89,TRADE
NSW1,2024/09/10 18:40:00,8853.53,133.96,TRADE
NSW1,2024/09/10 18:45:00,8871.68,130,TRADE
NSW1,2024/09/10 18:50:00,8835.66,132.56,TRADE
NSW1,2024/09/10 18:55:00,8789.07,123.95,TRADE
NSW1,2024/09/10 19:00:00,8783.51,118.43,TRADE
NSW1,2024/09/10 19:05:00,8777.62,130,TRADE
NSW1,2024/09/10 19:10:00,8709.62,123.44,TRADE
NSW1,2024/09/10 19:15:00,8676.12,117.21,TRADE
NSW1,2024/09/10 19:20:00,8602.55,113.10,TRADE
NSW1,2024/09/10 19:25:00,8644.61,117.29,TRADE
NSW1,2024/09/10 19:30:00,8587.42,105.74,TRADE
NSW1,2024/09/10 19:35:00,8508.49,117.47,TRADE
NSW1,2024/09/10 19:40:00,8528.64,122.66,TRADE
NSW1,2024/09/10 19:45:00,8496.3,121.97,TRADE
NSW1,2024/09/10 19:50:00,8494.12,124.97,TRADE
NSW1,2024/09/10 19:55:00,8510.64,128.70,TRADE
NSW1,2024/09/10 20:00:00,8412.58,127.99,TRADE
NSW1,2024/09/10 20:05:00,8312.36,118.23,TRADE
NSW1,2024/09/10 20:10:00,8394.92,130,TRADE
NSW1,2024/09/10 20:15:00,8378.81,119.94,TRADE
NSW1,2024/09/10 20:20:00,8400.31,124.69,TRADE
NSW1,2024/09/10 20:25:00,8311.51,116.56,TRADE
NSW1,2024/09/10 20:30:00,8355.96,115.23,TRADE
NSW1,2024/09/10 20:35:00,8319.85,120.89,TRADE
NSW1,2024/09/10 20:40:00,8291.2,124.81,TRADE
NSW1,2024/09/10 20:45:00,8267.68,130,TRADE
NSW1,2024/09/10 20:50:00,8144.03,113.42,TRADE
NSW1,2024/09/10 20:55:00,8103.39,114.50,TRADE
NSW1,2024/09/10 21:00:00,8082.23,113.69,TRADE
NSW1,2024/09/10 21:05:00,8084.08,120.89,TRADE
NSW1,2024/09/10 21:10:00,8025.12,126.48,TRADE
NSW1,2024/09/10 21:15:00,7933.99,114.03,TRADE
NSW1,2024/09/10 21:20:00,7953.46,120.89,TRADE
NSW1,2024/09/10 21:25:00,7930.55,114.09,TRADE
NSW1,2024/09/10 21:30:00,7892.61,94.93,TRADE
NSW1,2024/09/10 21:35:00,7878.91,112.71,TRADE
NSW1,2024/09/10 21:40:00,7870.56,97.10,TRADE
NSW1,2024/09/10 21:45:00,7804.51,99.01,TRADE
NSW1,2024/09/10 21:50:00,7699.72,87.50,TRADE
NSW1,2024/09/10 21:55:00,7704.48,79.34,TRADE
NSW1,2024/09/10 22:00:00,7750.63,79.78,TRADE
NSW1,2024/09/10 22:05:00,7732.65,102.50,TRADE
NSW1,2024/09/10 22:10:00,7787.77,113.85,TRADE
NSW1,2024/09/10 22:15:00,7876.46,110.85,TRADE
NSW1,2024/09/10 22:20:00,7818.31,88.89,TRADE
NSW1,2024/09/10 22:25:00,7819.8,79.22,TRADE
NSW1,2024/09/10 22:30:00,7718.5,79.32,TRADE
NSW1,2024/09/10 22:35:00,7726.43,80.16,TRADE
NSW1,2024/09/10 22:40:00,7677.16,80.22,TRADE
NSW1,2024/09/10 22:45:00,7672.42,80.38,TRADE
NSW1,2024/09/10 22:50:00,7615.96,80.24,TRADE
NSW1,2024/09/10 22:55:00,7585.34,80.09,TRADE
NSW1,2024/09/10 23:00:00,7590.97,78.65,TRADE
NSW1,2024/09/10 23:05:00,7579.04,81.70,TRADE
NSW1,2024/09/10 23:10:00,7592.42,105.89,TRADE
NSW1,2024/09/10 23:15:00,7541.72,113.99,TRADE
NSW1,2024/09/10 23:20:00,7470.55,95.12,TRADE
NSW1,2024/09/10 23:25:00,7448.94,94.38,TRADE
NSW1,2024/09/10 23:30:00,7510.35,83.03,TRADE
NSW1,2024/09/10 23:35:00,7483.49,83.64,TRADE
NSW1,2024/09/10 23:40:00,7410.79,84.75,TRADE
NSW1,2024/09/10 23:45:00,7347.26,84.18,TRADE
NSW1,2024/09/10 23:50:00,7404.89,84.25,TRADE
NSW1,2024/09/10 23:55:00,7370.91,83.55,TRADE
NSW1,2024/09/11 00:00:00,7381.12,79.68,TRADE
NSW1,2024/09/11 00:05:00,7328.14,76.02,TRADE
NSW1,2024/09/11 00:10:00,7317.2,77.12,TRADE
NSW1,2024/09/11 00:15:00,7380.34,78.14,TRADE
NSW1,2024/09/11 00:20:00,7341.69,77.62,TRADE
NSW1,2024/09/11 00:25:00,7347.34,99.14,TRADE
NSW1,2024/09/11 00:30:00,7316.93,78.42,TRADE
NSW1,2024/09/11 00:35:00,7258.04,77.28,TRADE
NSW1,2024/09/11 00:40:00,7261.05,76,TRADE
NSW1,2024/09/11 00:45:00,7225.75,76,TRADE
NSW1,2024/09/11 00:50:00,7256.64,76,TRADE
NSW1,2024/09/11 00:55:00,7139.61,59.88,TRADE
NSW1,2024/09/11 01:00:00,7146.54,70,TRADE
NSW1,2024/09/11 01:05:00,7168.93,76,TRADE
NSW1,2024/09/11 01:10:00,7144.63,76,TRADE
NSW1,2024/09/11 01:15:00,7111.16,76,TRADE
NSW1,2024/09/11 01:20:00,7013.23,70,TRADE
NSW1,2024/09/11 01:25:00,7002.69,58.19,TRADE
NSW1,2024/09/11 01:30:00,6960.29,70,TRADE
NSW1,2024/09/11 01:35:00,6921.62,70,TRADE
NSW1,2024/09/11 01:40:00,6898.52,65,TRADE
NSW1,2024/09/11 01:45:00,6853.28,70,TRADE
NSW1,2024/09/11 01:50:00,6900.25,75.80,TRADE
NSW1,2024/09/11 01:55:00,6878.49,75.80,TRADE
NSW1,2024/09/11 02:00:00,6843.94,75.80,TRADE
NSW1,2024/09/11 02:05:00,6764.89,65,TRADE
NSW1,2024/09/11 02:10:00,6758.17,75.80,TRADE
NSW1,2024/09/11 02:15:00,6747.99,75.80,TRADE
NSW1,2024/09/11 02:20:00,6729.61,75.80,TRADE
NSW1,2024/09/11 02:25:00,6728.18,70,TRADE
NSW1,2024/09/11 02:30:00,6591.17,58.07,TRADE
NSW1,2024/09/11 02:35:00,6619.43,70,TRADE
NSW1,2024/09/11 02:40:00,6581.87,59.22,TRADE
NSW1,2024/09/11 02:45:00,6516.52,59.24,TRADE
NSW1,2024/09/11 02:50:00,6462.68,59.26,TRADE
NSW1,2024/09/11 02:55:00,6468.36,65,TRADE
NSW1,2024/09/11 03:00:00,6471.84,65,TRADE
NSW1,2024/09/11 03:05:00,6441.5,70,TRADE
NSW1,2024/09/11 03:10:00,6514.19,76,TRADE
NSW1,2024/09/11 03:15:00,6479.77,65,TRADE
NSW1,2024/09/11 03:20:00,6442.95,65,TRADE
NSW1,2024/09/11 03:25:00,6438.65,65,TRADE
NSW1,2024/09/11 03:30:00,6434.81,65,TRADE
NSW1,2024/09/11 03:35:00,6372.12,59.25,TRADE
NSW1,2024/09/11 03:40:00,6478.99,76,TRADE
NSW1,2024/09/11 03:45:00,6444.36,65,TRADE
NSW1,2024/09/11 03:50:00,6423.27,70,TRADE
NSW1,2024/09/11 03:55:00,6405.9,65,TRADE
NSW1,2024/09/11 04:00:00,6396.54,65,TRADE
NSW1,2024/09/11 04:05:00,6412.58,58.11,TRADE
NSW1,2024/09/11 04:10:00,6422.42,70,TRADE
NSW1,2024/09/11 04:15:00,6444.44,65,TRADE
NSW1,2024/09/11 04:20:00,6463.76,65,TRADE
NSW1,2024/09/11 04:25:00,6440.02,70,TRADE
NSW1,2024/09/11 04:30:00,6452.05,65,TRADE
NSW1,2024/09/11 04:35:00,6480.21,57,TRADE
NSW1,2024/09/11 04:40:00,6437.94,57,TRADE
NSW1,2024/09/11 04:45:00,6473.95,70,TRADE
NSW1,2024/09/11 04:50:00,6494.33,70,TRADE
NSW1,2024/09/11 04:55:00,6524.89,70,TRADE
NSW1,2024/09/11 05:00:00,6532.4,70,TRADE
NSW1,2024/09/11 05:05:00,6576.49,67.38,TRADE
NSW1,2024/09/11 05:10:00,6716.4,79.79,TRADE
NSW1,2024/09/11 05:15:00,6723.35,77.77,TRADE
NSW1,2024/09/11 05:20:00,6795.86,79.88,TRADE
NSW1,2024/09/11 05:25:00,6846.89,77.58,TRADE
NSW1,2024/09/11 05:30:00,6898.48,77.83,TRADE
NSW1,2024/09/11 05:35:00,6921.6,77,TRADE
NSW1,2024/09/11 05:40:00,6936.84,78.82,TRADE
NSW1,2024/09/11 05:45:00,7008.98,79.07,TRADE
NSW1,2024/09/11 05:50:00,7081.77,92.39,TRADE
NSW1,2024/09/11 05:55:00,7164.22,86.59,TRADE
NSW1,2024/09/11 06:00:00,7201.12,92.45,TRADE
NSW1,2024/09/11 06:05:00,7277.14,85.29,TRADE
NSW1,2024/09/11 06:10:00,7426.07,94.92,TRADE
NSW1,2024/09/11 06:15:00,7436.73,101.12,TRADE
NSW1,2024/09/11 06:20:00,7513.82,102.50,TRADE
NSW1,2024/09/11 06:25:00,7569.09,146.73,TRADE
NSW1,2024/09/11 06:30:00,7654.93,115.89,TRADE
NSW1,2024/09/11 06:35:00,7655.85,101.77,TRADE
NSW1,2024/09/11 06:40:00,7690.5,111,TRADE
NSW1,2024/09/11 06:45:00,7720.94,107.12,TRADE
NSW1,2024/09/11 06:50:00,7749.24,103,TRADE
NSW1,2024/09/11 06:55:00,7680.72,103.95,TRADE
NSW1,2024/09/11 07:00:00,7612.03,85.49,TRADE
NSW1,2024/09/11 07:05:00,7611.13,76,TRADE
NSW1,2024/09/11 07:10:00,7523.96,79.56,TRADE
NSW1,2024/09/11 07:15:00,7519.04,77,TRADE
NSW1,2024/09/11 07:20:00,7490.86,76,TRADE
NSW1,2024/09/11 07:25:00,7369,57,TRADE
NSW1,2024/09/11 07:30:00,7313.2,71.65,TRADE
NSW1,2024/09/11 07:35:00,7300.47,71.65,TRADE
NSW1,2024/09/11 07:40:00,7279.13,72.79,TRADE
NSW1,2024/09/11 07:45:00,7171.28,54.77,TRADE
NSW1,2024/09/11 07:50:00,7159.07,56.89,TRADE
NSW1,2024/09/11 07:55:00,6969.86,54.39,TRADE
NSW1,2024/09/11 08:00:00,6942.34,9.55,TRADE
NSW1,2024/09/11 08:05:00,6770.9,-37.73,TRADE
NSW1,2024/09/11 08:10:00,6807.41,10.49,TRADE
NSW1,2024/09/11 08:15:00,6669.23,32.96,TRADE
NSW1,2024/09/11 08:20:00,6545.71,37.32,TRADE
NSW1,2024/09/11 08:25:00,6495.7,31.03,TRADE
NSW1,2024/09/11 08:30:00,6444.09,9.18,TRADE
NSW1,2024/09/11 08:35:00,6424.23,37,TRADE
NSW1,2024/09/11 08:40:00,6332.25,48,TRADE
NSW1,2024/09/11 08:45:00,6185.88,8.99,TRADE
NSW1,2024/09/11 08:50:00,5954.51,-10.84,TRADE
NSW1,2024/09/11 08:55:00,5903.29,-15,TRADE
NSW1,2024/09/11 09:00:00,5849.59,-11.13,TRADE
NSW1,2024/09/11 09:05:00,5647.47,-0.05,TRADE
NSW1,2024/09/11 09:10:00,5653.01,0.01,TRADE
NSW1,2024/09/11 09:15:00,5635.72,-15,TRADE
NSW1,2024/09/11 09:20:00,5499.97,-21.49,TRADE
NSW1,2024/09/11 09:25:00,5438.22,-21.51,TRADE
NSW1,2024/09/11 09:30:00,5429.16,0,TRADE
NSW1,2024/09/11 09:35:00,5337.18,-11.92,TRADE
NSW1,2024/09/11 09:40:00,5379.84,0.02,TRADE
NSW1,2024/09/11 09:45:00,5363.63,9.27,TRADE
NSW1,2024/09/11 09:50:00,5226.48,-19.69,TRADE
NSW1,2024/09/11 09:55:00,5151.25,-21.88,TRADE
NSW1,2024/09/11 10:00:00,5162.04,0.10,TRADE
NSW1,2024/09/11 10:05:00,5184.1,9.17,TRADE
NSW1,2024/09/11 10:10:00,5161.02,9.16,TRADE
NSW1,2024/09/11 10:15:00,5077.38,-1.80,TRADE
NSW1,2024/09/11 10:20:00,5072.92,-0.85,TRADE
NSW1,2024/09/11 10:25:00,5030.71,-0.84,TRADE
NSW1,2024/09/11 10:30:00,4954.56,-20.12,TRADE
NSW1,2024/09/11 10:35:00,4985.93,9.20,TRADE
NSW1,2024/09/11 10:40:00,5010.3,33.49,TRADE
NSW1,2024/09/11 10:45:00,5012.28,9.18,TRADE
NSW1,2024/09/11 10:50:00,4998.28,35.88,TRADE
NSW1,2024/09/11 10:55:00,4922.8,10.02,TRADE
NSW1,2024/09/11 11:00:00,4845.55,9.04,TRADE
NSW1,2024/09/11 11:05:00,4900.93,9.18,TRADE
NSW1,2024/09/11 11:10:00,4996.85,10.02,TRADE
NSW1,2024/09/11 11:15:00,4983.75,10.02,TRADE
NSW1,2024/09/11 11:20:00,4926.88,0.10,TRADE
NSW1,2024/09/11 11:25:00,4947.22,9.36,TRADE
NSW1,2024/09/11 11:30:00,5038.38,10.02,TRADE
NSW1,2024/09/11 11:35:00,4907.39,3.07,TRADE
NSW1,2024/09/11 11:40:00,5017.98,0.13,TRADE
NSW1,2024/09/11 11:45:00,5032.56,9.17,TRADE
NSW1,2024/09/11 11:50:00,5079.09,36.27,TRADE
NSW1,2024/09/11 11:55:00,4992.49,10.02,TRADE
NSW1,2024/09/11 12:00:00,4952.92,-9.50,TRADE
NSW1,2024/09/11 12:05:00,4839.34,-2.59,TRADE
NSW1,2024/09/11 12:10:00,4535.27,-44.99,TRADE
NSW1,2024/09/11 12:15:00,4527.68,-41.56,TRADE
NSW1,2024/09/11 12:20:00,4528.56,-42.43,TRADE
NSW1,2024/09/11 12:25:00,4461.76,-31.12,TRADE
NSW1,2024/09/11 12:30:00,4715.68,-31.12,TRADE
NSW1,2024/09/11 12:35:00,4800.81,-35,TRADE
NSW1,2024/09/11 12:40:00,4948.34,-5.51,TRADE
NSW1,2024/09/11 12:45:00,5012.57,-0.86,TRADE
NSW1,2024/09/11 12:50:00,5178.26,10,TRADE
NSW1,2024/09/11 12:55:00,5102.73,110.54,TRADE
NSW1,2024/09/11 13:00:00,5245.08,54.78,TRADE
NSW1,2024/09/11 13:05:00,5133.45,1.42,TRADE
NSW1,2024/09/11 13:10:00,5227.85,10.02,TRADE
NSW1,2024/09/11 13:15:00,5325.72,10.46,TRADE
NSW1,2024/09/11 13:20:00,5350.66,56.98,TRADE
NSW1,2024/09/11 13:25:00,5334.23,10.02,TRADE
NSW1,2024/09/11 13:30:00,5304.87,10.02,TRADE
NSW1,2024/09/11 13:35:00,5329.31,10.02,TRADE
NSW1,2024/09/11 13:40:00,5334.1,10.02,TRADE
NSW1,2024/09/11 13:45:00,5252.98,9.87,TRADE
NSW1,2024/09/11 13:50:00,5309.44,14.72,TRADE
NSW1,2024/09/11 13:55:00,5225.97,0.23,TRADE
NSW1,2024/09/11 14:00:00,5300.76,4.41,TRADE
NSW1,2024/09/11 14:05:00,5389.54,38.66,TRADE
NSW1,2024/09/11 14:10:00,5447.67,38.37,TRADE
NSW1,2024/09/11 14:15:00,5435.81,23.84,TRADE
NSW1,2024/09/11 14:20:00,5608.09,21.53,TRADE
NSW1,2024/09/11 14:25:00,5685.09,10.02,TRADE
NSW1,2024/09/11 14:30:00,5729.73,10.53,TRADE
NSW1,2024/09/11 14:35:00,5889.41,10.41,TRADE
NSW1,2024/09/11 14:40:00,6051.84,46.92,TRADE
NSW1,2024/09/11 14:45:00,5991.72,37,TRADE
NSW1,2024/09/11 14:50:00,6053.68,19.81,TRADE
NSW1,2024/09/11 14:55:00,6131.53,37,TRADE
NSW1,2024/09/11 15:00:00,6163.02,0,TRADE
NSW1,2024/09/11 15:05:00,6152.27,0,TRADE
NSW1,2024/09/11 15:10:00,6363.53,35.93,TRADE
NSW1,2024/09/11 15:15:00,6375.74,0,TRADE
NSW1,2024/09/11 15:20:00,6475.67,36.32,TRADE
NSW1,2024/09/11 15:25:00,6613.01,46.34,TRADE
NSW1,2024/09/11 15:30:00,6671.84,40.19,TRADE
NSW1,2024/09/11 15:35:00,6695.12,21.75,TRADE
NSW1,2024/09/11 15:40:00,6857.42,47.74,TRADE
NSW1,2024/09/11 15:45:00,6935.55,35.72,TRADE
NSW1,2024/09/11 15:50:00,6965.8,34.97,TRADE
NSW1,2024/09/11 15:55:00,7092.37,46.88,TRADE
NSW1,2024/09/11 16:00:00,7209.74,81.54,TRADE
NSW1,2024/09/11 16:05:00,7374.08,36.70,TRADE
NSW1,2024/09/11 16:10:00,7460.78,70,TRADE
NSW1,2024/09/11 16:15:00,7658.89,346.34,TRADE
NSW1,2024/09/11 16:20:00,7676.1,397.54,TRADE
NSW1,2024/09/11 16:25:00,7753.85,142.89,TRADE
NSW1,2024/09/11 16:30:00,7788.33,130,TRADE
NSW1,2024/09/11 16:35:00,7833.85,130,TRADE
NSW1,2024/09/11 16:40:00,7884.39,130,TRADE
NSW1,2024/09/11 16:45:00,7910.28,89.36,TRADE
NSW1,2024/09/11 16:50:00,7978.39,110.96,TRADE
NSW1,2024/09/11 16:55:00,8074.23,110.96,TRADE
NSW1,2024/09/11 17:00:00,8124.76,130,TRADE
NSW1,2024/09/11 17:05:00,8251.98,94.18,TRADE
NSW1,2024/09/11 17:10:00,8266.69,111.07,TRADE
NSW1,2024/09/11 17:15:00,8336.56,130,TRADE
NSW1,2024/09/11 17:20:00,8395.28,130,TRADE
NSW1,2024/09/11 17:25:00,8457.43,130,TRADE
NSW1,2024/09/11 17:30:00,8538.93,146.05,TRADE
NSW1,2024/09/11 17:35:00,8580.76,118.60,TRADE
NSW1,2024/09/11 17:40:00,8625.03,110.74,TRADE
NSW1,2024/09/11 17:45:00,8728.79,112.05,TRADE
NSW1,2024/09/11 17:50:00,8721.53,100,TRADE
NSW1,2024/09/11 17:55:00,8839.37,126.85,TRADE
NSW1,2024/09/11 18:00:00,8878.17,130,TRADE
NSW1,2024/09/11 18:05:00,8922.79,100,TRADE
NSW1,2024/09/11 18:10:00,8929.41,100,TRADE
NSW1,2024/09/11 18:15:00,8970.98,110.96,TRADE
NSW1,2024/09/11 18:20:00,8944.75,105.89,TRADE
NSW1,2024/09/11 18:25:00,8936.54,100,TRADE
NSW1,2024/09/11 18:30:00,8970.37,110.96,TRADE
NSW1,2024/09/11 18:35:00,8931.41,110.96,TRADE
NSW1,2024/09/11 18:40:00,8911.93,130,TRADE
NSW1,2024/09/11 18:45:00,8853.22,110.96,TRADE
NSW1,2024/09/11 18:50:00,8889.28,130,TRADE
NSW1,2024/09/11 18:55:00,8808.26,100,TRADE
NSW1,2024/09/11 19:00:00,8788.67,100,TRADE
NSW1,2024/09/11 19:05:00,8713.17,96.83,TRADE
NSW1,2024/09/11 19:10:00,8645.77,76,TRADE
NSW1,2024/09/11 19:15:00,8634.39,76,TRADE
NSW1,2024/09/11 19:20:00,8602.53,83.90,TRADE
NSW1,2024/09/11 19:25:00,8570.47,99,TRADE
NSW1,2024/09/11 19:30:00,8512.37,75,TRADE
NSW1,2024/09/11 19:35:00,8458.16,100,TRADE
NSW1,2024/09/11 19:40:00,8419.86,96.83,TRADE
NSW1,2024/09/11 19:45:00,8387.85,100,TRADE
NSW1,2024/09/11 19:50:00,8384.4,99.87,TRADE
NSW1,2024/09/11 19:55:00,8375.99,100,TRADE
NSW1,2024/09/11 20:00:00,8279.49,70,TRADE
NSW1,2024/09/11 20:05:00,8279.4,99.96,TRADE
NSW1,2024/09/11 20:10:00,8333.58,100,TRADE
NSW1,2024/09/11 20:15:00,8298.07,94.87,TRADE
NSW1,2024/09/11 20:20:00,8280.87,94.32,TRADE
NSW1,2024/09/11 20:25:00,8262.11,76.50,TRADE
NSW1,2024/09/11 20:30:00,8254.67,87.50,TRADE
NSW1,2024/09/11 20:35:00,8200.84,130,TRADE
NSW1,2024/09/11 20:40:00,8140.67,110.96,TRADE
NSW1,2024/09/11 20:45:00,8140.9,122.04,TRADE
NSW1,2024/09/11 20:50:00,8124.65,116.22,TRADE
NSW1,2024/09/11 20:55:00,8013.36,100.01,TRADE
NSW1,2024/09/11 21:00:00,7980.37,100.01,TRADE
NSW1,2024/09/11 21:05:00,7995.97,130,TRADE
NSW1,2024/09/11 21:10:00,7940.41,106.63,TRADE
NSW1,2024/09/11 21:15:00,7926.4,130,TRADE
NSW1,2024/09/11 21:20:00,7899.97,130,TRADE
NSW1,2024/09/11 21:25:00,7882.96,150.79,TRADE
NSW1,2024/09/11 21:30:00,7817.72,117.86,TRADE
NSW1,2024/09/11 21:35:00,7827.14,130,TRADE
NSW1,2024/09/11 21:40:00,7827.1,150.89,TRADE
NSW1,2024/09/11 21:45:00,7799.12,152.59,TRADE
NSW1,2024/09/11 21:50:00,7731.9,130,TRADE
NSW1,2024/09/11 21:55:00,7716.51,130,TRADE
NSW1,2024/09/11 22:00:00,7648.89,115.89,TRADE
NSW1,2024/09/11 22:05:00,7602.26,130,TRADE
NSW1,2024/09/11 22:10:00,7689.73,136.63,TRADE
NSW1,2024/09/11 22:15:00,7679.23,138.51,TRADE
NSW1,2024/09/11 22:20:00,7638.83,132.28,TRADE
NSW1,2024/09/11 22:25:00,7671.95,134.89,TRADE
NSW1,2024/09/11 22:30:00,7641.03,130,TRADE
NSW1,2024/09/11 22:35:00,7627.59,135.89,TRADE
NSW1,2024/09/11 22:40:00,7533.02,130,TRADE
NSW1,2024/09/11 22:45:00,7500.26,130,TRADE
NSW1,2024/09/11 22:50:00,7558.6,130,TRADE
NSW1,2024/09/11 22:55:00,7439.31,100.01,TRADE
NSW1,2024/09/11 23:00:00,7437.88,106.59,TRADE
NSW1,2024/09/11 23:05:00,7405.67,111.54,TRADE
NSW1,2024/09/11 23:10:00,7439.18,130,TRADE
NSW1,2024/09/11 23:15:00,7415.24,100.01,TRADE
NSW1,2024/09/11 23:20:00,7344.02,100.01,TRADE
NSW1,2024/09/11 23:25:00,7368.98,96.55,TRADE
NSW1,2024/09/11 23:30:00,7366.64,96.55,TRADE
NSW1,2024/09/11 23:35:00,7357.47,130,TRADE
NSW1,2024/09/11 23:40:00,7300.25,100.01,TRADE
NSW1,2024/09/11 23:45:00,7253.51,100.01,TRADE
NSW1,2024/09/11 23:50:00,7287.89,100.01,TRADE
NSW1,2024/09/11 23:55:00,7299.33,100.01,TRADE
NSW1,2024/09/12 00:00:00,7289.7,130,TRADE
NSW1,2024/09/12 00:05:00,7251.14,102.50,TRADE
NSW1,2024/09/12 00:10:00,7227.07,102.50,TRADE
NSW1,2024/09/12 00:15:00,7235.79,112.69,TRADE
NSW1,2024/09/12 00:20:00,7110.89,100.01,TRADE
NSW1,2024/09/12 00:25:00,7162.77,100.01,TRADE
NSW1,2024/09/12 00:30:00,7130.65,100.01,TRADE
NSW1,2024/09/12 00:35:00,7132.39,111.93,TRADE
NSW1,2024/09/12 00:40:00,7088.63,100.01,TRADE
NSW1,2024/09/12 00:45:00,6989.36,100.01,TRADE
NSW1,2024/09/12 00:50:00,7007.93,92.62,TRADE
NSW1,2024/09/12 00:55:00,6947.87,76.72,TRADE
NSW1,2024/09/12 01:00:00,6990.81,76.72,TRADE
NSW1,2024/09/12 01:05:00,6995.12,94.54,TRADE
NSW1,2024/09/12 01:10:00,6947.11,84.62,TRADE
NSW1,2024/09/12 01:15:00,6914.26,78.60,TRADE
NSW1,2024/09/12 01:20:00,6867.33,76.72,TRADE
NSW1,2024/09/12 01:25:00,6768.87,76,TRADE
NSW1,2024/09/12 01:30:00,6745.15,76,TRADE
NSW1,2024/09/12 01:35:00,6650.08,76,TRADE
NSW1,2024/09/12 01:40:00,6671.14,76,TRADE
NSW1,2024/09/12 01:45:00,6649.72,76,TRADE
NSW1,2024/09/12 01:50:00,6612.18,76,TRADE
NSW1,2024/09/12 01:55:00,6550.05,68.23,TRADE
NSW1,2024/09/12 02:00:00,6509.86,70,TRADE
NSW1,2024/09/12 02:05:00,6492.4,75.80,TRADE
NSW1,2024/09/12 02:10:00,6451.92,69.90,TRADE
NSW1,2024/09/12 02:15:00,6463.43,70,TRADE
NSW1,2024/09/12 02:20:00,6422.79,69.90,TRADE
NSW1,2024/09/12 02:25:00,6376.37,58.20,TRADE
NSW1,2024/09/12 02:30:00,6402.26,70,TRADE
NSW1,2024/09/12 02:35:00,6360.76,67.92,TRADE
NSW1,2024/09/12 02:40:00,6356.19,67.92,TRADE
NSW1,2024/09/12 02:45:00,6304.75,61.98,TRADE
NSW1,2024/09/12 02:50:00,6303.93,65,TRADE
NSW1,2024/09/12 02:55:00,6285.54,65,TRADE
