universal_time,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability,Altitude,Latitude,Longitude,date
2019-05-22T00:00:00.0/2019-05-23T00:00:00.0,10983.3799,7825.2529,5855.1694,1970.0833,9089.1133,1022.4470,10.0373,1012.4097,105.5127,0.9740,,,,22/05/2019/
2019-05-23T00:00:00.0/2019-05-24T00:00:00.0,11022.3242,8184.3320,6781.4312,1402.9009,10889.4473,3104.8682,662.4501,2442.4180,1771.8466,0.9733,,,,23/05/2019/
2019-05-24T00:00:00.0/2019-05-25T00:00:00.0,11060.0293,8174.1938,6526.2734,1647.9204,10359.8984,7721.4775,5311.6226,2409.8555,8683.6973,0.9674,,,,24/05/2019/
2019-05-25T00:00:00.0/2019-05-26T00:00:00.0,11096.5137,7662.6768,5244.2153,2418.4617,7965.0386,6191.0820,3175.5994,3015.4829,4712.3945,0.9715,,,,25/05/2019/
2019-05-26T00:00:00.0/2019-05-27T00:00:00.0,11131.7158,7724.9878,5362.4932,2362.4946,8223.0449,6821.2480,3657.8242,3163.4238,5844.7256,0.9708,,,,26/05/2019/
2019-05-27T00:00:00.0/2019-05-28T00:00:00.0,11165.6445,7960.6343,6046.1592,1914.4750,9343.1406,5256.6504,1837.8188,3418.8315,2981.2380,0.9701,,,,27/05/2019/
2019-05-28T00:00:00.0/2019-05-29T00:00:00.0,11198.2871,7989.3276,6108.3271,1881.0007,9483.6572,2007.2167,17.7524,1989.4644,39.7994,0.9694,,,,28/05/2019/
2019-05-29T00:00:00.0/2019-05-30T00:00:00.0,11229.6338,8184.9434,6366.9277,1818.0154,9814.2568,3368.8459,382.2875,2986.5586,823.4139,0.9740,,,,29/05/2019/
2019-05-30T00:00:00.0/2019-05-31T00:00:00.0,11259.6729,8452.8193,6931.2822,1521.5367,11027.0352,8364.9756,6693.8735,1671.1022,10669.0127,0.9785,,,,30/05/2019/
2019-05-31T00:00:00.0/2019-06-01T00:00:00.0,11288.3750,8148.0688,6327.7949,1820.2739,9761.1670,5749.1021,3118.6653,2630.4370,4386.2529,0.9785,,,,31/05/2019/
2019-06-01T00:00:00.0/2019-06-02T00:00:00.0,11315.7764,7971.8560,5799.3340,2172.5217,8850.0801,7724.4697,5336.4888,2387.9810,7923.8706,0.9774,,,,01/06/2019/
2019-06-02T00:00:00.0/2019-06-03T00:00:00.0,11341.8359,8088.5625,6138.6650,1949.8973,9474.1279,8044.0054,6017.3330,2026.6722,9237.4912,0.9767,,,,02/06/2019/
2019-06-03T00:00:00.0/2019-06-04T00:00:00.0,11366.5234,8183.6147,6373.8394,1809.7755,9902.6406,8139.1567,6240.8188,1898.3381,9747.2627,0.9764,,,,03/06/2019/
2019-06-04T00:00:00.0/2019-06-05T00:00:00.0,11389.8877,8336.3857,6854.3711,1482.0145,10804.4590,8324.6191,6836.6357,1487.9834,10635.7266,0.9757,,,,04/06/2019/
2019-06-05T00:00:00.0/2019-06-06T00:00:00.0,11411.8789,8180.8105,6298.6870,1882.1235,9744.1729,7972.9263,6068.2559,1904.6703,9011.4375,0.9750,,,,05/06/2019/
2019-06-06T00:00:00.0/2019-06-07T00:00:00.0,11432.4805,7986.2036,5741.2095,2244.9941,8743.0215,5048.0200,2267.6150,2780.4048,3729.9102,0.9747,,,,06/06/2019/
2019-06-07T00:00:00.0/2019-06-08T00:00:00.0,11451.7188,7906.7046,5514.5132,2392.1914,8295.3789,4863.9473,2258.4946,2605.4524,3778.8550,0.9740,,,,07/06/2019/
2019-06-08T00:00:00.0/2019-06-09T00:00:00.0,11469.5508,8455.4941,6902.0771,1553.4171,10703.8682,5285.3784,2781.1514,2504.2273,5032.4058,0.9736,,,,08/06/2019/
2019-06-09T00:00:00.0/2019-06-10T00:00:00.0,11485.9658,8341.7939,6505.4883,1836.3052,10018.8711,7885.8486,5116.5088,2769.3398,8337.5801,0.9736,,,,09/06/2019/
2019-06-10T00:00:00.0/2019-06-11T00:00:00.0,11501.0381,7690.5615,4916.4658,2774.0955,7268.4683,6942.7617,3304.7832,3637.9783,4744.2876,0.9573,,,,10/06/2019/
2019-06-11T00:00:00.0/2019-06-12T00:00:00.0,11514.6777,7372.4604,4066.8147,3305.6460,5836.3569,7339.3135,4047.5400,3291.7732,5750.9033,0.9726,,,,11/06/2019/
2019-06-12T00:00:00.0/2019-06-13T00:00:00.0,11526.8877,7667.9424,4700.3066,2967.6357,6937.7319,7611.4761,4616.7964,2994.6799,6764.0493,0.9726,,,,12/06/2019/
2019-06-13T00:00:00.0/2019-06-14T00:00:00.0,11537.7100,8183.9756,6186.8804,1997.0953,9397.3330,7525.6943,4937.1265,2588.5681,7593.0171,0.9726,,,,13/06/2019/
2019-06-14T00:00:00.0/2019-06-15T00:00:00.0,11547.1211,8122.7822,5863.6650,2259.1174,8809.6807,8052.8013,5743.0283,2309.7732,8473.7295,0.9722,,,,14/06/2019/
2019-06-15T00:00:00.0/2019-06-16T00:00:00.0,11555.1221,7366.0083,4030.2678,3335.7402,5879.9512,5677.8608,1956.4806,3721.3804,2753.9116,0.9715,,,,15/06/2019/
2019-06-16T00:00:00.0/2019-06-17T00:00:00.0,11561.6748,8037.4619,5770.6475,2266.8142,8628.2207,3428.0649,1129.6978,2298.3672,2430.1426,0.9715,,,,16/06/2019/
2019-06-17T00:00:00.0/2019-06-18T00:00:00.0,11566.8369,8433.3604,6683.3228,1750.0381,10348.8359,7938.9453,5575.4009,2363.5444,7964.7949,0.9712,,,,17/06/2019/
2019-06-18T00:00:00.0/2019-06-19T00:00:00.0,11570.5537,8414.1660,6656.1973,1757.9690,10286.1738,7662.8560,4880.3853,2782.4709,7188.4180,0.9712,,,,18/06/2019/
2019-06-19T00:00:00.0/2019-06-20T00:00:00.0,11572.8447,8144.4771,5983.9844,2160.4924,9056.3359,5762.2095,3623.0867,2139.1226,5269.5571,0.9712,,,,19/06/2019/
2019-06-20T00:00:00.0/2019-06-21T00:00:00.0,11573.7578,8138.4565,6054.9272,2083.5291,9176.7568,7260.8706,3976.4844,3284.3860,6378.9839,0.9708,,,,20/06/2019/
2019-06-21T00:00:00.0/2019-06-22T00:00:00.0,11573.1914,8205.3867,6161.6196,2043.7677,9380.2920,5900.2729,3179.7146,2720.5583,4374.7231,0.9660,,,,21/06/2019/
2019-06-22T00:00:00.0/2019-06-23T00:00:00.0,11571.2305,7699.9663,4786.8276,2913.1384,7055.4683,3467.0232,519.9932,2947.0300,733.8801,0.9556,,,,22/06/2019/
2019-06-23T00:00:00.0/2019-06-24T00:00:00.0,11567.8496,7749.8252,4901.3062,2848.5190,7337.6284,4682.4224,1070.1395,3612.2830,2011.7107,0.9712,,,,23/06/2019/
2019-06-24T00:00:00.0/2019-06-25T00:00:00.0,11563.0488,8511.2559,6946.9033,1564.3529,10828.7725,8509.5820,6946.2871,1563.2947,10825.0703,0.9712,,,,24/06/2019/
2019-06-25T00:00:00.0/2019-06-26T00:00:00.0,11556.8154,8499.2910,7012.2119,1487.0789,10999.3506,8369.2568,6651.0176,1718.2394,10544.4893,0.9715,,,,25/06/2019/
2019-06-26T00:00:00.0/2019-06-27T00:00:00.0,11549.1982,8253.1533,6403.3760,1849.7771,9830.8564,7948.6782,5690.7432,2257.9348,8785.5508,0.9715,,,,26/06/2019/
2019-06-27T00:00:00.0/2019-06-28T00:00:00.0,11540.1455,8445.0527,6840.2739,1604.7788,10550.5254,8372.6504,6763.2183,1609.4323,10291.3037,0.9719,,,,27/06/2019/
2019-06-28T00:00:00.0/2019-06-29T00:00:00.0,11529.7256,8643.6963,7186.3955,1457.3011,11298.1797,7684.6099,5336.3413,2348.2686,8996.7373,0.9719,,,,28/06/2019/
2019-06-29T00:00:00.0/2019-06-30T00:00:00.0,11517.8750,8576.7100,7103.6885,1473.0219,11094.0498,8512.4785,6915.2715,1597.2073,10864.1670,0.9722,,,,29/06/2019/
2019-06-30T00:00:00.0/2019-07-01T00:00:00.0,11504.6660,8709.7656,7511.6948,1198.0712,11915.9902,8709.7656,7511.6948,1198.0712,11915.9902,0.9722,,,,30/06/2019/
2019-07-01T00:00:00.0/2019-07-02T00:00:00.0,11490.0400,7875.5879,5538.8101,2336.7778,8329.5566,5269.2676,3100.1055,2169.1619,4837.0356,0.9726,,,,01/07/2019/
2019-07-02T00:00:00.0/2019-07-03T00:00:00.0,11474.0352,8228.9355,6121.5571,2107.3789,9342.0391,7907.4097,5558.1226,2349.2874,8481.1270,0.9729,,,,02/07/2019/
2019-07-03T00:00:00.0/2019-07-04T00:00:00.0,11456.6719,8704.2305,7313.7705,1390.4598,11570.9014,7579.8564,5271.8169,2308.0396,8113.9653,0.9733,,,,03/07/2019/
2019-07-04T00:00:00.0/2019-07-05T00:00:00.0,11437.9365,8643.3262,7346.2866,1297.0399,11669.5039,8630.6016,7322.9775,1307.6238,11615.6191,0.9736,,,,04/07/2019/
2019-07-05T00:00:00.0/2019-07-06T00:00:00.0,11417.8457,8335.1182,6693.7334,1641.3853,10440.3037,5545.0146,1727.4537,3817.5610,2647.6260,0.9740,,,,05/07/2019/
2019-07-06T00:00:00.0/2019-07-07T00:00:00.0,11396.4219,8363.5664,6863.9688,1499.5970,10714.6445,7238.1499,4121.7622,3116.3877,6295.7393,0.9743,,,,06/07/2019/
2019-07-07T00:00:00.0/2019-07-08T00:00:00.0,11373.6328,8160.9780,6311.0518,1849.9261,9765.1621,3602.4758,464.2950,3138.1807,958.6260,0.9649,,,,07/07/2019/
2019-07-08T00:00:00.0/2019-07-09T00:00:00.0,11349.5469,8578.0010,7063.8472,1514.1541,11222.6748,6099.4819,2478.2227,3621.2595,4421.0405,0.9705,,,,08/07/2019/
2019-07-09T00:00:00.0/2019-07-10T00:00:00.0,11324.1211,8428.9893,6802.4023,1626.5874,10617.3184,3582.2053,405.3771,3176.8281,855.4783,0.9760,,,,09/07/2019/
2019-07-10T00:00:00.0/2019-07-11T00:00:00.0,11297.4121,8498.9658,7069.9346,1429.0310,11268.6416,6537.7583,3499.5750,3038.1833,5598.2881,0.9764,,,,10/07/2019/
2019-07-11T00:00:00.0/2019-07-12T00:00:00.0,11269.3965,8273.3369,6631.7163,1641.6207,10411.1152,4809.1655,1926.1659,2882.9995,3440.3921,0.9771,,,,11/07/2019/
2019-07-12T00:00:00.0/2019-07-13T00:00:00.0,11240.0977,7879.9614,5767.0518,2112.9099,8740.5518,3036.6135,547.7682,2488.8452,845.6677,0.9778,,,,12/07/2019/
2019-07-13T00:00:00.0/2019-07-14T00:00:00.0,11209.5283,7607.3433,5114.3374,2493.0059,7649.8218,2424.9978,176.3594,2248.6382,256.0705,0.9681,,,,13/07/2019/
2019-07-14T00:00:00.0/2019-07-15T00:00:00.0,11177.7021,7699.8789,5397.0654,2302.8140,8281.6074,4127.8389,975.9358,3151.9031,1642.3574,0.9792,,,,14/07/2019/
2019-07-15T00:00:00.0/2019-07-16T00:00:00.0,11144.6621,7680.2607,5422.7500,2257.5107,8291.6543,4636.4517,2155.1863,2481.2656,3677.3589,0.9743,,,,15/07/2019/
2019-07-16T00:00:00.0/2019-07-17T00:00:00.0,11110.3643,8029.1904,6286.4561,1742.7347,9848.9688,4340.4995,2001.5060,2338.9937,3760.7256,0.9750,,,,16/07/2019/
2019-07-17T00:00:00.0/2019-07-18T00:00:00.0,11074.8447,7974.7085,6156.3569,1818.3516,9689.4521,5186.0415,2257.1187,2928.9229,3785.8657,0.9705,,,,17/07/2019/
2019-07-18T00:00:00.0/2019-07-19T00:00:00.0,11038.1172,7656.8447,5419.2441,2237.6003,8280.8535,7330.2144,4789.3628,2540.8518,7423.7798,0.9712,,,,18/07/2019/
2019-07-19T00:00:00.0/2019-07-20T00:00:00.0,11000.1924,7410.1323,5008.1978,2401.9343,7639.2925,3766.5928,506.5739,3260.0190,841.8809,0.9719,,,,19/07/2019/
2019-07-20T00:00:00.0/2019-07-21T00:00:00.0,10961.0967,7564.2812,5504.1631,2060.1179,8468.8633,6563.9678,3087.8103,3476.1575,4874.0679,0.9726,,,,20/07/2019/
2019-07-21T00:00:00.0/2019-07-22T00:00:00.0,10920.7949,7457.8604,5233.9272,2223.9333,8102.9248,3640.1265,1481.8367,2158.2898,2597.4492,0.9740,,,,21/07/2019/
2019-07-22T00:00:00.0/2019-07-23T00:00:00.0,10879.3428,7576.5156,5570.7915,2005.7242,8616.0713,5804.2622,1720.4781,4083.7839,2769.9480,0.9747,,,,22/07/2019/
2019-07-23T00:00:00.0/2019-07-24T00:00:00.0,10836.7734,7744.1221,6105.9937,1638.1283,9679.7314,7639.6670,6006.3076,1633.3596,9181.6514,0.9753,,,,23/07/2019/
2019-07-24T00:00:00.0/2019-07-25T00:00:00.0,10793.0693,8044.4834,6857.0098,1187.4736,11150.5342,8044.4834,6857.0098,1187.4736,11150.5342,0.9760,,,,24/07/2019/
2019-07-25T00:00:00.0/2019-07-26T00:00:00.0,10748.2236,7913.4204,6493.0200,1420.4003,10408.7158,7913.4204,6493.0200,1420.4003,10408.7158,0.9771,,,,25/07/2019/
2019-07-26T00:00:00.0/2019-07-27T00:00:00.0,10702.2803,7679.6201,6011.3262,1668.2937,9600.1201,7416.2056,5672.2808,1743.9250,8700.5059,0.9781,,,,26/07/2019/
2019-07-27T00:00:00.0/2019-07-28T00:00:00.0,10655.2812,7348.5610,5240.5112,2108.0498,8162.1729,4048.9617,982.7985,3066.1633,1608.9236,0.9788,,,,27/07/2019/
2019-07-28T00:00:00.0/2019-07-29T00:00:00.0,10607.1748,7204.9565,4932.1382,2272.8179,7661.2036,3939.9961,942.2206,2997.7754,1673.0704,0.9799,,,,28/07/2019/
2019-07-29T00:00:00.0/2019-07-30T00:00:00.0,10558.0234,6937.7876,4281.0718,2656.7158,6539.1992,3700.9089,653.2308,3047.6782,1042.8306,0.9760,,,,29/07/2019/
2019-07-30T00:00:00.0/2019-07-31T00:00:00.0,10507.8584,6688.9004,3819.8198,2869.0806,5870.7329,4045.9690,894.3513,3151.6177,1607.0360,0.9764,,,,30/07/2019/
2019-07-31T00:00:00.0/2019-08-01T00:00:00.0,10456.6035,7015.4624,4753.0044,2262.4580,7346.5693,3482.4114,1506.9768,1975.4344,2474.0955,0.9726,,,,31/07/2019/
2019-08-01T00:00:00.0/2019-08-02T00:00:00.0,10404.4160,6971.9009,4579.7236,2392.1777,7060.2437,5994.2266,2945.6013,3048.6252,4947.2764,0.9733,,,,01/08/2019/
2019-08-02T00:00:00.0/2019-08-03T00:00:00.0,10351.1924,6837.7637,4305.1426,2532.6211,6655.8530,3522.2422,478.9007,3043.3416,714.7568,0.9743,,,,02/08/2019/
2019-08-03T00:00:00.0/2019-08-04T00:00:00.0,10297.0088,6573.3433,3722.9265,2850.4170,5795.0210,4045.8181,888.7138,3157.1042,1401.4873,0.9753,,,,03/08/2019/
2019-08-04T00:00:00.0/2019-08-05T00:00:00.0,10241.8613,7145.4951,5264.6094,1880.8857,8379.4883,5164.1064,2592.4094,2571.6973,4769.4155,0.9764,,,,04/08/2019/
2019-08-05T00:00:00.0/2019-08-06T00:00:00.0,10185.7695,6981.6416,4956.2090,2025.4325,7862.0708,4705.7090,1891.9866,2813.7224,3131.5098,0.9774,,,,05/08/2019/
2019-08-06T00:00:00.0/2019-08-07T00:00:00.0,10128.7676,6877.5107,4809.9966,2067.5146,7638.0752,4671.7197,1528.7456,3142.9744,2501.4221,0.9785,,,,06/08/2019/
2019-08-07T00:00:00.0/2019-08-08T00:00:00.0,10070.8418,6880.7900,4980.0444,1900.7458,7802.9849,4971.4185,1842.1779,3129.2407,2832.1890,0.9795,,,,07/08/2019/
2019-08-08T00:00:00.0/2019-08-09T00:00:00.0,10012.0410,7030.2227,5225.0259,1805.1969,8485.0801,6351.9160,3605.4575,2746.4585,6077.7886,0.9806,,,,08/08/2019/
2019-08-09T00:00:00.0/2019-08-10T00:00:00.0,9952.3623,7093.0811,5614.8101,1478.2714,9265.4844,6466.0137,4096.5527,2369.4607,6681.5737,0.9764,,,,09/08/2019/
2019-08-10T00:00:00.0/2019-08-11T00:00:00.0,9891.7900,6941.9697,5451.8340,1490.1357,9161.3115,1785.6847,84.1473,1701.5374,287.3516,0.9778,,,,10/08/2019/
2019-08-11T00:00:00.0/2019-08-12T00:00:00.0,9830.4414,7133.3569,5712.5195,1420.8370,9500.6016,6255.4482,3912.0229,2343.4253,7150.5679,0.9733,,,,11/08/2019/
2019-08-12T00:00:00.0/2019-08-13T00:00:00.0,9768.2061,6530.7612,4289.1455,2241.6157,6873.4390,1334.7806,124.3852,1210.3955,304.7471,0.9694,,,,12/08/2019/
2019-08-13T00:00:00.0/2019-08-14T00:00:00.0,9705.2002,7003.5669,5526.6597,1476.9070,9212.5078,5492.4614,3221.5579,2270.9036,4720.5952,0.9757,,,,13/08/2019/
2019-08-14T00:00:00.0/2019-08-15T00:00:00.0,9641.3887,6788.2061,4901.0366,1887.1692,8034.2773,5432.6099,2794.1594,2638.4502,4509.4819,0.9767,,,,14/08/2019/
2019-08-15T00:00:00.0/2019-08-16T00:00:00.0,9576.7764,6832.7070,5270.0210,1562.6864,8775.3369,5520.6758,2976.4265,2544.2490,4946.2505,0.9781,,,,15/08/2019/
2019-08-16T00:00:00.0/2019-08-17T00:00:00.0,9511.4238,6642.1641,4892.9302,1749.2341,8077.5059,3183.2637,391.3572,2791.9065,876.1403,0.9792,,,,16/08/2019/
2019-08-17T00:00:00.0/2019-08-18T00:00:00.0,9445.3330,6568.4204,4836.9536,1731.4670,8073.3711,3440.5874,563.6672,2876.9202,876.1299,0.9750,,,,17/08/2019/
2019-08-18T00:00:00.0/2019-08-19T00:00:00.0,9378.5107,6655.7368,5301.5176,1354.2192,9057.1465,5828.6592,4406.6216,1422.0375,7118.0908,0.9812,,,,18/08/2019/
2019-08-19T00:00:00.0/2019-08-20T00:00:00.0,9310.9512,6572.2280,5182.4834,1389.7449,8847.8809,2897.6545,517.4927,2380.1619,1080.2860,0.9774,,,,19/08/2019/
2019-08-20T00:00:00.0/2019-08-21T00:00:00.0,9242.7148,6159.7715,4078.6577,2081.1138,6706.2344,2462.3069,279.0490,2183.2578,369.9092,0.9681,,,,20/08/2019/
2019-08-21T00:00:00.0/2019-08-22T00:00:00.0,9173.7607,6443.0317,4741.2817,1701.7501,8009.6802,4354.5571,1368.1124,2986.4446,2321.6716,0.9747,,,,21/08/2019/
2019-08-22T00:00:00.0/2019-08-23T00:00:00.0,9104.1777,6411.5044,4658.9902,1752.5140,7950.8926,4621.7979,1390.4156,3231.3823,2367.1104,0.9757,,,,22/08/2019/
2019-08-23T00:00:00.0/2019-08-24T00:00:00.0,9033.9062,6402.5493,4761.8535,1640.6959,8158.9810,6402.5493,4761.8535,1640.6959,8158.9810,0.9771,,,,23/08/2019/
2019-08-24T00:00:00.0/2019-08-25T00:00:00.0,8963.0449,5933.8560,3814.3804,2119.4756,6387.9136,4757.6431,1475.4915,3282.1516,2443.5945,0.9733,,,,24/08/2019/
2019-08-25T00:00:00.0/2019-08-26T00:00:00.0,8891.5576,5795.5146,3520.2693,2275.2454,5888.3638,4568.0308,1390.5190,3177.5120,2473.1938,0.9792,,,,25/08/2019/
2019-08-26T00:00:00.0/2019-08-27T00:00:00.0,8819.4580,5643.8037,3247.6704,2396.1333,5353.1899,4705.3457,2115.7800,2589.5657,3290.0549,0.9806,,,,26/08/2019/
2019-08-27T00:00:00.0/2019-08-28T00:00:00.0,8746.7998,5503.0508,2965.9792,2537.0715,4959.9565,5233.3281,2624.2786,2609.0496,4296.0015,0.9816,,,,27/08/2019/
2019-08-28T00:00:00.0/2019-08-29T00:00:00.0,8673.5654,5898.9116,4143.5371,1755.3743,7160.5083,4597.2476,1535.1317,3062.1160,3092.0510,0.9778,,,,28/08/2019/
2019-08-29T00:00:00.0/2019-08-30T00:00:00.0,8599.8135,5585.9946,3481.6592,2104.3357,5956.5156,4587.7773,1791.5994,2796.1777,3182.3801,0.9736,,,,29/08/2019/
2019-08-30T00:00:00.0/2019-08-31T00:00:00.0,8525.5195,5433.6128,3225.3521,2208.2607,5503.4097,4687.5996,1690.9028,2996.6970,3167.8674,0.9750,,,,30/08/2019/
2019-08-31T00:00:00.0/2019-09-01T00:00:00.0,8450.7529,5603.3428,3655.7295,1947.6132,6383.3457,5515.2437,3509.3459,2005.8978,6111.8955,0.9760,,,,31/08/2019/
2019-09-01T00:00:00.0/2019-09-02T00:00:00.0,8375.4512,5722.3564,4126.6782,1595.6785,7282.6040,4242.5962,2584.6072,1657.9889,4338.3057,0.9726,,,,01/09/2019/
2019-09-02T00:00:00.0/2019-09-03T00:00:00.0,8299.7559,5646.1172,4086.0935,1560.0238,7297.0527,1813.2218,46.3714,1766.8505,202.6087,0.9788,,,,02/09/2019/
2019-09-03T00:00:00.0/2019-09-04T00:00:00.0,8223.5938,5980.4653,4753.5752,1226.8904,8772.1025,5925.3647,4642.8467,1282.5182,8619.3428,0.9802,,,,03/09/2019/
2019-09-04T00:00:00.0/2019-09-05T00:00:00.0,8147.0449,5989.2134,5011.8613,977.3522,9412.7354,5989.2134,5011.8613,977.3522,9412.7354,0.9816,,,,04/09/2019/
2019-09-05T00:00:00.0/2019-09-06T00:00:00.0,8070.0679,5825.1138,4838.6802,986.4338,9190.6904,4996.0020,3612.2463,1383.7559,6551.4829,0.9826,,,,05/09/2019/
2019-09-06T00:00:00.0/2019-09-07T00:00:00.0,7992.7476,5647.2422,4165.0752,1482.1671,7606.8579,2699.4587,284.7379,2414.7207,495.4280,0.9785,,,,06/09/2019/
2019-09-07T00:00:00.0/2019-09-08T00:00:00.0,7915.0356,5367.3594,3543.7830,1823.5763,6494.2007,1426.9940,15.1990,1411.7950,22.0565,0.9747,,,,07/09/2019/
2019-09-08T00:00:00.0/2019-09-09T00:00:00.0,7837.0244,5483.1167,4067.6104,1415.5065,7583.3721,3422.4614,1063.4124,2359.0491,1630.0948,0.9757,,,,08/09/2019/
2019-09-09T00:00:00.0/2019-09-10T00:00:00.0,7758.6338,5435.4668,4181.2617,1254.2056,7772.3159,2059.1775,227.3671,1831.8104,527.2527,0.9778,,,,09/09/2019/
2019-09-10T00:00:00.0/2019-09-11T00:00:00.0,7680.0210,5456.1250,4190.7383,1265.3867,7921.7720,4863.1265,2734.1204,2129.0063,5380.5317,0.9785,,,,10/09/2019/
2019-09-11T00:00:00.0/2019-09-12T00:00:00.0,7601.0884,5373.1860,4270.2080,1102.9784,8225.7383,4029.8665,1581.0823,2448.7839,3109.3337,0.9799,,,,11/09/2019/
2019-09-12T00:00:00.0/2019-09-13T00:00:00.0,7521.9429,5380.4492,4306.4224,1074.0269,8412.0820,3857.3828,1617.8640,2239.5188,3747.8040,0.9809,,,,12/09/2019/
2019-09-13T00:00:00.0/2019-09-14T00:00:00.0,7442.5449,5253.1084,4127.6865,1125.4220,8064.9067,3207.6238,1136.0972,2071.5269,2802.8887,0.9767,,,,13/09/2019/
2019-09-14T00:00:00.0/2019-09-15T00:00:00.0,7362.8823,5308.9131,4191.5703,1117.3428,8234.2637,5185.9248,3958.3345,1227.5903,7590.5059,0.9788,,,,14/09/2019/
2019-09-15T00:00:00.0/2019-09-16T00:00:00.0,7283.0806,5213.1362,4170.4282,1042.7084,8276.8662,4835.6343,3309.9126,1525.7217,6662.1221,0.9795,,,,15/09/2019/
2019-09-16T00:00:00.0/2019-09-17T00:00:00.0,7203.0820,4984.6812,3735.7373,1248.9436,7349.9478,2548.9619,335.0614,2213.9004,694.7993,0.9757,,,,16/09/2019/
2019-09-17T00:00:00.0/2019-09-18T00:00:00.0,7122.9448,5002.8936,3760.0024,1242.8912,7416.5410,3041.9863,971.9583,2070.0278,2167.8633,0.9767,,,,17/09/2019/
2019-09-18T00:00:00.0/2019-09-19T00:00:00.0,7042.6523,5274.1382,4281.2041,992.9343,8696.1709,3602.1685,1329.9315,2272.2368,3484.3103,0.9781,,,,18/09/2019/
2019-09-19T00:00:00.0/2019-09-20T00:00:00.0,6962.2295,5132.2588,4084.1975,1048.0614,8341.3955,3404.2451,1039.7985,2364.4465,2741.0891,0.9799,,,,19/09/2019/
2019-09-20T00:00:00.0/2019-09-21T00:00:00.0,6881.7334,4940.7568,3865.3376,1075.4192,7916.7012,4157.5942,1980.9501,2176.6440,4591.8120,0.9809,,,,20/09/2019/
2019-09-21T00:00:00.0/2019-09-22T00:00:00.0,6801.1865,4846.2681,3767.5601,1078.7081,7746.1211,4846.2681,3767.5601,1078.7081,7746.1211,0.9819,,,,21/09/2019/
2019-09-22T00:00:00.0/2019-09-23T00:00:00.0,6720.5649,5015.0859,4323.3921,691.6939,9233.4668,5009.0938,4312.9707,696.1229,9190.0068,0.9833,,,,22/09/2019/
2019-09-23T00:00:00.0/2019-09-24T00:00:00.0,6639.9390,4673.2979,3600.2502,1073.0477,7498.3623,2906.2788,557.2791,2348.9998,1353.6914,0.9792,,,,23/09/2019/
2019-09-24T00:00:00.0/2019-09-25T00:00:00.0,6559.2529,4284.5059,2711.7227,1572.7832,5537.0454,2473.7935,463.8318,2009.9615,1079.8445,0.9757,,,,24/09/2019/
2019-09-25T00:00:00.0/2019-09-26T00:00:00.0,6478.6533,4517.1245,3434.8953,1082.2291,7221.4800,2084.6436,716.7101,1367.9333,1738.4745,0.9767,,,,25/09/2019/
2019-09-26T00:00:00.0/2019-09-27T00:00:00.0,6398.0742,4484.3945,3337.5361,1146.8583,7044.6484,3313.3579,1558.8983,1754.4596,3484.1902,0.9781,,,,26/09/2019/
2019-09-27T00:00:00.0/2019-09-28T00:00:00.0,6317.5854,4245.0537,2956.2063,1288.8473,6382.6587,1949.7518,220.0930,1729.6588,729.0423,0.9792,,,,27/09/2019/
2019-09-28T00:00:00.0/2019-09-29T00:00:00.0,6237.1675,4324.4946,3203.0217,1121.4730,6878.5801,3065.4924,1093.5973,1971.8950,2733.2749,0.9806,,,,28/09/2019/
2019-09-29T00:00:00.0/2019-09-30T00:00:00.0,6156.8887,4260.8584,3196.3325,1064.5258,6996.5073,3188.6008,1367.5953,1821.0055,2956.5166,0.9816,,,,29/09/2019/
2019-09-30T00:00:00.0/2019-10-01T00:00:00.0,6076.7114,4321.0317,3430.4480,890.5839,7587.1157,2095.6575,420.9442,1674.7133,937.9059,0.9833,,,,30/09/2019/
2019-10-01T00:00:00.0/2019-10-02T00:00:00.0,5996.7231,4183.9312,3312.2336,871.6973,7390.2129,2761.2720,1281.3534,1479.9186,3063.8831,0.9795,,,,01/10/2019/
2019-10-02T00:00:00.0/2019-10-03T00:00:00.0,5916.9766,4047.5083,2934.0977,1113.4106,6603.1343,1581.2230,152.7617,1428.4613,311.9497,0.9649,,,,02/10/2019/
2019-10-03T00:00:00.0/2019-10-04T00:00:00.0,5837.4048,4088.3120,3015.2344,1073.0776,6759.0542,1519.1281,153.9760,1365.1521,575.5327,0.9767,,,,03/10/2019/
2019-10-04T00:00:00.0/2019-10-05T00:00:00.0,5758.1206,4092.5981,3183.9998,908.5983,7243.5708,2495.6719,774.7407,1720.9313,1496.9100,0.9778,,,,04/10/2019/
2019-10-05T00:00:00.0/2019-10-06T00:00:00.0,5679.0669,3980.6836,3106.8508,873.8328,7130.9336,752.4022,36.1467,716.2554,163.3437,0.9795,,,,05/10/2019/
2019-10-06T00:00:00.0/2019-10-07T00:00:00.0,5600.3198,3946.4204,2981.3660,965.0543,6900.0391,2614.7498,785.7889,1828.9609,1893.4634,0.9806,,,,06/10/2019/
2019-10-07T00:00:00.0/2019-10-08T00:00:00.0,5521.8936,4086.1196,3417.2869,668.8326,8253.7686,4018.1111,3262.3074,755.8039,7947.4092,0.9819,,,,07/10/2019/
