date,air_temp_CZ,air_temp_DE,air_temp_HU,air_temp_RO,air_temp_SK,precipitation_CZ,precipitation_DE,precipitation_HU,precipitation_RO,precipitation_SK,electricity_daily_average_CZ,irradiance_CZ,irradiance_DE,irradiance_HU,irradiance_RO,irradiance_SK,electricity_demand_CZ,electricity_demand_DE,electricity_demand_HU,electricity_demand_RO,electricity_demand_SK
26/08/2020,15.31,14.94,20.64,21.33,17.67,0.00316443465116229,0.00143901918371851,0.00656483924527718,0.00350976252328421,0.015140827990192,678.01,122.322532088423,168.172339194454,135.205228716568,196.92542613021,107.425281459237,-2755685.4,-713635.6,108617.8,84991.8,-16254.5
27/08/2020,12.78,14.28,19.01,19.15,15.23,0.00256973579643082,0.00200062783747719,0.00236972196169015,0.00911448657642217,0.00221780216409617,1207.57,161.832663828985,175.882429754291,195.545683499143,147.88289274119,174.348208822187,-2756710.4,-714501,106597.2,83313.7,-18878.4
28/08/2020,11.93,14.82,17.51,17.85,13.64,0.00723263696807528,0.00716153947475944,0.00100992500020471,0.00444773353823299,0.00615657692621278,1089.29,85.5803735120613,110.88404785208,205.760753233061,180.631619952811,172.417245422176,-2757302,-718503.5,104766.1,81545.8,-20338.4
29/08/2020,13.56,14.14,16.99,17.98,13.85,0.0131125761659874,0.00857287881656102,0.00908160212596255,0.00123503536590419,0.00914651318893921,941.81,114.360193388483,129.462643688777,128.607788113868,187.627024195069,107.633557451497,-2780501.3,-940761.1,95680.8,71197.4,-26051.3
30/08/2020,10.40,12.34,15.28,16.91,11.82,0.00645605504144225,0.00472917367308754,0.00176934069779009,0.00617864520477724,0.00632298309628348,879.84,108.209198435295,126.622849741754,190.911499250986,155.518682403528,157.994522488791,-2781847.5,-1044415.9,88038.5,59817.9,-28738.1
31/08/2020,12.07,13.00,14.65,15.20,11.59,0.00291521694201142,0.00101926202895453,0.00296485801284244,0.00120105723016545,0.00685656556747473,1325.47,161.301706136093,151.140965795733,170.029331637217,195.848017115949,146.38994595983,-2756372.7,-705658.8,101993.6,77084.9,-23083.8
01/09/2020,12.12,13.79,15.11,14.17,11.90,0.00161273385956602,0.000433787237912748,0.000941474236729404,0.00222723695799688,0.00182715136413743,1430.79,110.606572633324,117.396685032947,150.139208500889,146.383461827641,115.851568017375,-2751859.7,-660751.9,105510.6,79497.4,-24558.3
02/09/2020,13.61,15.82,13.93,14.41,11.37,0.00619197985366561,0.000896213454067421,0.00266667280709458,0.000807967094054423,0.00518412291463283,1376.28,36.978134633263,139.699504729403,70.8669127233375,153.996441223288,45.3894335625987,-2748984,-658069.9,108171.6,79994.4,-18054.8
03/09/2020,13.76,16.64,15.85,14.36,12.43,0.000240677710711865,2.33396278189597e-05,0.00121477165913144,0.00486879498609347,0.00191376999216668,1119.20,107.25665513518,195.185762004713,113.943012195522,106.713970171485,82.6137568230909,-2751444.4,-675427.9,107696.7,80079.8,-17376.1
04/09/2020,14.51,17.89,14.78,11.77,11.07,0.00123208646634103,0.000451469697656127,0.00108955144443656,0.000846619544610063,0.00189891381855343,1032.05,139.25330052621,183.593793512962,144.090020737743,169.244326552413,111.518222912783,-2756462,-697025.9,106436.4,80203.4,-18773.3
05/09/2020,16.86,17.89,18.19,14.11,14.07,0.00376107319314892,0.00603803397843497,0.00208012235949003,0.00166021660185676,0.00240728873242511,848.05,113.557185083119,121.860488259752,134.566491997226,152.24578224607,82.5026584865354,-2779447.9,-919756.9,97017.5,67507.3,-24691.3
06/09/2020,16.02,14.74,21.64,18.95,17.73,0.00943933548880087,0.00672466729342357,0.00013538439037684,0.00048715310150381,0.0016007967128615,895.30,90.2656270886064,111.18218982767,200.093894375142,194.841429078439,155.172639175923,-2782066,-1042705.3,92891.2,57309.5,-27373.2
07/09/2020,13.69,13.58,22.88,21.76,18.56,0.0172825617042738,0.00238370387010708,0.00082424413620226,9.41596450453614e-05,0.0037670685155848,1213.16,72.054136461771,109.373661184677,192.500571240875,206.515772813027,165.969487476215,-2753072,-703591.3,107566.7,78774.6,-20086.4
08/09/2020,12.36,12.76,19.14,22.33,13.79,0.00334238506316067,0.000335030913210884,0.0108727298411134,0.000798563060219734,0.024274699871493,1056.29,119.108424115786,150.200539600908,86.9652564488374,197.372451270249,50.9151398183165,-2751277.3,-658172.9,110146.8,84112.6,-17339.1
09/09/2020,11.27,12.52,14.86,16.36,11.48,0.00285392586274583,0.0013651103006299,0.00064582388844591,0.00648789780097636,0.00258465427460899,1131.32,89.2476968932201,102.23980498217,159.133907196624,111.268454188877,142.436330367632,-2747969.2,-627923.1,108295.7,80228,-18240.1
10/09/2020,10.60,12.54,14.02,12.91,10.51,0.00165603748559285,0.00517001192417435,0.000337349786612398,0.0014015169481862,0.00327699687434766,1273.72,131.563599718658,104.92436529219,171.01381395029,148.780449024383,143.158466636622,-2748002.2,-614979.1,108238.8,80908,-18352.6
11/09/2020,11.14,13.94,12.91,12.44,10.34,0.00201105462180223,0.00574624772026373,0.00186274307542177,0.0012226296327183,0.000890431304887598,1204.94,98.7966704370374,89.6916424040433,134.857497533868,154.606617725558,138.136291220016,-2750549.2,-643482,107424.9,79819.2,-19197.9
12/09/2020,11.29,13.70,13.40,13.72,10.59,0.00220059347761988,0.00152161449301692,0.0013906606040115,0.00135917427256013,0.00306859117157797,917.23,112.424167272914,114.287538976339,138.881428409499,183.809414479031,134.015070853488,-2774541,-885790.2,96646.7,67893.1,-25798.1
13/09/2020,7.71,10.29,11.93,12.00,8.69,0.000732692919750747,3.45100481654887e-05,0.00247506654508151,0.0101482716686917,0.00475395122301884,758.64,112.706088640227,165.556459920734,157.555459874994,96.2307329385432,118.321958751235,-2774150.2,-978766.7,91928.1,56987.9,-27460.4
14/09/2020,6.15,7.86,10.72,10.46,7.42,0.000510834189594058,0.000186675418672802,0.000637744586617911,0.00255956481781215,0.000489216228471053,1345.15,110.824628224147,165.058143519035,158.365776490482,135.976134140337,138.782292179853,-2741478.4,-595473.3,108823.4,77375.7,-22405.8
15/09/2020,6.28,7.95,10.48,9.58,7.45,0.0020419489902664,0.000263225183203327,9.21374485074443e-05,0.017493864518424,0.000439836192804947,1612.49,78.6752199839852,131.905407359386,163.724102319663,91.7351178328358,127.567076701724,-2735469.9,-524761.9,115108.7,82139.4,-25461.4
16/09/2020,8.02,9.23,10.71,10.22,8.37,0.000775229002605148,0.00055138445332987,8.40062360239075e-05,0.00254672887458871,0.0004861099028425,1441.63,92.6619750164162,135.207726664578,171.339595245349,144.611111611168,117.634976562763,-2735318.2,-511295.4,117421.1,82147.4,-19132.1
17/09/2020,8.60,10.51,12.28,11.86,9.41,0.00356509963503124,0.00145174865522081,0.00552233248531817,0.00257753714357888,0.00388964939688476,1404.55,92.2390360976433,106.625088791987,138.486364338607,190.992157513526,147.069347350509,-2735356.1,-509726.1,118763.1,80863.9,-18378.7
18/09/2020,10.90,11.58,14.63,15.07,11.58,0.000135880252633869,0.000113379162079446,0.00243310698542332,0.00214453538793385,0.00189119650433236,1244.51,132.303063426827,137.762080606838,98.6825264345104,105.796146958114,136.560201229073,-2742289.3,-548936,117336.3,78281.8,-18949.4
19/09/2020,13.71,12.26,18.03,17.49,13.95,0.000677121812928245,0.000241581151846909,0.00196740736146924,0.00369503721555183,0.00287713676147294,995.05,48.4197080918381,120.633772943135,52.0806679235811,82.5775686899698,25.9557985052702,-2765160.2,-788319.6,106240.2,68491,-23940
20/09/2020,16.32,13.21,20.06,19.89,17.11,0.00678280899410275,0.00830565604742142,0.00289784769437165,0.00101237804065431,0.00329225530027125,953.81,70.3747888866663,39.4971872832843,111.271309295377,167.003683163686,113.19920185597,-2771211.6,-899845.4,95844.8,58288.8,-26698.3
21/09/2020,12.48,11.47,17.18,17.95,14.30,0.00448285222387499,0.0108963569759102,0.00525497339664751,0.00237568573346938,0.00164863938670296,1561.77,67.8765002769888,35.3156376956048,123.344619044671,149.453061317032,92.1704678580012,-2740882.5,-553334.9,107067.1,76370.4,-18757.3
22/09/2020,10.46,10.89,14.23,15.28,11.24,0.00160068510445805,0.00197631822650203,0.00199054786981143,0.00123259988096962,0.00104308517906427,1598.09,116.97865250408,102.783836385208,116.625204303855,133.220234744964,97.8726922591612,-2739130.1,-530002.3,109888.3,79051.6,-17423.6
23/09/2020,9.82,10.36,13.03,14.83,10.66,0.000728372374460264,0.00147007586067123,0.00653278162282599,0.00546334807846339,0.00077899852513442,1354.26,94.7587207953892,104.139523942715,61.9043280833996,139.243871895097,97.770727957617,-2737875.9,-521465.9,111447.2,79901,-17190
24/09/2020,8.61,9.51,13.12,13.46,9.41,3.55833436528895e-05,0.000196730465084888,0.00111310552644961,0.00801582450842762,0.000109038169047166,1145.81,146.068847008603,135.97091250484,164.307960239911,85.9206465436852,155.719035277068,-2738013.8,-515812.5,110991.1,80719.9,-17754.1
25/09/2020,11.29,11.76,12.26,10.84,9.66,0.000202512936028948,0.000541428358110487,8.04301890312214e-05,8.81353251018352e-05,0.000211601576214788,1160.04,157.43198036307,105.857935412201,170.10669966935,167.153696693996,156.977751486389,-2743653.2,-541286.9,111832.1,81923.9,-18346.5
26/09/2020,12.82,12.77,15.13,13.34,12.89,0.000110205572602113,0.00030608046051497,8.88582460101033e-05,0.000155389125817853,0.000229063579146575,922.00,85.6481106856604,68.4776069619875,117.920783847435,148.547397442056,109.148032361046,-2764110.9,-774126.7,102595,69952.6,-24403.7
27/09/2020,14.28,15.17,17.34,15.15,14.37,0.00139340437545226,0.00118240418409883,0.000133755421189338,0.000453906074013178,0.0020626527588257,775.80,58.7836305303444,74.9540833336733,127.646271678218,120.446237114817,95.8430613992841,-2774608,-909218.9,94724.7,57702.9,-26298.7
28/09/2020,14.52,14.21,18.38,16.06,14.74,0.000459800925081807,0.000109322913972,0.000332816847751474,0.000752973193911822,0.00159695714362457,1388.79,72.9013741988898,103.343757785759,117.186832586641,109.543248112361,62.9674410481312,-2766993.6,-593504.8,107812.1,76533.6,-18058.8
29/09/2020,8.46,10.72,14.22,13.14,9.14,0.000131192340452994,3.50510044297843e-05,0.000190228702696125,0.00214904622110261,0.000829083236679099,1481.18,110.470751330545,133.864812235962,137.130957139044,119.648514155239,108.613124767484,-2741474.6,-565606.8,109732.3,81050.2,-16762.9
30/09/2020,7.19,10.55,10.10,7.89,6.95,3.79318496903857e-05,3.9360019424898e-05,6.74035591276315e-05,0.000143460923848087,0.000116745536942391,1389.10,150.357084318599,144.558780885935,156.041433488527,154.915267284237,146.304298423884,-2736822.3,-548556.7,111889.4,87312.6,-16715.4
01/10/2020,9.13,13.20,11.10,7.84,7.78,4.61447068866563e-05,0.00425675338356163,4.00740916298054e-05,3.51727275690669e-05,1.49704780019949e-05,1243.51,149.305905048997,100.664695524343,164.104417452767,177.105935073322,158.80836106577,-2736157,-549572.8,115147.9,88767.7,-17067.1
02/10/2020,12.45,13.76,14.86,12.49,10.96,0.00998006126133427,0.0052618472337706,0.0062291965822047,0.00150703857414543,0.00461997266923797,982.23,30.3612019280596,59.7423697455543,53.2897112464834,136.010293263086,28.4564652015362,-2739271.3,-653687.1,116162.1,83197.7,-16775.2
03/10/2020,11.66,12.12,14.24,13.98,11.98,0.000374863962336913,0.00225301465019659,0.00220460118229867,0.00102642617964525,0.00552067825405736,617.80,95.8372507880668,73.0953439043412,94.722810156272,110.564460393905,57.8592053516418,-2763292.7,-991436.9,104215.4,71941.2,-23435.4
04/10/2020,10.57,12.30,13.38,13.14,10.66,5.79391327361164e-05,0.00100196772201981,2.68223540148021e-05,0.00590135157541245,1.45014126493719e-05,349.17,95.5691050088465,79.2937692886403,127.301179623882,82.1156538968596,125.000348976796,-2766903.8,-927959.4,98917.6,61056.6,-26470.5
05/10/2020,11.46,14.67,12.54,11.54,10.24,0.000214111763471548,0.00432245115993902,2.01712157774145e-05,0.00335530811783065,1.51728249423867e-05,959.66,45.5792352681099,30.3161093801392,140.931747285355,91.8627587304696,134.928782037118,-2736840.2,-589266.7,112075.1,81272,-18854.9
06/10/2020,14.17,13.55,14.54,11.15,12.80,0.00184886692368537,0.00808511513003132,2.16872643336528e-05,0.000973625048846914,1.97226165327981e-05,1014.59,91.4468073980491,65.7549585548231,140.782285710847,99.8920528790569,123.062790510185,-2738199,-571915.7,114665.2,85785.5,-17158.5
07/10/2020,10.68,10.76,15.32,12.70,12.68,0.0100126597855284,0.00891729412673212,0.000630792692341714,0.000234210762275813,0.000726229367636645,1030.09,42.9081367692481,67.1876209779049,118.137392899203,139.255825152596,100.870222317799,-2735162.8,-552562.5,114330.3,85410.4,-16585.3
08/10/2020,8.95,9.89,12.41,12.28,9.80,0.00026746470474328,0.000918090040676265,0.000150205344426094,0.00122604434802586,0.000625957241390933,936.69,89.8299776634441,86.859570109089,118.397862704787,88.3570569837403,96.0246924315072,-2735135.3,-534247.9,115866.4,86168.5,-16359.9
09/10/2020,8.76,9.39,11.16,10.25,8.52,0.000761451133625916,0.00470624199973605,2.10359801571093e-05,0.000270034341847958,1.71094975323902e-05,1159.44,113.541832278889,51.4985965407709,142.137631326216,133.236174145556,124.462551863827,-2737728.7,-533527.7,116274.1,87330,-17470.9
10/10/2020,10.03,11.13,12.28,9.95,8.41,0.00273445889369928,0.00947304068720676,0.00384950186180933,0.000331549337718523,0.00100292046256909,899.85,40.9785544591541,34.5012244859538,111.095961234626,145.373134408821,63.233940460138,-2757223.7,-751394.4,108908.3,77065.5,-22811.6
11/10/2020,8.78,9.88,13.09,10.68,9.58,0.00043318122897004,0.00137365100314142,0.00143606582660035,0.0013580165993143,0.000251127817220771,843.12,97.0866017536734,63.4079678112127,116.671654449825,87.3904232090751,96.2678752654452,-2762100.9,-859890.6,102854.4,64961.4,-25913
12/10/2020,7.65,9.75,10.87,9.50,7.41,0.000273641066463097,0.000587276144633678,1.97032219780146e-05,0.00923178039314806,1.67347569033022e-05,1388.24,80.8876001119672,71.2570805168524,126.494311996072,67.7815455549955,112.947171027748,-2732043.6,-525110.6,117303.2,86519.5,-17965.4
13/10/2020,7.92,9.48,10.65,9.25,7.38,7.74566288373997e-05,0.000104124853067595,8.40365226310442e-05,0.0147757395371422,2.34405498389289e-05,1293.88,74.0669425816619,86.8273961205151,115.226613131721,40.922385240802,115.866668425214,-2728999.8,-479533.6,122680,89939,-16455.4
14/10/2020,6.40,8.39,9.80,8.47,6.90,1.71934185213668e-05,1.84765738662243e-05,2.09107612547018e-05,0.0142313518288403,4.43003999713089e-05,1087.36,96.1316458799876,92.565212538919,121.778514214619,30.8323866661433,104.244883171336,-2727212.2,-456107.9,125135.7,91722.5,-16071.3
15/10/2020,5.89,8.37,9.46,7.18,6.79,1.12891922504108e-05,1.66084548662444e-05,0.00065084023088982,0.0160288921034712,8.6265198279419e-05,1239.23,112.219768165102,106.301136051754,82.3945423401824,24.962070507003,104.114982319497,-2726101.9,-445140.1,128368.6,93554.1,-16254.9
16/10/2020,5.68,9.48,9.04,7.31,5.91,1.10907805354813e-05,0.000425054656366925,7.99788042373015e-05,0.00200188777733227,1.80192836747872e-05,1306.56,119.985029928048,66.7014662475373,115.846548215323,36.6530653635573,114.98890347682,-2727381.6,-459930,128061.1,92509.4,-17250.1
17/10/2020,8.80,11.50,8.73,6.80,6.23,0.00501327367581765,0.00609513927902522,0.000448584839645906,0.000688214947143204,0.00186516639567632,1079.74,46.0714252230756,33.4599694909848,107.170538186862,104.386131045089,70.7088097535879,-2749989.9,-696165.3,121311.9,82236.1,-23038.7
18/10/2020,7.49,8.79,10.25,7.87,7.69,0.00797601726967922,0.0054834747189971,0.00269863745009862,0.00454396281479511,0.00725136167389361,765.69,64.9099857580093,50.2629065890627,57.603815411022,52.6804570575631,61.4646823709945,-2754030.9,-804236.6,116339.1,69580,-25857.8
19/10/2020,4.87,6.34,7.73,6.77,5.26,0.0013760188043564,0.000401319131528714,0.00123478028373061,0.00226648893741377,0.00331361196290927,1204.32,63.7580516426931,71.4741511144573,90.0220914548159,66.190729575689,63.7174140661605,-2721969.7,-439118.4,131561.6,91606.2,-16942.7
20/10/2020,5.40,7.34,6.85,5.65,4.33,0.000778269131660303,0.000561298339884997,0.000129015906555793,0.00436019567017299,0.000637558359744681,1046.54,48.604001423346,68.10742468472,107.796666114575,60.9711240824756,79.6099574291106,-2718582.2,-393627.7,136547.4,94932.1,-16000.9
21/10/2020,6.76,8.80,7.03,4.64,4.92,0.00110332526169456,0.000574337566003789,0.000342825397245919,0.00201801632636314,0.00105580582259806,1019.06,46.3373345733796,69.5304278382971,83.3109113561386,86.8138981857804,59.580595876393,-2718332.4,-391214.9,138796.2,96619.9,-15743
22/10/2020,7.61,8.57,9.50,5.03,7.24,0.0029254512430079,0.00570544937329133,0.000290798321474617,0.000482772090380488,0.000674110393538656,872.25,86.9087460872414,57.3927610345342,102.74501913664,86.4817589408683,85.0409586931783,-2720420.7,-383917.7,135054.5,96544.6,-16586
23/10/2020,6.20,7.95,8.54,7.13,6.45,0.000928104506897266,0.00216346772257899,0.0118831263009441,0.00881407695081079,0.00669427781908766,1176.74,71.6308807862146,60.6200347838088,55.5616773667948,64.5206871377314,66.5005543027896,-2722672.1,-395794.6,120158.6,93449.5,-17065.5
24/10/2020,7.66,10.12,6.60,5.53,4.78,0.00473266352291316,0.00505043230558459,0.000329386406394668,0.00336633305517634,0.00140359016831777,787.32,22.8202614504474,43.7570666773034,56.5127448679127,67.23688777187,43.4390005728123,-2745253.9,-645287.1,125200.6,84350.6,-22638
25/10/2020,5.19,7.46,8.86,6.29,5.51,3.9223825752371e-05,0.0032883572021307,2.23603698964518e-05,0.000385295258264399,2.01993259121362e-05,611.81,104.338901008818,77.8397999457367,103.462626036514,85.4677574825793,104.691469603111,-2750242.5,-760557.8,122954.8,72371.4,-26689.9
26/10/2020,7.20,11.60,9.10,5.96,5.17,0.00551696819287387,0.00584954841339189,0.00131975607834872,0.000283529179168152,0.00156323960268586,1108.97,19.8693168758948,20.4334044340703,56.1857895066545,95.8318265364174,59.0977711487171,-2718984.2,-436845.3,135128.7,94810.7,-17812.2
27/10/2020,12.61,13.20,12.55,7.62,9.06,0.000787947487429586,0.0106514172892139,0.000129471788098962,0.000317875503497666,0.000251589633381921,1008.74,70.4146382666132,44.8641519434736,73.3097195095703,55.0835206788559,55.7093111319955,-2726017.6,-433521.4,134118.1,95404.6,-17548.5
28/10/2020,8.60,8.68,10.94,8.84,8.74,0.00577718573691764,0.00132620081599087,0.00949860562082313,0.0137134016229451,0.0104061417442979,872.00,54.1687223540238,58.4127284151516,28.9562868574022,40.8075090629105,26.9086953077013,-2746254.6,-416902.8,135493.1,94745.6,-16560
29/10/2020,5.71,7.91,8.07,5.72,6.55,0.00309645217205093,0.00445822540197245,0.000396491005603067,0.00764943898195984,0.000357253633936678,1054.86,46.1319302562514,41.9708556888846,91.6180707598489,38.383537207741,74.7790097319679,-2724015.3,-401312.6,134766.4,98455.8,-17085.3
30/10/2020,7.11,7.24,8.28,4.78,6.78,0.00146089894852709,0.00643239460062243,0.00178334293361621,0.000733778354148944,0.00192054136683666,930.04,74.0821750739684,54.6752694149904,52.0790192370799,58.7272124464783,48.7678002294672,-2723960,-475560.8,134863.9,98534.1,-17609.5
31/10/2020,7.93,9.39,8.79,6.17,7.18,0.00180936488520354,0.0040012198100289,0.00291182658865045,0.00439836956722729,0.00167760498370963,807.21,35.2756141315948,38.974354798805,51.2487670056426,34.9448571243462,38.7822482881105,-2744660.5,-684942.9,123807.3,86557.2,-23788.5
01/11/2020,6.45,8.02,9.03,6.84,7.02,0.0061534812293594,0.00779382313819602,0.00448879164986802,0.000335264309258599,0.00466593028387619,446.56,33.3800667576169,45.0660504762517,70.4267944605595,66.4484443519672,38.8410475449882,-2747132.9,-697804.4,111572.6,73967.4,-29399.8
02/11/2020,6.51,7.98,8.60,5.43,7.00,0.000877736008148807,0.00106145208606286,0.00757192485606717,0.00449780238284185,0.0021219835754571,769.48,33.2993107698578,34.2690711800921,37.9339162795562,49.1545268111149,47.734899405666,-2716464.4,-429523.7,132940.1,97482.5,-18200.7
03/11/2020,6.87,9.43,8.03,4.56,6.29,0.000631574961117288,0.0057170898752799,0.000233922989449201,0.00794123562641926,0.000501586614175917,951.71,33.6486247679242,15.5203522812987,70.2002208761225,27.8175546391919,58.3843153851854,-2714467.1,-377229.8,138956.8,101118.2,-16465.3
04/11/2020,9.56,10.53,8.17,4.60,6.65,0.00623494704334368,0.00715102500686131,0.00169019667320144,0.00137662250523773,0.00423016633354526,1066.49,27.4059507024154,23.9307307232766,38.050525762285,51.9488437648212,31.295297682629,-2714774.6,-376117.3,140418.3,102148.5,-15870.8
05/11/2020,5.66,6.85,8.99,5.89,6.18,0.000958139308243552,0.00190664128225794,0.000504457252586271,0.00312212965431857,0.00209679220071951,1064.26,55.989132151659,37.7855978290006,77.5683240779191,48.044639442788,53.8704926227557,-2713125.6,-354461.1,139635.4,101420.6,-16149.9
06/11/2020,3.79,4.98,5.77,5.39,3.28,0.000876045421639138,0.00115869472188413,0.0166483546130519,0.00426762185322151,0.00794958239706736,1073.18,43.825289349228,38.4750024779707,43.0116018961198,74.1517401639567,39.0800264230405,-2715260.9,-346115.5,142347.8,101147.8,-16056.5
07/11/2020,2.18,4.21,5.45,6.01,2.92,0.000215047623188358,0.000722845691326464,0.0018604621507842,0.00316630446478029,0.00106730495811661,911.64,52.2803343030738,48.1450200980093,74.535905881677,63.8555059061688,60.7865246464248,-2735881.6,-560981.3,135132.6,89403.3,-22688.9
08/11/2020,5.13,5.87,8.58,6.91,4.20,0.00434151003723702,0.00537733877747527,0.00559920013289206,0.00679979769534078,0.00480371516188523,887.07,35.3567104403389,30.5624101568251,21.2956383866783,24.0989279164823,21.7894844486435,-2739866.6,-682281.3,128899.1,76538.8,-25152.4
09/11/2020,9.00,9.88,15.02,13.16,10.17,0.000797025692717894,0.00131447579922468,0.00158167637381184,0.00181220258797363,0.000476581775755753,1192.34,55.4227804501057,35.874144963306,57.5609832857585,58.1580063803067,60.7655511996476,-2714231.6,-365336.9,134512.6,91214.4,-18052.4
10/11/2020,7.06,7.34,12.82,12.68,8.81,2.15810781414951e-05,0.00128144383167964,0.000227662940372721,0.000120559942309545,0.00010755666085433,1258.13,59.3382232246669,37.7234991406891,71.5148983612585,74.3378731265835,43.5842023473753,-2711427.1,-313621.7,133904.8,93943.2,-16185.7
11/11/2020,5.12,5.17,9.49,12.05,6.46,0.000132520627989615,0.000318650935585043,0.00794402962190867,0.000583637741524321,0.00756470160209237,1180.71,43.8802583494076,40.9791105206909,19.0179111681019,76.3575806895633,31.8964503801406,-2709533.8,-287707.9,136240.4,93760.7,-15260.9
12/11/2020,2.85,3.97,6.29,6.54,4.00,2.14213718405548e-05,0.00015591520961231,1.20223277665579e-05,0.000172925342760068,2.31693997994821e-05,1032.11,61.4312067041176,54.9409956851663,84.8012382828519,68.5284015363397,74.6731267892,-2707504.3,-264000.4,137518.7,101129.6,-15570.2
13/11/2020,2.42,4.84,4.95,5.23,2.34,2.91594052989142e-05,0.000222241752870471,1.57390435386389e-05,3.79337742959142e-05,1.18946875568046e-05,1101.10,56.0504911286235,46.6713021927045,57.8943991770845,61.824877997027,62.0509848948836,-2707645.4,-281996.9,141414.1,101674.3,-15578.4
14/11/2020,3.13,6.07,6.13,6.38,2.38,3.73386825739713e-05,0.000610859653243272,2.51820795595508e-05,5.91071686475095e-05,9.7304880685466e-06,924.58,54.9208382396272,40.3995202877034,39.0842265279986,48.0591160055676,61.9523865697117,-2731266.4,-522765.7,134010.6,88613.4,-22030.8
15/11/2020,5.63,10.38,8.55,6.03,4.28,0.000473006855487659,0.00135166069268186,6.24878990054349e-05,5.56543804813891e-05,0.000151555211970221,633.47,29.7292020886443,31.7959436760318,50.5837268532433,59.6985622384019,40.1736194455324,-2736223.7,-685963.4,126144.8,76584.3,-24823
16/11/2020,8.09,12.51,8.68,5.26,7.17,1.82303179834709e-05,0.000401296255785745,2.94257396570451e-05,9.93802483629793e-05,3.56067267022195e-05,1155.97,49.2657130309732,43.1509898757217,70.6206187504699,75.858508318468,40.8529388653254,-2724093.1,-380118.3,138556.6,99471.9,-19799.9
17/11/2020,9.33,13.43,7.89,5.09,6.89,1.07865813712444e-05,4.96091092803198e-05,1.26041025608963e-05,4.02001981270828e-05,1.01389896581084e-05,1033.25,46.901995974711,46.6200816144207,69.4895013384409,76.2873847184614,52.2145516305321,-2734297.3,-383908.6,141298.2,103240.8,-22952.9
18/11/2020,10.20,11.84,9.47,5.92,8.79,1.17062458051837e-05,5.4112970138774e-05,1.23270454661994e-05,1.56614166229029e-05,1.07700936785056e-05,1187.91,54.9703830318114,39.8727549934829,74.3061915422241,79.3504055652989,66.0181890196506,-2714703.9,-398174.1,139526.7,103304.6,-16865.2
19/11/2020,8.16,8.55,9.46,5.81,8.26,0.00106219891761631,0.000200435044913348,0.000432309565277002,0.00284796234981152,0.00164719235614564,1136.05,27.5098508772654,36.7199853767838,45.7638202757379,66.8135833744373,22.3468194697139,-2709594.3,-394552,140091.8,103739.6,-14668.2
20/11/2020,4.17,5.50,5.24,3.47,3.40,0.00428515625138888,0.000339534706416602,0.000670753916986741,0.00206162036887088,0.00227110417663213,1234.04,23.6086441163359,36.8577929057086,57.6279594087396,50.9096516667328,35.1853014966389,-2708931.6,-363058.9,143196.7,105024,-14850.9
21/11/2020,3.73,5.66,3.20,0.92,1.23,0.000896733258455275,0.000213525982731565,0.000243352901416945,0.00112186504795749,0.00055821136326654,1047.42,32.3035719071772,27.0337351533926,65.5238458635238,52.9696362708189,51.8384901219356,-2731144.7,-578147.5,136576.9,94811.7,-20951
22/11/2020,2.74,3.80,0.83,-1.14,-0.41,0.00115101216575169,5.72648241795382e-05,0.000312016326396045,0.00105822660189892,0.000458884265609434,946.64,25.6394116154108,43.7194295431282,55.602358630663,54.6112025607862,43.1801965039182,-2733377.7,-667824.5,137485.2,84384.6,-23169.1
23/11/2020,-2.40,0.64,-2.25,-2.08,-3.95,0.000117965978526298,1.52340998387003e-05,0.0002157708077409,0.00431318077015751,0.000350983151733799,1287.23,48.8472451804324,48.7092444889029,60.6289385113561,53.9004534296727,54.1323020698906,-2698062.9,-261602.9,159133.3,107473.4,-13514.8
24/11/2020,-3.74,-1.98,-1.14,-1.24,-2.46,2.40381601052774e-05,1.06081830763079e-05,0.000505126626632629,0.00736611031049189,0.000399908963774358,1301.73,54.3452173916425,52.821770181195,40.9001029096193,30.2868770935351,43.5730188908083,-2690050.9,-143959.9,166483.3,110819.9,-12284.7
25/11/2020,-2.42,-1.27,-0.83,-0.90,-1.86,1.2582410620474e-05,7.70686393960491e-05,1.31647665939619e-05,0.00255578491899319,9.72099746317061e-06,1231.22,55.0283941334843,46.8960813162693,70.317470729777,37.5711983196036,61.7008950765969,-2687426.2,-102491.7,168538.7,111408.6,-12601.6
26/11/2020,-3.45,-0.65,-1.43,0.20,-2.67,3.78164105155437e-05,4.10414033045395e-05,4.14782125905741e-05,0.000493258226129112,2.11294740698061e-05,1439.44,54.2278132756855,47.0337781584359,60.2183744290895,46.1750842997904,57.4520618755969,-2683974.1,-79913.5,172348.2,110781.4,-12448
27/11/2020,-2.02,-1.76,-0.29,-0.14,-1.40,0.000204013754360259,0.000113618960009999,3.00211960843462e-05,0.00102517668942282,1.45094451573546e-05,1646.46,38.5530534524806,36.7448579929306,62.2720496114768,46.7576836763034,54.8919792061244,-2686172.9,-74849.1,173287.4,109931.4,-13613.5
28/11/2020,-2.74,-1.74,-1.60,-4.92,-3.32,0.00023431738035986,8.65869922301418e-05,0.00146965529848297,0.00166919489861008,1.29577419721517e-05,1167.53,45.2940928001618,34.1180733436581,40.1943786739335,48.1946524519341,57.1371479910518,-2708259.9,-286379.2,167241,101230,-19509.2
