date,electricity_demand_CZ,electricity_demand_DE,electricity_demand_FR,electricity_demand_HU,electricity_demand_PL,electricity_demand_RO,electricity_demand_SK,irradiance_CZ,irradiance_DE,irradiance_FR,irradiance_HU,irradiance_PL,irradiance_RO,irradiance_SK,air_temp_CZ,air_temp_DE,air_temp_FR,air_temp_HU,air_temp_PL,air_temp_RO,air_temp_SK,price_mwh_eur_DAM
2023-08-01,148839.9,1402454.4,1070148,106996.4,399822,139707.6,68908.5,89.18787063333332,152.4037898533333,185.1756398208333,248.15772237249996,100.66564228016665,257.7534824330454,144.08175459791664,289.72667958333335,289.93251875000004,292.35022,294.69107916666667,291.6163775,294.5015783333333,290.95924541666665,83.56
2023-08-02,147018.6,1413352.3,1074203.8,106981.3,397490.5,139788.4,68668.4,159.62183256666665,104.50999185083332,178.76381306249996,271.9844019708333,212.43467296933332,218.15863508718084,223.73699617916665,290.8090075,290.1546641666667,293.0411358333333,294.88202541666664,292.4143295833333,294.20329875,292.27582666666666,67.84
2023-08-03,146765.7,1408192,1051241.6,109236.4,401680.7,143172.8,69312.1,180.18635967916666,169.12492158791665,175.62294566666665,208.2497635225,159.70205666145833,272.3350998259458,115.95613936666665,291.44303958333336,290.5574216666667,290.694755,296.7034879166667,293.03905333333336,296.85636041666663,292.09773125,46.16
2023-08-04,142990.8,1382492.7,1020217.8,108009.1,398348,146384.3,68623.2,185.92001595833332,185.39003068624996,194.51736501666664,223.57305226541666,194.71643872066667,265.91947419585,161.80875565,291.1909775,289.760025,289.57385458333334,296.2606808333333,292.70552875,299.80044458333333,292.09724291666663,97.65
2023-08-05,128708.9,1168090,931718.6,97739.4,361888.4,134659.7,64951.4,58.68296616249998,187.12176539687496,163.9042795458333,164.77193756499997,98.62749749541665,283.4615535102083,136.47906443624998,288.83400083333333,289.29913875,289.39595333333335,295.6657883333333,291.5946779166667,299.15116958333334,293.45309833333334,89.90
2023-08-06,124798.5,1040379.9,854364.4,89271.5,323770.2,117205.8,62815.9,88.98402963541663,128.5123635763333,206.95189473749997,104.00289074374997,111.21400024870415,175.73258457176453,68.43283734499998,287.42584166666666,287.77435916666667,289.02553958333334,291.4021079166667,291.6930625,293.88326708333335,289.58293875,51.63
2023-08-07,150730.2,1233679.6,973109.6,100015.7,381388.4,132724.6,68868.2,82.25186124041664,145.05024061454165,247.85424675,207.20216667333332,136.88090110048333,237.047949627015,107.72189001791664,285.99521666666664,287.01463458333336,289.30415,289.94210833333335,288.61076875,291.7367541666667,286.99479833333334,27.27
2023-08-08,148817.8,1258688,1002969,102601.1,391278.4,134928.6,69214.4,215.1386836833333,194.49182809724996,253.5930721458333,243.6821104833333,210.08853604437914,173.1332378844877,216.37117555708332,287.6777279166667,287.8187620833333,290.9681766666667,290.71714125,288.18001583333336,289.39182625,287.93860333333333,16.89
2023-08-09,151014.2,1363382.7,1018989.9,103494.8,393635.8,135872.4,70057.9,118.74650584583331,170.03363132385414,243.21120334166665,201.4470021194583,184.3762129208333,229.43499070833332,157.49448519708332,287.02635291666667,288.2222545833333,293.24067958333336,291.60357208333335,288.07498833333335,291.12785875000003,288.16607708333333,89.08
2023-08-10,149290.4,1393558.6,1027418.9,103397.5,393939.4,135886.9,69700.6,214.84792638333332,224.07098975100834,274.0513237166667,242.16322249737496,202.17573558333333,199.58271954166665,228.15283139458333,288.20773333333335,289.376245,294.84306,292.0865966666667,288.84837875,291.33832333333334,288.8602691666667,92.85
2023-08-11,147151.4,1396652.3,1022026.7,102997.8,393902.2,135121.6,69832,244.87952317916665,265.0144097094825,229.77408052625,253.49917809824998,214.41009441666665,231.57544208333331,243.43391637291666,291.12735583333335,292.95658125,295.08049208333335,292.3188870833333,290.23409291666667,292.10667041666665,289.9174925,88.26
