date,air_temp_CZ,air_temp_DE,air_temp_HU,air_temp_RO,air_temp_SK,irradiance_CZ,irradiance_DE,irradiance_HU,irradiance_RO,irradiance_SK,electricity_demand_CZ,electricity_demand_DE,electricity_demand_HU,electricity_demand_RO,electricity_demand_SK,hydro_energy_DE,hydro_energy_FR,hydro_energy_RO,hydro_energy_SK,price_mwh_eur_DAM
01/01/2019,9.52,6.88,8.91,6.44,7.89,24.7767862432667,14.6068410297893,48.2130815685732,63.6605975555128,28.5950916150721,-2745039.3,-792599,124372.4,70352.7,-35413.2,3180.08,48122.87,11383.7,541.24,
02/01/2019,8.47,6.42,8.93,5.99,7.06,31.8691510563471,27.312165533975,47.1383221495545,62.1104466616916,30.745083159711,-2715593,-575954.5,134195.2,71218.6,-28065.1,3335.45,47430.4,11252.29,540.45,
03/01/2019,6.37,5.73,7.81,4.70,5.52,34.4104006705429,30.7328360829407,41.3531807134419,49.2564782097861,34.2271167795969,-2711470.6,-534798,136733.4,84282.7,-26380.5,3446.28,44167.71,11027.53,541.61,
04/01/2019,8.02,7.94,7.33,4.61,6.24,39.8469699022775,35.2054524553591,50.8996287201108,56.2608813254211,40.9436219588785,-2717300.5,-539914.3,135093.4,83287.1,-26196.1,3420.86,44145.52,11026.75,544.93,
05/01/2019,7.34,7.21,6.44,4.90,5.02,40.563761596648,37.9953194389067,56.7356364922715,59.7748296886021,46.0738440383675,-2732512.4,-695411.8,128318.2,77908.9,-29821.9,3492.6,44152.19,11123.96,546.64,
06/01/2019,5.62,5.31,5.77,4.94,3.82,36.6736729351398,35.4881833917431,51.6721593860482,65.4161951094096,40.1455149275802,-2735119.6,-710648.4,125897.5,70567.7,-32670.3,3507.04,45090.37,11226.66,549.81,
07/01/2019,0.16,0.52,2.72,2.50,0.99,29.5491433074594,25.6339045668189,49.2622162840071,54.2817813008332,32.1131614859058,-2694106.6,-345135,147331.5,92267.9,-20208.9,3508.13,51142.89,11316.82,556.94,
08/01/2019,-4.29,-2.48,-0.70,0.98,-2.48,33.2705611733883,29.3333911017064,23.0887497856463,35.4325039051915,30.853601686546,-2682449.5,-200359.9,158328.4,97479,-15861,3451.07,66857.36,11295.58,577.68,
09/01/2019,-6.34,-4.64,-3.51,-0.61,-6.59,36.7880662384495,33.0916128834352,44.5603451738626,33.6538682764096,45.0678576585467,-2674689.9,-119512,166265.2,100528.9,-14200.9,3434.42,67836.61,11099.18,577.6,
10/01/2019,-10.16,-7.55,-6.00,-3.52,-9.87,51.4477775007857,46.7843094603841,42.0123019766764,26.359923203571,50.3312757444765,-2665411,-31735.6,175337.6,104236.6,-13464.5,3374.02,68265.77,11350.21,580.56,
11/01/2019,-11.23,-7.39,-8.20,-5.95,-12.59,55.5176118046339,37.5527838910448,46.6305394291422,35.3609081111057,54.0792711060541,-2660977.3,-582.6,182770.3,106247.7,-13171.9,3238.56,68237.06,11409.81,580.31,
12/01/2019,-8.14,-2.08,-9.10,-7.54,-11.98,33.4383355650674,22.3875995951166,69.7764167807961,56.2032052365276,61.5670417712354,-2682828.1,-200672.1,179455.2,97617.8,-19639,3264,66665.66,11400.82,585.39,
13/01/2019,-1.61,1.56,-4.81,-7.54,-6.11,27.6214969011054,15.8487010134317,42.8389879263227,68.2958637880541,40.2049763171212,-2692553,-360091.9,177662.4,88408.6,-22284.3,3235.52,58415.05,11375.73,572.16,
14/01/2019,2.51,4.51,0.54,-2.96,0.45,13.0319967421447,10.2789368952105,32.0104344474064,42.8167183906281,24.563841221217,-2669355.8,-91958.4,187604.3,104275.5,-15693.2,3223.14,54520.99,11824.95,566.44,
15/01/2019,2.73,4.96,2.17,-0.42,1.04,20.7545733152466,14.1978339745594,43.7901742119956,46.3533195028143,35.5387774752159,-2668771,-79147.7,185503.4,107461.3,-14378.2,3157.49,53416.95,11318.21,578.33,
16/01/2019,3.08,4.75,2.46,-0.11,0.87,28.7961523856958,14.9495135316216,42.7701044121923,47.5457255802932,40.7481144065561,-2671630,-100039.4,182124.7,108208.8,-14184.4,3142.35,50517.52,11725.84,568.79,
17/01/2019,4.41,6.36,3.43,-0.03,1.58,23.476927384338,13.0609092342733,40.336769685938,54.2695614206756,26.174139325209,-2674381.5,-135656.8,178634.5,108484.4,-14325.7,3134.34,45326.32,11814.36,575.79,
18/01/2019,3.87,4.71,4.48,1.89,2.39,31.5602156096403,20.1631688644476,43.4867375204862,51.7402150131146,31.0814227080864,-2679077.1,-201530.8,172724.5,105812.8,-15397.7,3119.77,44060.5,12431.64,571.47,
19/01/2019,-1.53,0.81,0.09,-1.17,-2.44,41.9040502255102,39.4309478799548,61.128510411032,61.1542454185995,55.9848931913347,-2702159.5,-385373.3,163879.9,95579.8,-21663.2,3120.72,50274.22,11402.38,566.42,
20/01/2019,-3.87,-0.04,-2.72,-5.69,-5.49,59.6243799061435,39.5942356251821,72.5652468715314,74.3533126825256,63.9633961349059,-2703709.3,-485827.4,161131.3,87341.8,-23310.5,3138.04,45558.21,11614.22,567.44,
21/01/2019,-2.87,1.94,-2.87,-5.78,-5.95,26.3587207877667,24.9581332961307,31.6848825971593,74.1559308265743,41.3797332444939,-2669763.4,-159107,179756,108560.4,-13830.1,3153.46,47903.51,11538.61,585.63,
22/01/2019,-1.20,4.00,-1.56,-3.52,-4.10,41.209008973383,33.8854869863132,59.8018116409264,58.1002053544048,46.0098013769657,-2667341.2,-140727.3,181599.9,110645.1,-13462.6,3178.58,44088.24,11386.14,538.86,
23/01/2019,0.36,7.30,3.03,-2.23,-0.24,40.6679970172856,30.0058948303534,60.2895938441047,69.2938332986589,17.8633700076584,-2669091.6,-183924,178136.6,110272.9,-14292.4,3146.59,43469.41,11634.84,540.61,
24/01/2019,3.95,7.69,5.08,1.92,3.94,41.1112312316964,38.582483751674,72.4008392174676,83.3919196947441,46.8498644495606,-2673574.6,-219853.9,172334.2,106918.2,-16274.1,3126.35,47528.32,11954.47,503.21,
25/01/2019,5.71,6.23,7.09,4.37,5.04,51.9189360666507,40.8025123734936,61.543388876197,81.6559451985547,46.7263269676355,-2682217,-255974.4,165309.2,103279.7,-17077.2,3150.33,49576.84,12547.56,490.42,
26/01/2019,6.55,6.34,7.31,4.32,5.74,39.5059674966418,41.8035091658723,63.1580356485062,88.2613897989668,37.802459705239,-2709644.1,-487037.2,150671.2,92081.4,-23460,3197.2,50250.59,12665.66,490.76,
27/01/2019,6.46,8.22,8.53,4.62,6.64,24.5088393299849,14.8639538008019,74.6480120282107,87.7406545155276,32.2808107078793,-2716525,-635709,140591.2,79483.4,-26132.5,3113.08,43118.46,12447.55,493.96,
28/01/2019,8.56,8.34,8.52,4.95,6.64,29.8369765752126,37.5659274368899,32.7139235364873,76.3329843399867,16.7453732949321,-2689979.3,-339163.5,151877.9,99074,-17553.4,3093.3,43752.23,12661.49,559.61,
29/01/2019,4.67,5.79,6.51,4.78,4.30,36.156692848886,34.9188410396116,46.3375903242145,38.4870707804348,52.7895556150342,-2687222.5,-285986.9,151943,101300.5,-16678.1,3096.85,48704.9,12596.2,564.77,
30/01/2019,3.23,3.42,4.40,2.76,2.61,52.9202308899805,51.236581978923,58.7836090691095,48.2685117982872,60.405018562928,-2686276.1,-256924.5,153279.7,103490.2,-16152.3,3108.55,50106.16,11895.87,559.55,
31/01/2019,1.09,2.86,1.37,0.29,-0.67,50.3390987207292,45.323518866842,90.0391648294181,69.7425317242705,74.4457353503181,-2683883.8,-233995.4,156874.8,105688.3,-15377.8,3141.66,52238.93,11681.29,565.4,
01/02/2019,1.32,3.87,1.40,-1.66,-0.98,39.2332183463929,29.993188036841,47.1293861518437,67.7531237710233,46.2259901881029,-2684660.9,-239150,160144.5,106591.1,-15408.1,3110.37,48326.33,11000.69,585.87,
02/02/2019,2.16,6.75,-1.04,-4.97,-3.27,36.1778390893246,13.8188460974326,70.2476616979169,77.9718704622375,76.9725863011023,-2708907.5,-496444.4,153702,98717.3,-21341.4,3102.89,42914.28,11570.44,572.97,
03/02/2019,4.11,5.89,-0.79,-8.02,-3.13,61.0524553307149,49.2435897284008,30.423633532088,81.6434416354167,36.5171742877187,-2715790.8,-616179.2,153409.5,89222.5,-23868,3303.77,49796.2,12225.77,578.5,
04/02/2019,2.48,4.06,1.34,-3.00,-0.36,52.8136343731079,34.460271631946,80.5275695179365,73.6433586068642,66.1607150574787,-2685513.6,-278759.2,165457.7,106594.5,-16874.7,3313.35,49101.37,11713.05,1028.42,
05/02/2019,7.93,8.33,6.12,0.72,3.75,43.7063960132351,24.8926185353135,67.515546039511,55.665667900105,48.189943871595,-2687364.7,-262685.3,164281.4,107214.5,-15797.7,3283.38,44025.57,11846.74,1048.91,
06/02/2019,3.58,4.08,5.79,2.43,2.95,45.0260629385619,38.705332605703,75.1444417914082,58.8656929794099,58.7816435548603,-2685561.2,-231922.8,161910.9,106536.5,-15374.3,3280.26,47928.47,12039.8,1055.39,
07/02/2019,-0.32,0.32,1.84,1.15,-0.37,65.9644448633664,69.6956498228109,32.7633743198315,71.2330203455697,65.3575517180185,-2683376.7,-187905.2,165646.6,107744.5,-14603,3243.36,55099.06,11605.7,1058.64,
08/02/2019,-3.22,-1.52,-1.12,-2.21,-3.65,52.7184840345134,63.5190324448126,90.4692798967441,75.129760553395,69.2827442729264,-2679656.8,-163073.6,167038.6,109484.7,-14373.7,3249.75,66724.46,11631.28,1055.28,
09/02/2019,-0.91,1.79,-2.47,-5.77,-3.32,49.3055827724348,47.2684268325195,95.8710333232411,101.083061647109,78.9823873113848,-2703597.8,-406276.1,160604.4,100455.3,-21269.1,3276.73,66968.69,11209.76,1055.28,
10/02/2019,0.93,2.06,1.04,-3.96,0.50,36.7747574444112,46.11207370774,51.1288794292491,74.5112709545606,40.5941425997016,-2709027.3,-520353.5,157168.8,87792.3,-25019.1,3273.62,66288.08,10791.56,1053.54,
11/02/2019,1.49,4.29,2.16,-1.14,0.33,34.6377249008142,27.9537128138837,54.3543432637493,63.0888242422432,62.5784162108256,-2680964.4,-211936.5,169202.3,106182.1,-16784.5,3270.58,58661.53,10134.76,1052.07,
12/02/2019,0.98,5.42,-0.14,-6.02,-1.75,45.3216939719652,35.2454261925226,101.273238785883,118.247314629527,82.2825133635348,-2678529.9,-186697.8,172305.7,113619.4,-14481.7,3262.59,53354.99,10821.34,1049.85,
13/02/2019,2.54,3.94,3.51,-2.37,1.19,46.8940482070471,47.6739851719249,76.2636090729599,83.8650925184609,61.5038889276013,-2678734.5,-178874.8,170947.3,112062.3,-14887.1,3288.15,54306.96,10299.18,1037.04,
14/02/2019,0.16,2.60,-0.28,-4.81,-2.98,76.7517464360121,72.064076102643,111.664254671603,111.93857370549,103.778444144982,-2679532,-178240.2,172021.1,114016.7,-14395.1,3306.04,55656.16,9590.6,1023,
15/02/2019,0.06,2.65,-0.27,-5.03,-1.95,98.542180723268,69.2474070446766,110.585077310397,119.62486939238,99.0765526250146,-2682438.7,-196766.3,172188.9,113166.9,-15271.1,3301.19,55656.16,9343.5,1034.95,
16/02/2019,1.91,4.61,0.62,-2.76,-0.54,82.62078999999,50.1731515281605,117.155271908022,128.187658764434,100.307899701111,-2706918.7,-441737.5,161903.7,99447.5,-22418.7,3313.11,52049.15,9430.04,968.44,
17/02/2019,4.88,7.93,3.43,-0.42,0.98,62.5271744514499,41.4241096034883,95.0644644132087,127.263279826012,74.5154445219055,-2715114.9,-603320.2,154989.1,85643.1,-25393.1,3253.81,42922.95,8891.3,609.18,
18/02/2019,7.34,8.64,6.42,1.79,4.28,71.3609052666099,58.9120261207064,94.5805227593848,112.548405524752,84.2705944394216,-2690613.8,-311189.4,162636.9,104351,-18065.7,3249.19,43221.34,9002.46,577.79,
19/02/2019,7.46,9.91,7.03,2.89,5.72,93.9519266185553,84.2629916290813,103.035392196509,129.357837195986,88.5930977158883,-2692144.4,-318596.8,160509.6,106611.6,-17040.1,3247.74,43110.12,8932.96,577.79,
20/02/2019,6.31,8.23,5.42,2.66,4.96,100.406270976454,109.267150186638,123.154282585047,130.493791396298,119.182797455828,-2692604.6,-328247.4,158943.2,106898.1,-17112.4,3275.12,43024.14,8974.04,578.3,
21/02/2019,5.81,9.49,5.16,3.15,3.69,90.2436493982332,72.8457049835869,115.731517428838,132.209350147795,98.6892255079589,-2693225.3,-348037.6,158035.9,106040.2,-16812.9,3262.76,42424.78,9187.02,578.69,
22/02/2019,6.45,10.97,6.05,3.95,4.20,83.4973445895316,92.2712639096634,127.955845724181,140.561484111049,116.20461545329,-2697108.2,-398901.8,155296.1,103539.5,-17252.7,3243.28,42228.11,9367.89,579.88,
23/02/2019,7.94,8.71,6.69,5.17,5.29,79.5526773563331,80.9224263421508,128.633347132694,142.649199211712,122.374106985804,-2722730.1,-628398.2,142795.4,89909.7,-24016.1,3249.02,47487.53,9591.18,581.28,
24/02/2019,7.35,7.54,6.75,6.04,6.70,97.2884320644094,116.98464792797,135.950293274261,145.944578481061,127.620128279936,-2729312.5,-746589.6,135892.9,76877.1,-27329.2,3249.03,42629.8,9402.95,579.26,
25/02/2019,6.38,8.93,6.56,5.27,5.76,120.688828530209,105.584476082462,138.066596129652,135.264695803246,137.417234064745,-2701634,-422100.3,147657,96229.9,-19194.9,3276.95,41422.33,9510.93,578.2,
26/02/2019,7.16,9.13,6.88,6.20,5.57,116.945672337588,80.3812426996463,143.213790106035,153.096966534045,133.773864522326,-2700576.2,-392809,148132.2,97953.1,-18175.8,3278.89,42747.14,9277.47,582.79,
27/02/2019,5.96,6.29,7.13,6.94,5.26,74.7758091063612,63.2470446369242,146.090310436822,156.539950918921,135.270689184015,-2698431.7,-359694.6,147238.7,96808.8,-17960.2,3329.31,51855.18,9352.03,573.42,
28/02/2019,7.41,4.51,8.51,6.79,6.25,100.899682160212,65.051441450042,147.274491699002,160.350813399094,106.949374988958,-2700361.3,-326189.9,145413.6,96168.4,-17919.9,3329.36,52656.45,9469.68,570.96,
01/03/2019,6.53,3.57,9.35,6.25,6.59,58.2484105623204,88.0743815711261,130.84012378171,143.350374169413,105.601186419824,-2700834.7,-334567.4,142741.6,96538.7,-18052.9,3317.77,52749.84,9145.16,571.22,
02/03/2019,3.69,4.05,8.69,7.53,5.73,98.2591920779484,123.093534203154,96.6010804203938,77.406938802033,74.852579028952,-2723767.2,-552050.3,131956.8,86120.8,-23562,3322.97,51501.47,8970.59,559.66,
03/03/2019,5.27,5.84,8.78,7.30,5.87,132.318712123027,85.6993871448369,103.79615550594,138.03035707589,68.7071507165371,-2730616.9,-675124.6,126090.9,72780,-26527.3,3340.74,46066.64,8939.22,560.26,
04/03/2019,7.57,7.11,11.07,8.58,8.49,117.669486511624,92.5659594426807,97.7257833022421,139.705704788619,52.2292163480389,-2704738.3,-349213.3,135597.8,88307.2,-18578.5,3312.79,41886.84,8801.17,559.52,
05/03/2019,7.32,6.65,14.27,10.91,11.05,63.2872194128115,102.828913966282,129.880056869233,147.115902850058,84.2181550224535,-2701088.8,-311586.8,131984.7,88470,-18101.7,3256.68,44287.01,8850.48,529.85,
06/03/2019,7.36,7.10,15.08,13.32,10.30,109.371024735638,129.308215842475,119.087979185902,149.881080297993,67.7018761435832,-2703627.1,-319915.9,127161,86375.1,-17387.4,3275.87,42414.78,8828.79,485.18,
07/03/2019,10.46,8.46,16.58,14.08,12.04,76.2411897426427,78.3315871613718,126.087347955039,126.67178213666,85.9543141288591,-2705530.9,-329129.1,122442.2,86508.3,-17568.5,3250.28,42807.11,9109.32,461.9,
08/03/2019,10.08,7.60,17.44,14.04,13.47,59.4709778623847,72.5841346800109,123.731087324119,137.308278207595,115.308153491415,-2708578.1,-369735.7,117118.6,84509.6,-17941.6,3227.41,43802.62,9057.08,458.35,
09/03/2019,5.62,5.96,11.07,14.42,8.47,108.45983795407,98.0111010860684,59.885553148136,114.858708225136,87.9447575472798,-2730688.9,-591666.7,109968.4,74434.1,-23055.3,3282.49,46474.7,9253.47,454.14,
10/03/2019,4.50,4.95,9.42,9.02,6.18,113.364450535117,76.4778392152301,160.555876404658,101.904044365567,161.054042728874,-2734588.6,-693930,105206.7,68197.9,-25901,3224.24,53647.37,10162.7,433.57,
11/03/2019,3.57,3.58,7.41,6.35,5.62,139.493991880481,81.5975410692247,111.554256578973,164.655740292084,111.588679223787,-2704816,-334055.4,123126.9,87017.7,-17395.2,3196.82,50371.16,11484.61,437.48,
12/03/2019,2.45,2.43,6.64,4.49,4.81,100.73265819277,104.513862911002,79.3083758159623,51.8318173818168,85.6802691894648,-2698414.2,-261617.1,130956.3,96519.7,-15965.7,3231.94,51097.68,10527,461.84,
13/03/2019,0.83,2.24,5.04,4.13,2.68,124.132509896204,153.168521930725,125.547358696651,139.009306852206,115.890731659803,-2696016.8,-245890.3,134835,94156.1,-15850.6,3327.42,47327.79,10314.39,451.01,
14/03/2019,1.18,3.88,4.13,3.85,2.57,117.448100340119,31.1964717464841,137.836333100532,86.0117436101392,167.780203375512,-2694189.9,-232107.1,137119.2,96781.9,-16650.7,3381.3,43635.24,10264.17,455.12,
15/03/2019,7.12,8.75,4.97,4.52,3.50,68.0245298843736,41.777125110064,74.0767138246927,159.032058750342,46.4058054701801,-2700430,-316906.7,123386.8,92328.8,-16119.8,3390.27,43604.43,11242.45,448.15,
16/03/2019,5.62,3.92,9.07,6.07,6.25,85.5114505262828,99.3254819922245,135.73116896396,170.333971098463,85.1497063832562,-2724457,-525326.1,123511.6,80386.1,-23485.5,3419.33,52076.42,11746.12,465.36,
17/03/2019,1.90,3.01,5.39,6.37,3.72,93.732573273905,92.1745516583543,82.2973037073358,139.313026298004,67.6916055156024,-2728236,-635031.4,128227.5,68526.5,-24806.8,3466.7,53379.61,11819.75,557.25,
18/03/2019,1.98,3.18,4.39,6.39,2.39,123.908968332241,93.7127139273101,150.976364794312,133.159248513935,123.887220206739,-2698129.7,-300182.2,142400.3,89236.3,-17340.2,3471.27,53980.63,11768.51,552.91,
19/03/2019,1.84,3.82,5.04,6.17,2.90,127.986133904671,98.6621805351834,95.0704624799352,121.794840810506,87.4380754695358,-2694542.9,-259070.8,148230.3,92527.3,-16131.1,3459.82,48076.15,11686.65,1036.98,
20/03/2019,4.70,4.99,4.91,4.19,4.68,65.5437749019551,110.706231381617,73.9375406818102,153.474992384983,122.253467748681,-2694611.7,-271815.8,150036.7,93795.2,-16917.4,3377.64,44803.61,11865.76,1042.63,
21/03/2019,4.71,6.77,6.47,5.96,4.78,114.749426324096,94.9280291933991,121.361606560279,184.730306532164,124.045115740373,-2697821.6,-297827.1,147887.8,91052.7,-17261.1,3326.4,44658.87,12351.86,1031.38,
22/03/2019,5.96,6.73,7.83,6.42,5.89,167.927884671704,133.267352887345,188.502463928905,150.720029076238,152.284093031407,-2703379.2,-341298.2,144055.9,90753.1,-18371.1,3313.82,46315.92,12354.26,1028.89,
23/03/2019,6.09,6.17,8.65,7.19,6.64,155.389461759953,87.7178384374434,200.151813461838,153.786684695891,188.403295998753,-2727378.2,-556993.8,133261.2,80611.8,-25038,3317.26,46703.99,12166.44,1030.54,
24/03/2019,6.68,6.71,9.46,8.10,8.39,140.493541788622,95.7789428830209,189.48780452779,147.259847446426,171.162067208017,-2735721.3,-696434.1,123653.9,64622.3,-29117.3,3314.07,43327.79,11767.91,1028.63,
25/03/2019,7.73,7.53,10.70,8.16,8.09,110.060844737965,122.368608003124,164.799799935963,151.700159136359,135.972912670029,-2707462.5,-393694.3,134569.1,85799.8,-19975.8,3316.28,42599,11834.14,1044.64,
26/03/2019,5.00,6.75,8.36,6.26,4.73,127.817142363631,181.145909424474,184.205827679096,144.530306183524,158.250134462875,-2703499.2,-377818,137434.4,90818.1,-18422.9,3329.31,42939.71,12431.81,1047.13,
27/03/2019,4.54,7.14,2.41,-0.28,0.96,200.959567571295,194.987215053453,205.812933410283,176.715360527048,200.429001184512,-2704190.8,-384694.9,143912.6,95864.4,-17930.1,3402.33,42893,11153.69,1047.13,
28/03/2019,6.48,8.12,3.79,0.56,3.17,170.234202889502,143.522915387314,204.627316194433,216.70967733867,173.42923007612,-2705329.6,-395392.3,146084.3,94007.7,-18689.5,3420.18,42998.28,11690.41,1056.56,
29/03/2019,2.46,4.67,6.08,3.56,2.92,138.636227936162,107.535609773277,139.703661814152,141.928943040369,154.296201249552,-2701452.7,-375261.3,146294.8,93594,-18521.1,3532.21,43279.24,11819,1055.73,
30/03/2019,-0.11,1.34,3.55,3.42,0.84,144.436048917557,132.309029398357,117.418910253776,126.68026265066,138.069073076054,-2722139.7,-538207,141314.1,85838.9,-23821.3,3574.57,49191.2,11823.9,1058.6,
31/03/2019,-0.80,0.42,4.13,6.85,1.26,172.036678210861,173.526988796065,77.6489816929879,177.606443566443,125.363797914685,-2726247.7,-624112.5,136099.1,64302.8,-28793.4,3603.5,54198.02,12747.47,1057.6,
01/04/2019,1.49,0.73,10.30,10.17,6.08,92.7335150085256,163.093104357665,198.093952060668,223.684852261966,171.546306507348,-2696679.9,-268072.9,142150.3,83462.2,-20755.4,3654.86,58708.41,12153.15,1047.96,
02/04/2019,7.38,3.20,11.79,13.17,9.06,193.340734672375,140.927105963395,190.606811624634,167.371130374422,179.771363122926,-2700663.2,-263988.6,139860.2,85639.3,-19795,3541.24,62024.7,12042.59,1046.3,
03/04/2019,6.74,4.51,10.92,15.27,9.38,200.004255202789,189.580222810165,123.262450165118,178.561488822911,174.869199069256,-2702834.1,-280708.4,138030.2,84524,-19581.4,3184.72,55978.87,12135.49,1026.93,
04/04/2019,5.60,4.59,10.82,12.86,8.71,98.7228120035818,124.811588693614,137.152170455351,186.288392191398,91.3994774054803,-2700472.6,-269287,136033.7,84823.2,-18532.8,3705.1,55365.96,11673.9,1048.88,
05/04/2019,3.24,2.69,8.80,8.86,6.09,156.004170485835,110.152947794371,181.918428042524,165.146135323029,190.421270510002,-2700082.9,-266044.3,133875.2,88253.7,-19073.8,3554.61,51858.07,12613.94,1048.92,
06/04/2019,2.82,3.58,7.99,8.52,4.92,134.262732895761,121.944386120741,187.98614092185,178.538747352264,165.38071399682,-2724796.6,-494967.3,125682.1,78217.5,-25064.1,3548.81,46486.15,12859.93,1050.4,
07/04/2019,2.29,3.10,8.25,7.24,4.91,149.174275076937,166.840269352771,207.805591415642,163.202431866994,169.876654925259,-2730025.2,-610793.5,119450.5,65146.5,-28444.8,3519.28,46330.2,12708.64,1064.71,
08/04/2019,1.37,2.70,7.09,5.43,3.51,164.310113492444,209.863363099818,166.63767378176,139.851547053876,146.072268075771,-2701683.6,-264739.6,134333.9,89773.6,-19700.4,3580.29,44567.76,12017.46,1048.43,
09/04/2019,1.67,3.72,5.90,5.39,2.43,221.862714634269,218.912585816662,200.462648015875,134.564435141947,226.430077055286,-2696606.3,-249201.7,139488.7,93456.6,-18654.6,3652.94,46233.48,11354.4,1035.39,
10/04/2019,-0.62,2.56,2.34,2.66,-0.64,194.485897350101,222.94511674949,210.855264749655,219.844952793355,210.976833608681,-2692824.6,-229108.7,145516.8,93320.8,-17426.3,3644.63,44771.04,10945.03,1033.83,
11/04/2019,-1.61,0.35,1.77,1.61,-0.74,191.942903490963,210.80048148564,211.312085277345,201.354357043678,199.40792514176,-2690199,-195221.1,150372.8,95342.6,-17453.3,3610.27,48640.11,11007.88,1035.21,
12/04/2019,-0.30,1.79,3.74,1.96,-0.01,203.493340651884,233.785365568688,230.034258432176,195.834184267697,208.870672052504,-2691867,-234217.1,150070.5,94433.1,-17997.7,2986.44,52932.66,11900.4,1036.18,
13/04/2019,2.33,4.50,2.86,1.52,0.29,221.091796254311,208.896039684482,256.540951678798,219.60238564471,245.017673994891,-2719578.6,-488787.8,142868,83331.5,-25000.6,2907.58,48332.9,12218.91,1042.14,
14/04/2019,4.34,6.21,6.65,3.27,3.96,180.505709204485,192.424310206737,243.492868875287,251.248509314588,194.384887815798,-2727579.9,-625594.2,135189.6,67695.8,-27928.3,3079.6,43901.6,12349.79,1041.61,
15/04/2019,1.89,4.82,6.81,4.26,2.34,166.262273542576,212.377561082762,210.511199826162,168.553481382409,194.739440904734,-2699287.4,-292892.1,146093.1,88715.3,-20299.6,2982.2,43755.85,12865.45,1038.18,
16/04/2019,-0.45,2.10,2.42,1.32,-0.97,231.71618584861,247.421951115125,233.689519953918,213.191634227805,214.448604863992,-2692326.8,-241179.3,152424.8,94928.9,-17955.1,2750.31,44318.91,12313.96,1042.61,
17/04/2019,0.59,2.81,3.55,1.78,0.61,232.716715784618,257.450763618917,260.947733674589,217.527652304537,234.684705642785,-2691738.8,-237100.5,153711.5,95156,-18512.2,2618.74,52934.63,12400.16,1024.56,
18/04/2019,4.54,6.37,5.61,3.40,3.85,249.002040586239,252.049343196038,264.628408048369,254.298001891995,273.740573430466,-2699117.3,-301002.9,152168.8,92597.9,-20658.3,2489.4,46431.61,12238.98,569.25,
19/04/2019,7.52,9.37,8.99,6.40,6.72,219.118098042981,248.974759058635,257.265112895994,264.793755074508,222.561262862953,-2712275.8,-684844.2,146192.9,88240.6,-29729.2,2434.7,40616.04,13044.02,565.57,
20/04/2019,7.26,10.17,10.13,7.32,7.16,210.180782784176,253.835142140111,227.93516688926,203.654437180724,200.204683202534,-2732588.1,-687166,132006.3,79586.3,-30371.7,2441.35,40626.33,12857.78,571.27,
21/04/2019,8.80,10.55,11.24,8.12,8.53,263.134659269948,247.157056450822,261.849907619518,243.408448140864,272.569813413878,-2743483.7,-887393.8,114191.1,64776.2,-35060.1,2588.94,40475.71,12687.18,573.58,
22/04/2019,10.30,11.10,13.49,9.21,10.98,227.56752260218,195.313916035942,268.157521857089,215.566156483549,254.172333335515,-2743231.7,-857649.3,106716.4,67507.8,-35517,2521.25,40966.52,12725.17,574.57,
23/04/2019,12.44,12.79,14.69,9.04,12.17,217.463732735146,238.402217970333,258.976732542377,282.517237504738,236.863410831488,-2717380.8,-512986.9,122637.4,84183.1,-22789.7,2659.04,40760.44,12659.41,562.12,
24/04/2019,13.80,13.57,15.39,10.66,12.68,242.562850398081,179.964089997973,256.402553387815,259.50466277466,206.786937323326,-2717404.2,-490997.7,122769.1,83719.2,-21022.4,2508.25,43485.47,12337.81,556.42,
25/04/2019,13.91,13.02,15.45,11.31,13.20,237.243083334967,192.207179987897,244.967931472202,233.959691609437,266.426712916192,-2720079.9,-516650.5,118993.7,83967,-21147.6,2620.06,43285.5,12469.72,531.39,
26/04/2019,14.72,13.84,16.49,12.08,14.24,254.779754599604,200.893480562912,275.968725497258,250.417208696855,283.724881369344,-2723793.8,-549271.1,114331.8,81231.8,-21183.5,2578.46,43415.23,12160.68,544.45,
27/04/2019,15.47,15.73,17.49,14.37,15.26,268.232873361029,231.639995551975,270.14675781502,282.33405254364,272.257391009558,-2750098.4,-804257.3,101879.9,68805.3,-27060.9,2593.9,43588.86,12085.28,517.8,
28/04/2019,16.57,16.02,18.53,16.30,15.71,276.967297970727,214.182135502751,275.58593521271,272.270944547652,271.353691687458,-2755952.7,-940121.3,92710.3,51381.8,-29857.3,2415.61,45581.04,11728.73,540.55,
29/04/2019,14.13,12.92,18.30,16.09,15.75,183.567154804235,134.95538417805,223.866273126795,224.630655058891,230.484736880368,-2729000.3,-625866.1,103274.9,71057.1,-22227.3,2329.49,44883.49,11624.89,575.2,
30/04/2019,11.60,10.58,16.87,14.59,14.18,201.576279531229,186.609562662992,260.728370257718,214.924121237567,200.402932729023,-2731078.6,-603780.5,99958.7,79573.6,-21938.1,2323.29,44602.75,11706.45,558.87,
01/05/2019,9.36,10.56,12.84,14.98,10.28,105.981653660419,176.640608623506,117.685009542451,243.093275752123,99.3542170221009,-2748274.6,-868980.7,86927.4,61932.6,-26619.8,2353.08,43520.31,11644.85,670.22,
